"player_id","year","first_return","first_won"
102318,"2009",302,63
102318,"2001",2601,793
102318,"1992",39,9
102318,"1999",2189,677
102318,"1991",NA,NA
102318,"2005",2142,605
102318,"1997",1142,325
102318,"2008",104,23
102344,"1997",2475,821
102344,"2004",1157,368
102344,"2003",1722,567
102344,"1993",186,49
102344,"1992",27,4
102344,"1998",3481,1171
102344,"2005",405,114
102344,"2001",1343,468
102344,"1994",1121,392
102344,"2000",1955,668
102344,"2002",1474,479
102344,"1996",2171,720
102344,"1999",2792,929
102344,"1991",59,17
102344,"1995",2019,659
102358,"1993",1808,520
102358,"1997",2243,623
102358,"1999",3365,936
102358,"1996",3357,982
102358,"2001",2703,791
102358,"1989",NA,NA
102358,"2004",1690,435
102358,"1991",420,136
102358,"1998",2460,720
102358,"2005",849,204
102358,"2000",3361,968
102358,"1990",NA,NA
102358,"2003",1670,412
102358,"2002",1854,553
102358,"1995",3541,1120
102358,"1992",938,280
102358,"1994",1907,550
102374,"2005",268,71
102374,"2002",2501,848
102374,"2004",1642,457
102374,"1999",2812,885
102374,"1996",2886,924
102374,"1998",3675,1140
102374,"1993",1886,644
102374,"2000",2912,920
102374,"1992",1162,417
102374,"2003",1504,449
102374,"2001",2500,789
102374,"1994",3400,1150
102374,"1997",3004,1007
102374,"1995",2170,711
102381,"2008",417,124
102381,"2006",47,13
102381,"1999",43,11
102381,"2001",191,51
102381,"2003",416,115
102381,"2000",221,55
102381,"2004",115,42
102381,"2007",1049,266
102381,"1997",25,4
102382,"2012",30,6
102382,"2004",367,112
102382,"1992",83,31
102382,"2005",35,7
102382,"1994",37,10
102382,"1993",40,14
102382,"2001",201,57
102382,"2003",284,84
102382,"2002",753,188
102401,"1999",1310,341
102401,"2005",269,66
102401,"2001",525,138
102401,"1995",1308,332
102401,"1996",2104,595
102401,"2003",1322,322
102401,"2002",344,78
102401,"1998",1973,509
102401,"2000",326,88
102401,"1997",2021,573
102405,"2008",NA,NA
102405,"1996",40,11
102405,"1998",178,46
102405,"1995",77,27
102405,"1999",27,5
102405,"1997",276,58
102405,"2000",72,17
102405,"2001",68,16
102434,"1996",2152,652
102434,"2003",2341,723
102434,"2009",426,96
102434,"2010",17,1
102434,"2004",3252,985
102434,"2005",2026,591
102434,"1995",2326,759
102434,"2001",164,44
102434,"1999",2788,851
102434,"2002",1589,442
102434,"2007",2595,761
102434,"2008",1379,364
102434,"2000",1223,313
102434,"1993",291,102
102434,"1994",1044,351
102434,"2006",2063,641
102434,"1997",1977,536
102434,"1998",2444,683
102450,"1999",3566,1113
102450,"2002",2810,946
102450,"1997",2987,867
102450,"1996",3012,897
102450,"2004",3223,1032
102450,"2001",3665,1231
102450,"2000",3606,1216
102450,"1998",3754,1155
102450,"2005",2078,658
102450,"2003",2088,713
102450,"2006",2309,718
102450,"2007",964,260
102450,"1994",345,98
102450,"1995",677,193
102456,"2001",2106,624
102456,"2003",2116,632
102456,"2005",1286,418
102456,"2002",1993,576
102456,"1998",3240,941
102456,"2007",178,55
102456,"1997",3191,980
102456,"1996",3492,1150
102456,"2000",1168,365
102456,"1995",676,238
102456,"2004",1614,535
102456,"1999",2361,719
102456,"1994",35,8
102494,"2000",837,259
102494,"2004",508,135
102494,"2005",970,264
102494,"2003",1051,238
102494,"1999",66,25
102494,"2006",671,190
102494,"1997",73,22
102494,"2001",555,195
102494,"2002",239,82
102497,"1997",20,2
102497,"1995",18,6
102497,"2005",45,9
102497,"1996",48,5
102497,"2001",31,10
102497,"2000",19,1
102497,"2002",76,21
102497,"1999",174,47
102512,"2006",46,13
102512,"2008",400,97
102512,"2009",112,25
102512,"2007",177,45
102512,"1999",95,22
102512,"2000",31,5
102512,"2003",111,37
102538,"2003",91,27
102538,"1993",NA,NA
102538,"1996",NA,NA
102538,"1995",NA,NA
102538,"2004",137,27
102538,"1997",84,10
102538,"1999",242,72
102538,"2000",414,125
102538,"1998",465,111
102538,"2005",56,9
102538,"2002",140,46
102538,"1994",NA,NA
102538,"2001",89,20
102539,"1998",2834,828
102539,"2007",224,61
102539,"1999",1679,463
102539,"1994",30,11
102539,"2005",388,83
102539,"2002",1827,515
102539,"1996",2997,883
102539,"2006",45,14
102539,"1993",26,4
102539,"1997",2180,626
102539,"2001",2702,814
102539,"2003",415,116
102539,"2000",1437,477
102539,"2004",1233,331
102539,"1995",2125,763
102548,"2007",24,8
102548,"2004",58,15
102548,"1996",24,7
102548,"2003",104,29
102548,"2000",1189,351
102548,"1997",880,287
102548,"1999",1751,552
102548,"2002",414,142
102548,"2005",352,127
102548,"1998",2160,685
102548,"2001",502,147
102548,"2006",681,188
102558,"2000",272,78
102558,"2004",73,12
102558,"2003",517,111
102558,"2001",119,31
102558,"2007",NA,NA
102558,"2008",NA,NA
102558,"1999",106,13
102558,"2002",58,12
102558,"2005",100,26
102562,"1993",84,28
102562,"2005",2010,617
102562,"2000",2156,670
102562,"1999",2587,791
102562,"1997",1583,433
102562,"2006",1175,329
102562,"2001",2234,702
102562,"2002",3111,997
102562,"1998",1901,552
102562,"2004",2572,838
102562,"1996",2646,834
102562,"1995",606,207
102562,"2003",3169,1005
102562,"1994",54,19
102563,"1993",145,29
102563,"2009",NA,NA
102563,"2001",2898,805
102563,"1999",1966,567
102563,"2007",2185,506
102563,"2000",2181,575
102563,"1995",159,41
102563,"2002",2298,637
102563,"2006",1338,326
102563,"2005",3228,910
102563,"1996",2354,641
102563,"1997",2654,777
102563,"2004",2261,626
102563,"2008",1381,347
102563,"1994",155,51
102563,"1998",3538,976
102565,"2007",414,80
102565,"2002",571,119
102565,"2005",955,222
102565,"2006",1507,380
102565,"2004",250,69
102565,"2003",916,222
102567,"2005",509,138
102567,"2009",75,22
102567,"1996",40,6
102567,"2000",1528,451
102567,"2006",518,134
102567,"1998",129,27
102567,"2001",1135,342
102567,"2002",548,138
102567,"2004",53,17
102567,"2003",103,16
102567,"1999",511,140
102567,"2008",222,53
102567,"2007",238,55
102571,"2002",342,87
102571,"2004",1521,376
102571,"2003",1393,383
102571,"1996",187,69
102571,"1999",19,4
102571,"1997",39,7
102571,"2006",65,13
102571,"2005",736,179
102585,"1998",93,32
102585,"1996",118,42
102585,"1999",59,19
102585,"2007",NA,NA
102585,"2002",91,23
102585,"2000",165,43
102585,"2003",30,11
102585,"1997",117,34
102610,"2003",2140,649
102610,"2005",1314,402
102610,"2002",2843,879
102610,"1998",3084,960
102610,"2000",2185,656
102610,"2004",2020,573
102610,"2001",2093,629
102610,"1993",253,93
102610,"1997",2695,801
102610,"1996",3489,1118
102610,"1999",2754,830
102610,"1995",2378,736
102610,"1994",1413,441
102610,"2006",208,64
102615,"2007",106,29
102615,"1992",56,14
102615,"2002",32,10
102615,"2003",500,131
102615,"1998",1093,322
102615,"1999",206,60
102615,"2000",114,25
102615,"1996",411,102
102615,"1997",1230,362
102615,"1993",28,5
102615,"2005",163,50
102615,"2004",878,244
102615,"2001",155,32
102642,"2006",568,142
102642,"2003",1377,334
102642,"2001",623,149
102642,"2002",478,141
102642,"1999",195,49
102642,"2004",2469,645
102642,"2007",61,16
102642,"2005",1839,477
102642,"2000",795,165
102667,"1999",29,8
102667,"2004",73,14
102667,"1998",79,26
102667,"2003",55,12
102667,"1993",27,4
102667,"1995",33,8
102667,"2008",29,8
102667,"2001",35,9
102667,"2007",42,6
102667,"1997",82,24
102667,"2000",37,7
102667,"2006",167,48
102694,"2005",1094,271
102694,"2001",1582,455
102694,"2007",46,10
102694,"1994",105,25
102694,"2004",1238,325
102694,"1997",220,51
102694,"2003",1812,527
102694,"1995",300,92
102694,"2006",552,143
102694,"1996",559,180
102694,"1999",737,228
102694,"1998",764,246
102694,"2000",251,68
102694,"2002",1552,503
102703,"2000",455,124
102703,"1999",169,60
102703,"2008",1235,374
102703,"1998",NA,NA
102703,"2001",1278,372
102703,"2005",1361,395
102703,"1996",44,11
102703,"2007",2210,631
102703,"2006",1544,446
102703,"1995",70,22
102703,"2004",1401,390
102703,"2009",37,11
102703,"2003",1854,558
102703,"2002",1176,327
102703,"1997",NA,NA
102720,"2003",225,37
102720,"2005",1869,472
102720,"2007",319,72
102720,"2008",84,23
102720,"2004",560,156
102720,"2000",725,202
102720,"2001",494,120
102720,"1998",0,0
102720,"1999",405,132
102720,"2006",1042,248
102730,"2002",876,252
102730,"2004",805,231
102730,"1997",171,42
102730,"1999",151,41
102730,"2000",228,72
102730,"1998",719,205
102730,"2001",698,201
102730,"2005",235,76
102730,"2003",544,150
102770,"1997",596,179
102770,"1998",1614,406
102770,"2000",491,134
102770,"2003",951,291
102770,"2001",195,41
102770,"2006",40,10
102770,"1996",61,9
102770,"2002",511,166
102770,"1999",1894,529
102770,"2004",723,182
102780,"2003",321,69
102780,"2007",25,2
102780,"1999",39,11
102780,"2001",45,11
102780,"2005",74,22
102780,"2008",100,24
102780,"1998",27,6
102780,"1997",23,3
102780,"2009",83,21
102780,"2002",33,9
102780,"2004",230,69
102780,"2000",58,12
102783,"2010",1384,394
102783,"2005",1798,569
102783,"2011",812,218
102783,"1995",50,14
102783,"1997",270,108
102783,"2006",1319,379
102783,"2009",1914,534
102783,"2000",1953,568
102783,"2001",2976,910
102783,"2003",4077,1369
102783,"2007",1030,307
102783,"2008",2185,633
102783,"2002",3013,990
102783,"1998",1092,321
102783,"1999",2057,670
102783,"2004",2583,765
102785,"2000",29,3
102785,"2003",37,8
102785,"2002",46,12
102785,"2004",650,157
102785,"2001",285,73
102785,"1997",221,56
102785,"1996",69,21
102785,"1998",172,51
102785,"2006",28,5
102785,"2005",210,51
102788,"2003",709,188
102788,"2008",91,23
102788,"2006",115,26
102788,"2004",691,171
102788,"2001",791,245
102788,"2007",72,14
102788,"2005",73,26
102788,"2002",1564,408
102800,"2017",21,3
102800,"2003",169,46
102800,"2008",NA,NA
102800,"2002",NA,NA
102800,"1996",NA,NA
102800,"1998",NA,NA
102800,"2013",NA,NA
102800,"1997",NA,NA
102800,"2004",153,42
102800,"2005",96,19
102800,"2006",61,13
102800,"2007",42,8
102800,"1999",311,58
102800,"2001",281,62
102811,"2001",28,4
102811,"2005",264,85
102811,"2008",147,35
102811,"2002",NA,NA
102811,"1998",149,43
102811,"2004",NA,NA
102811,"1996",NA,NA
102811,"2007",288,63
102811,"1999",NA,NA
102811,"2006",214,64
102811,"2003",65,8
102821,"2007",NA,NA
102821,"2010",NA,NA
102821,"2005",99,24
102821,"2001",1331,400
102821,"1997",458,138
102821,"1998",38,13
102821,"2002",1082,308
102821,"2008",121,37
102821,"2003",700,200
102821,"2011",NA,NA
102821,"1999",1593,514
102821,"1996",169,39
102821,"2000",700,196
102821,"2004",167,51
102821,"2009",NA,NA
102834,"2003",361,126
102834,"1994",NA,NA
102834,"1995",50,14
102834,"2001",552,175
102834,"2002",191,52
102834,"1996",59,17
102834,"2007",941,292
102834,"1998",259,62
102834,"2000",1823,547
102834,"2004",437,117
102834,"2006",1568,482
102834,"2005",1186,376
102834,"1993",69,16
102834,"1999",1471,459
102839,"2002",3076,940
102839,"2001",2282,683
102839,"1999",3622,1115
102839,"2010",317,74
102839,"2008",1699,520
102839,"2005",1020,268
102839,"2004",931,267
102839,"2000",2849,847
102839,"2007",1111,308
102839,"1997",1549,495
102839,"1996",1626,469
102839,"1998",2055,621
102839,"2003",1945,575
102839,"1994",NA,NA
102839,"2006",1019,339
102839,"2009",1189,344
102839,"1995",241,78
102845,"1997",3756,1211
102845,"1995",748,273
102845,"2010",334,96
102845,"2006",2679,803
102845,"2008",2407,670
102845,"1998",3656,1127
102845,"2003",3576,1162
102845,"2005",2436,760
102845,"2007",3367,1059
102845,"1999",3014,963
102845,"2009",284,64
102845,"2002",3740,1169
102845,"1996",3100,1028
102845,"2000",2592,800
102845,"2004",3442,1061
102845,"2001",2786,808
102851,"1994",53,10
102851,"2006",49,14
102851,"2004",51,16
102851,"2000",42,14
102851,"2003",528,143
102851,"1998",178,44
102851,"2005",193,61
102851,"2001",52,17
102851,"2002",127,37
102854,"2000",2766,820
102854,"1996",2567,729
102854,"2001",3029,934
102854,"1995",1498,478
102854,"2003",2593,824
102854,"1994",132,36
102854,"1997",1784,475
102854,"2002",3046,911
102854,"1999",2450,766
102854,"2005",712,209
102854,"1998",2305,597
102854,"2004",1630,467
102856,"1996",832,260
102856,"2004",1808,541
102856,"2001",3518,1019
102856,"2003",2668,764
102856,"2002",1907,513
102856,"2007",239,56
102856,"1999",3152,949
102856,"2000",3702,1089
102856,"1997",2888,845
102856,"2006",54,15
102856,"2005",476,119
102856,"2008",128,23
102856,"1998",2797,813
102860,"2001",1416,418
102860,"1999",339,109
102860,"2006",2204,671
102860,"2000",819,252
102860,"2004",1765,500
102860,"2005",2069,649
102860,"2007",2648,832
102860,"2002",2141,677
102860,"2009",562,146
102860,"2008",1970,612
102860,"2003",2460,769
102863,"1997",69,23
102863,"2007",61,16
102863,"1995",71,17
102863,"2002",215,47
102863,"2006",208,43
102863,"2004",284,73
102863,"2000",78,26
102863,"2009",34,7
102863,"2001",266,77
102863,"1998",157,43
102863,"2003",294,70
102863,"2008",179,48
102863,"1996",63,22
102863,"1999",607,142
102863,"2005",157,35
102864,"2006",32,7
102864,"2003",57,16
102869,"1995",330,104
102869,"2003",846,291
102869,"1998",2000,601
102869,"2005",130,34
102869,"2001",1832,497
102869,"1999",1443,383
102869,"1997",1653,426
102869,"1996",1192,344
102869,"2006",119,40
102869,"2002",1051,265
102869,"2004",971,273
102869,"2000",1344,355
102869,"1994",74,27
102880,"2002",713,230
102880,"2000",1015,317
102880,"1999",36,11
102880,"2001",607,170
102880,"2003",988,284
102880,"2004",1173,318
102880,"2005",777,181
102881,"2007",5,1
102881,"1995",66,19
102881,"1993",76,24
102881,"1994",63,17
102881,"1997",130,38
102881,"2006",42,12
102881,"2008",30,6
102881,"1996",166,42
102882,"1998",2667,646
102882,"1995",1969,526
102882,"1999",2535,684
102882,"2003",2508,701
102882,"2005",900,214
102882,"1994",198,63
102882,"1997",3058,756
102882,"1996",2645,754
102882,"2004",1584,446
102882,"2000",3181,837
102882,"2001",1090,313
102882,"2006",1009,263
102882,"2002",1335,338
102885,"2006",30,6
102886,"2010",51,8
102886,"2006",87,28
102886,"2003",446,144
102886,"2012",NA,NA
102886,"2005",200,61
102886,"2004",135,33
102886,"2001",9,4
102887,"1995",NA,NA
102887,"1997",413,108
102887,"2007",NA,NA
102887,"2010",151,40
102887,"2005",146,50
102887,"1994",NA,NA
102887,"2008",80,17
102887,"2009",60,19
102887,"1996",163,49
102887,"2004",67,16
102887,"2001",663,165
102887,"1999",1366,358
102887,"1998",2078,591
102887,"2002",1420,416
102887,"2003",442,106
102887,"2000",171,49
102887,"2006",569,145
102904,"2006",165,60
102904,"2000",146,48
102904,"2001",134,28
102905,"2008",419,116
102905,"2010",430,130
102905,"2004",2237,666
102905,"2009",831,240
102905,"2001",1820,557
102905,"2002",2493,745
102905,"1999",2160,693
102905,"2007",2210,652
102905,"1998",266,81
102905,"2011",24,9
102905,"2000",2184,626
102905,"1994",38,14
102905,"2005",964,291
102905,"1996",110,35
102905,"2003",1647,500
102905,"2006",1035,319
102905,"1997",316,124
102925,"2007",483,96
102925,"2005",897,247
102925,"2004",258,69
102925,"1999",1920,533
102925,"2000",1414,381
102925,"1997",1974,524
102925,"2001",708,199
102925,"2002",531,145
102925,"1998",1399,441
102925,"2003",1231,350
102925,"2006",1490,428
102925,"1996",469,118
102925,"1995",162,33
102945,"2007",84,20
102945,"2005",53,8
102950,"2008",54,18
102950,"1996",311,120
102950,"2007",212,43
102950,"1997",848,301
102950,"1998",1788,602
102950,"2002",2406,718
102950,"2001",2284,690
102950,"2004",458,135
102950,"2005",533,184
102950,"1999",2682,919
102950,"2009",26,8
102950,"2006",1086,320
102950,"2000",2748,845
102950,"2003",2069,576
102956,"2000",39,12
102956,"1996",48,13
102956,"2002",36,11
102956,"1998",22,2
102956,"2006",13,1
102956,"2007",35,9
102956,"1999",NA,NA
102956,"2004",33,11
102956,"1995",NA,NA
102956,"2001",27,5
102965,"2006",140,31
102965,"2000",429,106
102965,"2001",482,117
102965,"2003",142,31
102965,"1999",145,41
102965,"2002",203,49
102965,"2004",175,43
102965,"1997",84,22
102965,"2005",165,41
102967,"2002",58,11
102967,"2011",165,32
102967,"2013",191,31
102967,"2009",2087,597
102967,"2006",1392,385
102967,"2004",163,48
102967,"2014",169,52
102967,"2008",2022,580
102967,"2012",69,25
102967,"2010",659,168
102967,"2005",192,55
102967,"2007",2104,567
102985,"2006",166,48
102985,"2004",66,22
102987,"2000",1298,381
102987,"2001",1117,309
102987,"2002",1972,605
102987,"1998",221,41
102987,"2007",69,12
102987,"1997",164,62
102987,"2005",87,40
102987,"2003",962,280
102987,"2006",39,6
102987,"2004",37,7
102987,"1999",279,91
102998,"2006",59,15
102998,"2003",1732,475
102998,"2001",2558,739
102998,"2007",69,13
102998,"1995",27,2
102998,"1999",2266,587
102998,"2004",2011,512
102998,"2002",2608,738
102998,"2000",2655,692
102998,"2005",648,163
102998,"1998",2525,702
102998,"1997",321,75
102999,"2003",185,62
102999,"2006",795,238
102999,"2002",942,272
102999,"2001",109,36
102999,"2007",498,159
102999,"2011",59,14
102999,"2008",150,50
102999,"2010",55,14
103007,"1996",NA,NA
103007,"2007",NA,NA
103007,"1998",28,7
103007,"2005",NA,NA
103007,"2001",39,13
103007,"2002",78,19
103007,"2008",NA,NA
103007,"1999",41,12
103007,"1997",27,6
103007,"2000",81,29
103007,"2004",39,12
103007,"2006",37,8
103007,"2003",40,10
103009,"1994",148,52
103009,"2005",672,203
103009,"2003",180,59
103009,"1998",54,11
103009,"1999",39,7
103009,"1995",98,23
103009,"2004",29,8
103009,"2006",739,193
103009,"1996",83,26
103009,"1993",24,8
103009,"1997",186,52
103009,"2002",44,9
103009,"2000",122,29
103017,"2002",1810,535
103017,"2003",1424,400
103017,"2008",1766,548
103017,"1997",1754,474
103017,"2005",2456,793
103017,"2000",2002,614
103017,"1998",2703,769
103017,"1999",3093,945
103017,"2004",2391,723
103017,"2010",196,36
103017,"2001",2223,670
103017,"1995",223,59
103017,"2007",1322,422
103017,"1996",535,145
103017,"2006",1206,424
103017,"2009",1205,334
103017,"1994",25,4
103018,"2008",307,78
103018,"2002",2320,603
103018,"1995",NA,NA
103018,"2007",1436,378
103018,"2001",2743,737
103018,"2004",2339,582
103018,"1998",124,33
103018,"2006",2466,672
103018,"1997",158,41
103018,"2003",3102,869
103018,"1996",72,13
103018,"2000",2437,688
103018,"1999",1409,395
103018,"2005",2920,831
103029,"2004",36,10
103029,"1996",NA,NA
103029,"2000",33,6
103029,"2001",21,2
103029,"2006",82,22
103029,"1997",51,19
103029,"2003",28,8
103029,"1995",31,8
103029,"1994",22,8
103029,"1998",31,10
103029,"2005",37,13
103029,"1993",NA,NA
103032,"2005",137,44
103035,"2004",160,48
103035,"2003",30,3
103035,"2006",946,276
103035,"2007",514,154
103035,"2005",387,92
