"player_id","year","bp","bp_converted"
122548,"2023",NA,NA
122548,"2021",14,5
122548,"2017",0,0
122548,"2018",8,4
122548,"2015",NA,NA
122548,"2016",8,4
122548,"2020",6,4
122548,"2019",NA,NA
122548,"2022",9,3
122554,"2024",14,6
122570,"2021",0,0
122570,"2018",3,0
122570,"2017",0,0
122570,"2016",2,1
122635,"2017",0,0
122669,"2021",36,19
122669,"2022",20,7
122669,"2015",NA,NA
122669,"2019",NA,NA
122669,"2024",12,7
122669,"2020",21,8
122669,"2018",27,5
122669,"2023",90,30
122669,"2016",NA,NA
122669,"2017",10,3
123315,"2017",1,1
123755,"2020",62,27
123755,"2018",47,22
123755,"2015",4,1
123755,"2019",43,19
123755,"2023",NA,NA
123755,"2021",NA,NA
123755,"2022",58,22
123755,"2024",161,57
123768,"2018",3,1
123768,"2013",0,0
123773,"2016",0,0
123795,"2019",1,1
123795,"2021",35,15
123795,"2018",5,2
123795,"2017",10,4
123795,"2023",NA,NA
123795,"2022",21,10
123795,"2016",13,3
123795,"2024",5,4
123795,"2020",12,5
123809,"2023",10,4
123809,"2024",15,6
123809,"2022",10,0
123828,"2016",2,0
123828,"2023",24,11
123828,"2024",43,14
123896,"2023",14,5
123921,"2017",2,0
123921,"2023",0,0
123921,"2016",18,10
123921,"2018",21,5
123921,"2015",4,0
123961,"2024",19,6
123961,"2022",NA,NA
123961,"2021",26,8
124013,"2023",6,4
124013,"2021",3,0
124014,"2023",NA,NA
124014,"2024",19,4
124014,"2017",146,45
124014,"2020",23,5
124014,"2019",15,3
124014,"2022",16,3
124014,"2016",34,11
124014,"2018",25,8
124014,"2021",47,23
124022,"2018",9,2
124023,"2017",6,1
124079,"2023",109,48
124079,"2024",293,113
124079,"2019",12,3
124079,"2021",267,114
124079,"2020",133,57
124079,"2018",16,5
124079,"2022",358,126
124116,"2018",7,4
124116,"2021",17,8
124116,"2022",19,7
124116,"2023",139,60
124116,"2024",245,103
124116,"2017",68,22
124116,"2020",18,10
124116,"2019",5,1
124186,"2017",16,7
124186,"2019",8,3
124186,"2024",268,106
124186,"2021",23,14
124186,"2023",126,52
124187,"2019",229,65
124187,"2024",65,19
124187,"2016",38,9
124187,"2018",24,5
124187,"2022",163,50
124187,"2020",86,33
124187,"2021",92,43
124187,"2017",46,12
125802,"2019",NA,NA
125802,"2022",303,128
125802,"2017",38,17
125802,"2018",65,26
125802,"2020",56,18
125802,"2021",NA,NA
125802,"2023",202,77
125802,"2016",85,42
125803,"2016",14,4
126094,"2019",457,167
126094,"2016",33,15
126094,"2021",NA,NA
126094,"2014",1,0
126094,"2018",213,92
126094,"2017",294,126
126094,"2023",666,260
126094,"2020",405,180
126094,"2015",NA,NA
126094,"2024",368,147
126094,"2022",531,209
126102,"2018",15,3
126106,"2022",61,22
126106,"2023",18,4
126120,"2020",1,1
126120,"2016",1,0
126120,"2018",3,2
126120,"2019",7,4
126120,"2023",3,0
126120,"2021",6,3
126125,"2019",34,6
126125,"2018",10,0
126125,"2020",8,3
126125,"2024",5,1
126127,"2017",18,6
126127,"2022",166,68
126127,"2021",61,24
126127,"2024",72,26
126127,"2018",8,4
126127,"2023",142,52
126127,"2020",26,15
126128,"2017",0,0
126128,"2023",232,103
126128,"2021",63,26
126128,"2024",313,115
126128,"2022",71,28
126128,"2020",17,6
126129,"2023",18,2
126129,"2024",66,19
126143,"2016",5,1
126149,"2021",230,91
126149,"2020",79,29
126149,"2017",7,3
126149,"2022",19,8
126149,"2019",14,6
126152,"2015",6,1
126156,"2018",5,2
126156,"2021",33,15
126156,"2020",6,4
126156,"2019",94,38
126174,"2018",21,11
126177,"2024",3,0
126177,"2023",4,1
126185,"2021",2,0
126185,"2017",6,1
126190,"2022",NA,NA
126190,"2016",43,23
126190,"2019",NA,NA
126190,"2018",11,4
126190,"2021",16,7
126190,"2020",4,1
126197,"2021",3,2
126197,"2017",3,0
126203,"2020",234,76
126203,"2016",237,83
126203,"2024",501,196
126203,"2017",181,69
126203,"2022",NA,NA
126203,"2019",NA,NA
126203,"2021",398,153
126203,"2015",10,4
126203,"2018",287,106
126203,"2023",340,164
126204,"2019",9,2
126204,"2015",NA,NA
126204,"2018",12,8
126204,"2021",4,2
126204,"2020",33,10
126204,"2022",NA,NA
126204,"2017",12,2
126205,"2024",536,222
126205,"2023",187,56
126205,"2015",7,3
126205,"2022",NA,NA
126205,"2017",82,26
126205,"2021",193,87
126205,"2019",32,16
126205,"2016",31,14
126205,"2020",207,89
126205,"2018",24,7
126206,"2023",6,1
126207,"2022",NA,NA
126207,"2014",3,1
126207,"2017",64,30
126207,"2021",NA,NA
126207,"2015",34,9
126207,"2019",327,125
126207,"2024",406,143
126207,"2018",201,88
126207,"2023",416,160
126207,"2020",145,56
126207,"2016",48,18
126208,"2017",10,4
126214,"2021",19,9
126214,"2022",NA,NA
126214,"2024",125,37
126214,"2023",48,15
126214,"2020",37,14
126237,"2022",9,4
126237,"2019",7,4
126239,"2021",220,90
126239,"2022",145,61
126239,"2020",9,0
126239,"2024",181,64
126239,"2023",176,66
126283,"2023",0,0
126283,"2022",3,1
126340,"2014",NA,NA
126340,"2024",8,3
126340,"2018",1,1
126340,"2023",NA,NA
126340,"2022",5,2
126340,"2020",10,6
126340,"2016",12,3
126340,"2017",12,3
126340,"2021",18,7
126340,"2019",NA,NA
126409,"2024",53,21
126409,"2021",9,4
126409,"2023",28,10
126409,"2022",61,23
126504,"2020",10,5
126504,"2024",5,2
126523,"2022",163,83
126523,"2024",44,17
126523,"2019",15,9
126523,"2018",12,6
126523,"2021",119,45
126523,"2023",318,134
126526,"2018",6,3
126526,"2017",26,11
126530,"2018",31,7
126533,"2023",1,0
126535,"2022",85,41
126535,"2018",9,2
126535,"2023",0,0
126535,"2021",116,49
126535,"2024",9,5
126535,"2020",20,7
126555,"2020",12,6
126555,"2019",NA,NA
126555,"2023",24,6
126555,"2021",4,1
126555,"2024",8,2
126555,"2022",11,2
126573,"2021",0,0
126591,"2022",0,0
126609,"2019",NA,NA
126609,"2020",6,2
126609,"2017",0,0
126609,"2021",3,0
126610,"2023",84,34
126610,"2024",262,103
126610,"2018",245,77
126610,"2020",134,42
126610,"2017",0,0
126610,"2021",NA,NA
126610,"2022",43,14
126610,"2019",408,152
126612,"2020",20,8
126613,"2018",10,4
126623,"2021",8,5
126627,"2021",1,1
126627,"2016",3,0
126627,"2022",15,6
126646,"2016",4,1
126646,"2024",2,1
126646,"2023",3,1
126646,"2022",90,34
126646,"2015",NA,NA
126652,"2021",14,2
126652,"2019",22,8
126652,"2018",16,7
126652,"2022",5,2
126663,"2020",7,3
126663,"2022",4,3
126689,"2017",3,0
126689,"2016",2,1
126762,"2023",NA,NA
126762,"2022",2,1
126762,"2024",11,7
126774,"2019",145,35
126774,"2021",NA,NA
126774,"2024",436,181
126774,"2018",437,177
126774,"2017",63,21
126774,"2022",NA,NA
126774,"2020",77,21
126774,"2023",NA,NA
126845,"2020",6,2
126845,"2021",NA,NA
126845,"2018",1,1
126845,"2022",12,8
126845,"2024",182,58
126845,"2023",180,70
126846,"2020",11,1
126846,"2021",30,12
126846,"2024",257,94
126846,"2018",5,1
126846,"2023",146,55
126846,"2022",64,20
126939,"2018",7,5
126939,"2019",NA,NA
126939,"2024",19,6
126939,"2023",NA,NA
126939,"2021",4,2
126952,"2022",NA,NA
126952,"2020",112,44
126952,"2019",51,17
126952,"2021",170,71
126952,"2024",36,13
126952,"2018",10,4
126952,"2023",NA,NA
126952,"2017",14,4
126964,"2020",6,4
126964,"2022",3,1
126964,"2021",4,1
126964,"2023",9,2
126964,"2024",NA,NA
127123,"2023",4,2
127143,"2020",3,0
127143,"2017",33,17
127143,"2018",13,8
127157,"2019",2,1
127157,"2023",NA,NA
127157,"2020",50,18
127157,"2024",211,78
127157,"2022",151,50
127157,"2021",98,44
127157,"2017",20,7
127195,"2024",3,0
127300,"2016",8,4
127300,"2019",NA,NA
127300,"2018",18,9
127339,"2018",3,0
127339,"2022",NA,NA
127339,"2020",14,4
127339,"2021",31,13
127339,"2023",43,11
127339,"2024",12,3
127339,"2019",3,1
127760,"2022",14,4
127760,"2023",NA,NA
127760,"2024",141,44
127760,"2021",11,5
128034,"2018",64,16
128034,"2019",272,105
128034,"2023",460,162
128034,"2016",35,13
128034,"2020",201,84
128034,"2017",24,9
128034,"2022",382,145
128034,"2024",377,138
128034,"2021",NA,NA
131905,"2022",73,29
131905,"2024",0,0
131934,"2023",47,22
131934,"2022",4,1
131934,"2024",48,19
131934,"2021",6,4
131951,"2021",9,4
131951,"2022",NA,NA
131951,"2023",NA,NA
131951,"2019",NA,NA
131951,"2020",4,3
131951,"2017",1,0
131951,"2024",1,1
132028,"2017",2,0
132040,"2017",15,5
132283,"2018",66,22
132283,"2022",143,52
132283,"2016",12,4
132283,"2024",120,30
132283,"2020",147,56
132283,"2021",NA,NA
132283,"2019",232,77
132283,"2023",319,126
132482,"2018",11,3
132686,"2022",33,9
132686,"2021",12,4
132686,"2024",332,126
132686,"2023",NA,NA
133018,"2022",11,4
133018,"2020",8,2
133018,"2023",1,0
133018,"2021",18,6
133297,"2022",27,15
133297,"2021",16,9
133297,"2018",26,14
133297,"2019",4,0
133297,"2024",35,8
133297,"2023",134,38
133430,"2023",194,79
133430,"2017",95,40
133430,"2019",NA,NA
133430,"2024",320,125
133430,"2022",NA,NA
133430,"2020",283,103
133430,"2016",25,8
133430,"2018",409,163
133430,"2021",NA,NA
133835,"2024",37,13
133835,"2023",98,29
133835,"2022",36,14
133933,"2024",34,10
133975,"2024",36,18
133975,"2023",NA,NA
133975,"2019",NA,NA
133975,"2022",NA,NA
133975,"2020",15,10
133975,"2021",2,0
133975,"2018",38,16
133979,"2020",6,2
134087,"2021",7,4
134087,"2022",1,1
134120,"2017",6,2
134120,"2018",1,0
134120,"2016",18,11
134217,"2018",13,6
134457,"2024",62,19
134457,"2023",5,2
134472,"2016",16,8
134472,"2022",32,12
134472,"2017",6,3
134472,"2023",3,0
134507,"2016",4,0
134518,"2023",0,0
134770,"2022",98,29
134770,"2019",72,23
134770,"2017",96,36
134770,"2023",463,177
134770,"2024",NA,NA
134770,"2020",279,99
134770,"2016",16,6
134770,"2021",NA,NA
134770,"2018",100,41
134840,"2021",6,2
134854,"2016",4,1
134868,"2020",7,2
134868,"2024",318,118
134868,"2021",47,17
134868,"2023",NA,NA
134868,"2019",17,8
134868,"2018",9,4
134868,"2017",3,1
134868,"2022",NA,NA
136440,"2024",238,84
136440,"2019",64,25
136440,"2017",1,0
136440,"2021",NA,NA
136440,"2022",84,35
136440,"2020",118,51
136440,"2018",16,4
136440,"2023",74,31
136704,"2016",1,1
137018,"2017",16,7
137018,"2016",10,3
137018,"2019",NA,NA
138431,"2018",1,0
138845,"2018",12,4
138846,"2017",28,15
138846,"2023",NA,NA
138846,"2024",5,2
138846,"2018",10,5
138846,"2022",10,4
144642,"2022",1,0
144642,"2021",NA,NA
144642,"2017",5,1
144642,"2024",25,10
144642,"2020",22,6
144642,"2023",46,16
144645,"2022",15,8
144645,"2018",7,1
144652,"2022",14,2
144681,"2024",9,2
144684,"2024",14,10
144684,"2022",116,35
144684,"2021",111,45
144684,"2023",NA,NA
144707,"2019",28,7
144707,"2015",6,3
144707,"2023",96,34
144707,"2022",NA,NA
144707,"2021",330,137
144707,"2018",59,22
144707,"2020",84,41
144707,"2016",14,6
144707,"2017",76,28
144719,"2024",319,120
144719,"2021",259,92
144719,"2016",1,1
144719,"2023",241,101
144719,"2018",184,69
144719,"2020",107,36
144719,"2015",6,3
144719,"2019",279,99
144719,"2022",370,134
144719,"2017",7,3
144747,"2016",4,0
144747,"2024",1,0
144750,"2019",40,15
144750,"2018",35,15
144750,"2024",36,7
144750,"2022",71,26
144750,"2023",100,27
144750,"2020",145,54
144750,"2017",63,31
144750,"2016",32,17
144750,"2021",217,103
144760,"2016",2,1
144760,"2018",14,5
144760,"2017",12,4
144760,"2019",NA,NA
144773,"2016",7,1
144773,"2014",NA,NA
144773,"2017",3,1
144797,"2016",19,6
144813,"2017",7,3
144813,"2016",15,6
144814,"2017",12,4
144814,"2022",NA,NA
144814,"2016",4,2
144814,"2024",11,4
144817,"2024",19,6
144817,"2020",46,17
144817,"2018",30,12
144817,"2021",10,4
144817,"2022",NA,NA
144817,"2019",4,1
144817,"2023",102,41
144821,"2023",34,12
144826,"2021",31,13
144826,"2024",25,12
144826,"2020",NA,NA
144826,"2023",NA,NA
144826,"2018",4,2
144826,"2022",NA,NA
144826,"2017",19,6
144854,"2017",10,3
144854,"2016",4,1
144854,"2015",NA,NA
144869,"2021",23,7
144869,"2024",443,166
144869,"2022",82,30
144869,"2023",138,38
144870,"2024",20,5
144895,"2020",93,37
144895,"2022",198,79
144895,"2024",NA,NA
144895,"2021",197,74
144895,"2019",124,55
144895,"2023",180,58
144895,"2018",92,33
144896,"2016",2,1
144909,"2024",1,0
144923,"2016",15,5
144923,"2023",2,1
144940,"2017",0,0
144940,"2021",2,1
144946,"2019",0,0
144949,"2017",11,8
144949,"2024",0,0
144949,"2023",NA,NA
144949,"2022",1,0
144972,"2023",12,4
144972,"2017",3,0
144972,"2022",19,7
144973,"2022",9,7
144984,"2019",4,2
144985,"2023",NA,NA
144985,"2021",7,4
144985,"2019",6,4
145001,"2022",6,5
145003,"2017",2,0
1100000,"2019",97,32
1100000,"2020",271,94
1100000,"2018",107,41
1100000,"2022",NA,NA
1100000,"2021",325,130
1100000,"2023",193,65
1100000,"2024",86,28
1100005,"2018",23,11
1100005,"2023",NA,NA
1100005,"2019",122,36
1100005,"2024",321,132
1100005,"2020",251,88
1100005,"2021",NA,NA
1100005,"2022",192,70
1100008,"2022",13,5
1100008,"2023",25,7
1100031,"2017",20,8
1100031,"2023",NA,NA
1100031,"2018",1,1
1100031,"2022",NA,NA
1100031,"2016",2,1
1100031,"2021",8,3
1100031,"2019",1,1
1100045,"2017",9,3
1100045,"2023",NA,NA
1100045,"2024",2,0
1100045,"2018",2,1
1100059,"2017",27,9
1100059,"2024",21,8
1100059,"2019",1,0
1100059,"2022",34,11
1100059,"2023",161,68
1100059,"2018",41,15
1100075,"2018",7,2
1100075,"2023",NA,NA
1100075,"2021",3,0
1100075,"2017",3,1
1100075,"2024",3,0
1100075,"2022",3,0
1100080,"2016",28,7
1100095,"2022",6,2
1100095,"2021",24,7
1100095,"2019",29,13
1100095,"2018",13,4
1100095,"2017",3,2
1100096,"2022",12,5
1100096,"2023",5,3
1100116,"2023",10,5
1100116,"2022",19,8
1100116,"2024",40,24
1100125,"2017",0,0
1100175,"2024",137,44
1100175,"2023",160,57
1100175,"2021",NA,NA
1100175,"2022",NA,NA
1100175,"2019",259,101
1100175,"2020",194,78
1100175,"2018",11,6
1100188,"2023",1,0
1100188,"2024",7,1
1100218,"2023",13,7
1100218,"2019",8,6
1100218,"2024",NA,NA
1100218,"2018",18,3
1100221,"2019",75,33
1100221,"2021",NA,NA
1100221,"2022",419,169
1100221,"2024",155,52
1100221,"2023",401,180
1100221,"2020",221,91
1100240,"2024",34,18
1100240,"2021",35,16
1100240,"2022",31,15
1100247,"2016",15,4
1100247,"2022",5,1
1100247,"2023",4,2
1100247,"2020",NA,NA
1100247,"2021",1,0
1100247,"2017",7,2
1100247,"2019",NA,NA
1100259,"2024",25,10
1100265,"2020",9,3
1100266,"2024",4,1
1100267,"2022",8,4
1100267,"2021",18,9
1100267,"2020",12,6
1100267,"2023",NA,NA
1100267,"2024",264,92
1100274,"2018",1,1
1100274,"2016",2,1
1100274,"2015",NA,NA
1100277,"2024",14,4
1100282,"2020",184,79
1100282,"2018",NA,NA
1100282,"2023",127,35
1100282,"2021",354,149
1100282,"2019",85,20
1100282,"2022",NA,NA
1100282,"2017",37,11
1100282,"2024",NA,NA
1100297,"2021",11,5
1100303,"2022",44,18
1100303,"2020",8,2
1100303,"2024",263,108
1100303,"2021",8,3
1100303,"2023",162,68
1100307,"2023",4,1
1100310,"2021",0,0
1100318,"2023",62,17
1100318,"2024",5,2
1100325,"2020",121,46
1100325,"2019",NA,NA
1100325,"2022",160,50
1100325,"2018",41,19
1100325,"2021",331,130
1100325,"2023",130,35
1100325,"2024",124,48
1100325,"2017",9,2
1100335,"2022",NA,NA
1100335,"2023",56,18
1100335,"2020",1,1
1100335,"2021",10,5
1100335,"2024",20,7
1100336,"2021",2,1
1100343,"2019",1,0
1100368,"2019",3,0
1100374,"2022",19,10
1100384,"2023",80,32
1100384,"2020",74,28
1100384,"2018",0,0
1100384,"2022",194,78
1100384,"2024",218,82
1100384,"2021",147,58
1100390,"2021",13,2
1100390,"2020",4,0
1100390,"2023",5,0
1100390,"2022",6,1
1100401,"2018",5,1
1100416,"2024",2,0
1100416,"2021",24,9
1100416,"2017",7,2
1100416,"2023",NA,NA
1100418,"2023",7,0
1100418,"2024",8,1
1100436,"2018",49,14
1100436,"2022",NA,NA
1100436,"2021",49,16
1100436,"2023",4,2
1100436,"2019",10,3
1100436,"2024",NA,NA
1100443,"2024",79,25
1100483,"2018",8,2
1100484,"2021",5,0
1100484,"2024",15,8
1100484,"2023",2,1
1100484,"2017",3,1
1100484,"2018",23,7
1100484,"2019",36,10
1100514,"2021",28,12
1100514,"2019",9,0
1100514,"2024",24,3
1100514,"2020",35,19
1100514,"2018",11,4
1100514,"2022",NA,NA
1100514,"2023",37,12
1100516,"2017",8,3
1100516,"2023",9,5
1100516,"2024",28,9
1100525,"2016",6,0
1100553,"2019",14,8
1100572,"2017",1,1
1100572,"2021",18,6
1100572,"2024",20,7
1100572,"2022",NA,NA
1100583,"2022",8,2
1100587,"2022",32,15
1100587,"2023",20,8
1100587,"2024",3,1
1100589,"2021",1,1
1100611,"2022",6,0
1100611,"2020",5,0
1100611,"2019",21,8
1100611,"2018",11,3
1100611,"2023",3,2
1100611,"2024",16,7
1100615,"2022",138,36
1100615,"2019",176,60
1100615,"2021",269,94
1100615,"2023",128,36
1100615,"2018",26,8
1100615,"2020",29,10
1100615,"2024",219,90
1100618,"2016",2,0
1100618,"2017",3,1
1100619,"2018",5,1
1100619,"2016",17,8
1100620,"2016",10,5
1100620,"2018",10,5
1100620,"2020",NA,NA
1100621,"2017",15,5
1100621,"2016",3,2
1100622,"2023",NA,NA
1100622,"2021",6,4
1100622,"2016",4,2
1100624,"2024",89,26
1100624,"2022",443,183
1100624,"2023",176,82
1100624,"2018",7,3
1100624,"2020",61,25
1100624,"2021",360,141
1100670,"2020",32,16
1100670,"2023",302,127
1100670,"2022",184,72
1100670,"2021",17,4
1100670,"2024",54,14
1100672,"2024",5,3
1100672,"2022",10,3
1100672,"2023",NA,NA
1100677,"2022",6,2
1100702,"2024",21,4
1100711,"2023",NA,NA
1100711,"2018",2,1
1100711,"2022",15,8
1100711,"2024",7,4
1100711,"2021",12,2
1100748,"2024",16,8
1102058,"2023",32,12
1102058,"2024",73,24
1102058,"2021",6,2
1102065,"2020",NA,NA
1102065,"2021",1,0
1102065,"2022",13,6
1102065,"2024",0,0
1102075,"2024",11,3
1102090,"2020",0,0
1102090,"2021",14,7
1102090,"2019",7,4
1102090,"2018",4,3
1102103,"2023",158,55
1102103,"2019",6,3
1102103,"2021",51,23
1102103,"2024",475,206
1102103,"2020",5,4
1102103,"2022",207,95
1102104,"2022",247,114
1102104,"2021",36,13
1102104,"2024",469,188
1102104,"2023",146,50
1102122,"2021",6,5
1102122,"2022",5,1
1102130,"2018",2,0
1102168,"2023",5,0
1102195,"2022",238,95
1102195,"2024",22,8
1102195,"2023",120,37
1102195,"2021",76,26
1102195,"2020",10,5
1102197,"2022",0,0
1102210,"2018",6,5
1102219,"2017",3,1
1102219,"2016",4,2
1102235,"2023",6,2
1102260,"2024",23,11
1102260,"2022",0,0
1102261,"2024",76,30
1102261,"2020",10,8
1102261,"2022",6,2
1102261,"2023",32,9
1102261,"2021",8,1
1102269,"2021",9,4
1102320,"2022",1,1
1102320,"2024",3,1
1102320,"2023",23,5
1102358,"2020",11,4
1102358,"2022",96,25
1102358,"2023",23,7
1102358,"2024",7,5
1102358,"2018",12,8
1102358,"2019",6,2
1102359,"2016",3,0
1102382,"2017",23,3
1102382,"2018",0,0
1102385,"2023",53,25
1102385,"2018",2,1
1102385,"2021",185,72
1102385,"2022",100,33
1102385,"2019",24,13
1102398,"2021",2,2
1102400,"2021",10,2
1102400,"2022",17,6
1102400,"2019",6,1
1105734,"2020",83,27
1105734,"2022",16,4
1105734,"2018",5,1
1105734,"2019",36,10
1105734,"2021",34,12
1105734,"2024",233,98
1105734,"2023",38,10
1106000,"2018",0,0
1106470,"2024",21,8
1106499,"2022",28,12
1106499,"2024",167,54
1106499,"2023",54,18
1106589,"2022",2,0
1106589,"2024",7,4
1106642,"2018",0,0
1106681,"2023",108,45
1106681,"2024",203,88
1106681,"2021",0,0
1106703,"2019",5,3
1106703,"2024",51,19
1106703,"2022",27,5
1106748,"2020",3,1
1106748,"2022",47,13
1106748,"2023",35,14
1106748,"2021",7,5
1106748,"2024",57,21
1106768,"2018",2,0
1106889,"2023",4,2
1106909,"2020",27,13
1106909,"2022",347,133
1106909,"2021",178,76
1106909,"2023",215,62
1106909,"2024",91,19
1107132,"2024",1,1
1107132,"2023",NA,NA
1107132,"2022",5,1
1107176,"2018",0,0
1107182,"2021",5,3
1107182,"2022",22,7
1107182,"2023",17,5
1107182,"2019",0,0
1107182,"2024",21,8
1107213,"2023",9,3
1107213,"2024",25,9
1107213,"2021",14,7
1107213,"2022",11,4
1107352,"2022",NA,NA
1107352,"2024",92,37
1107352,"2023",7,4
1107386,"2021",5,2
1107400,"2018",2,1
1107411,"2023",4,1
1107411,"2022",9,2
1107411,"2024",31,19
1107415,"2018",3,3
1107415,"2023",5,0
1107421,"2018",4,1
1107479,"2018",3,1
1107494,"2023",43,19
1107494,"2024",14,6
1107518,"2024",160,45
1107518,"2020",47,23
1107518,"2022",NA,NA
1107518,"2021",205,83
1107518,"2023",122,39
1107531,"2022",0,0
1107608,"2023",18,6
1107608,"2024",44,18
1107608,"2021",9,6
1107608,"2020",1,1
1107608,"2022",9,3
1107663,"2024",11,4
1107678,"2022",38,17
1107678,"2023",119,43
1107678,"2024",18,8
1107678,"2021",95,38
1107680,"2021",7,3
1107680,"2023",50,18
1107680,"2020",7,2
1107680,"2024",245,98
1107681,"2024",69,26
1107686,"2022",11,4
1107686,"2024",NA,NA
1107686,"2023",206,85
1107733,"2022",217,88
1107733,"2021",20,6
1107733,"2023",204,93
1107733,"2024",446,189
1107738,"2020",4,0
1107738,"2021",0,0
1107738,"2018",5,2
1107785,"2023",19,8
1107788,"2024",3,0
1107794,"2024",3,1
1107794,"2023",1,1
1107799,"2023",NA,NA
1107799,"2022",11,5
1107799,"2021",9,6
1107826,"2021",5,2
1107830,"2024",267,136
1107830,"2022",32,11
1107830,"2023",59,19
1107830,"2020",14,9
1107830,"2021",NA,NA
1107834,"2022",20,9
1107836,"2022",NA,NA
1107836,"2021",0,0
1107836,"2018",5,1
1107839,"2024",0,0
1107925,"2023",81,33
1107925,"2021",16,8
1107925,"2022",22,8
1107925,"2024",425,170
1107971,"2018",3,0
1107972,"2018",7,3
1107985,"2024",31,10
1107989,"2024",593,249
1107989,"2020",33,8
1107989,"2023",720,288
1107989,"2021",425,186
1107989,"2022",NA,NA
1108004,"2024",55,22
1108004,"2020",12,4
1108004,"2023",40,14
1108010,"2023",17,6
1108010,"2024",40,13
1108013,"2023",8,4
1108013,"2024",10,4
1108013,"2021",12,4
1108014,"2023",194,68
1108014,"2022",9,5
1108014,"2024",96,31
1108021,"2024",6,1
1108028,"2018",10,2
1108028,"2021",2,1
1108029,"2021",132,55
1108029,"2023",NA,NA
1108029,"2020",NA,NA
1108029,"2018",6,4
1108029,"2019",NA,NA
1108029,"2024",88,27
1108029,"2022",127,47
1108057,"2022",3,1
1108103,"2023",117,28
1108103,"2019",7,2
1108103,"2022",102,39
1108103,"2024",299,107
1108103,"2021",6,2
1108108,"2020",3,2
1108117,"2024",0,0
1108118,"2024",18,9
1108118,"2023",2,1
1108122,"2021",3,1
1108134,"2020",5,2
1108134,"2022",27,7
1108134,"2024",87,33
1108134,"2023",51,14
1108144,"2024",11,7
1108169,"2024",10,5
1108169,"2023",24,7
1108230,"2021",14,3
1108230,"2023",29,12
1108230,"2024",22,8
1108230,"2019",5,2
1108233,"2024",82,26
1108233,"2023",15,3
1108260,"2021",20,6
1108260,"2023",32,7
1108260,"2022",7,3
1108260,"2024",83,32
1108260,"2019",16,7
1108278,"2021",10,4
1108278,"2022",NA,NA
1108278,"2023",20,7
1108278,"2024",45,11
1108279,"2024",9,5
1108286,"2022",26,6
1108286,"2024",395,158
1108286,"2023",228,89
1108300,"2023",21,7
1108300,"2024",4,0
1108317,"2021",2,0
1108353,"2022",4,1
1108363,"2024",324,141
1108364,"2023",NA,NA
1108364,"2020",3,1
1108364,"2024",37,18
1108367,"2021",2,0
1108414,"2022",8,3
1108485,"2023",2,1
1108485,"2024",23,6
1108485,"2022",NA,NA
1108502,"2023",135,42
1108502,"2022",63,20
1108502,"2021",52,19
1108502,"2024",64,14
1108597,"2024",3,1
1108659,"2024",17,7
1108659,"2023",25,8
1108819,"2022",12,4
1108819,"2024",7,3
1108819,"2023",9,3
1108843,"2021",7,6
1108843,"2024",1,0
1108852,"2024",1,1
1108852,"2023",9,4
1108859,"2024",22,7
1108859,"2022",23,9
1108859,"2023",30,14
1108882,"2024",25,12
1109070,"2023",11,2
1109070,"2024",147,59
1109070,"2021",21,7
1109098,"2023",25,9
1109098,"2024",105,34
1109098,"2021",0,0
1109098,"2022",5,4
1109113,"2022",NA,NA
1109113,"2024",138,50
1109113,"2023",33,15
1109147,"2024",7,3
1109147,"2023",NA,NA
1109147,"2021",9,2
1109209,"2023",37,14
1109209,"2022",4,0
1109209,"2024",28,13
1109225,"2024",1,1
1109225,"2020",NA,NA
1109225,"2021",12,6
1109259,"2024",14,7
1109259,"2023",4,2
1109260,"2024",108,31
1109260,"2023",10,3
1109262,"2024",37,14
1109262,"2021",5,2
1109263,"2024",13,5
1109279,"2024",65,25
1109279,"2023",13,8
1109318,"2024",27,6
1109354,"2024",14,6
1109362,"2024",9,4
1109362,"2022",16,2
1109405,"2023",14,4
1109405,"2024",1,0
1109406,"2023",73,26
1109406,"2024",7,3
1109414,"2023",226,79
1109414,"2022",16,4
1109414,"2024",180,65
1109857,"2023",26,8
1109857,"2024",17,5
1109857,"2022",10,4
1109857,"2021",2,0
1109863,"2023",27,9
1109863,"2021",1,0
1109863,"2024",1,1
1109863,"2022",5,3
1109867,"2020",2,0
1109867,"2021",9,7
1109868,"2024",20,9
1109868,"2020",3,1
1109868,"2021",4,0
1109868,"2023",NA,NA
1109868,"2022",NA,NA
1109890,"2022",13,3
1109890,"2024",3,1
1109903,"2021",10,3
1109903,"2024",0,0
1109916,"2024",4,2
1109916,"2022",4,0
1109916,"2021",7,2
1109916,"2023",2,1
1109920,"2024",8,1
1109931,"2024",1,1
1109943,"2024",10,4
1109950,"2024",413,161
1109950,"2022",6,2
1109950,"2023",72,18
1109964,"2024",9,4
1109976,"2023",42,20
1109976,"2022",5,3
1109976,"2024",18,8
1109992,"2022",16,6
1109992,"2024",230,85
1109992,"2023",79,33
1110012,"2024",14,6
1110012,"2023",6,1
1110025,"2024",0,0
1110039,"2024",1,1
1110053,"2024",6,1
1110097,"2024",398,138
1110097,"2023",274,114
1110097,"2022",29,11
1110107,"2021",15,7
1110107,"2022",3,0
1110107,"2023",NA,NA
1110136,"2022",NA,NA
1110136,"2024",26,6
1110136,"2023",10,2
1110150,"2023",25,11
1110150,"2024",285,113
1110202,"2023",2,0
1110202,"2022",2,0
1110202,"2024",25,10
1110249,"2024",1,1
1110250,"2021",4,1
1110274,"2022",4,2
