"","player_id","year","second_won","second_serve"
"13235",111578,"2016",47,80
"13236",111578,"2013",26,58
"13237",111581,"2020",30,52
"13238",111581,"2019",21,41
"13239",111581,"2016",37,66
"13240",111581,"2022",7,10
"13241",111581,"2018",91,159
"13242",111581,"2017",44,80
"13243",111581,"2021",25,54
"13244",111581,"2024",51,88
"13245",111581,"2023",131,273
"13246",111581,"2022",NA,NA
"13247",111581,"2021",48,93
"13248",111581,"2020",44,97
"13249",111581,"2024",30,57
"13250",111581,"2023",243,397
"13251",111581,"2018",99,187
"13252",111751,"2014",NA,NA
"13253",111751,"2013",NA,NA
"13254",111761,"2018",30,54
"13255",111761,"2024",18,25
"13256",111761,"2018",6,16
"13257",111761,"2020",NA,NA
"13258",111761,"2015",NA,NA
"13259",111761,"2023",10,21
"13260",111761,"2021",18,32
"13261",111761,"2019",NA,NA
"13262",111781,"2016",15,36
"13263",111781,"2014",NA,NA
"13264",111781,"2015",NA,NA
"13265",111790,"2014",12,25
"13266",111790,"2020",8,23
"13267",111790,"2021",73,120
"13268",111790,"2022",7,13
"13269",111790,"2019",47,93
"13270",111790,"2017",68,114
"13271",111790,"2019",104,203
"13272",111790,"2018",11,26
"13273",111794,"2018",41,63
"13274",111794,"2015",NA,NA
"13275",111794,"2020",71,148
"13276",111794,"2018",NA,NA
"13277",111794,"2022",NA,NA
"13278",111794,"2022",253,490
"13279",111794,"2019",87,127
"13280",111794,"2016",30,67
"13281",111794,"2024",NA,NA
"13282",111794,"2021",NA,NA
"13283",111794,"2017",NA,NA
"13284",111794,"2019",104,195
"13285",111794,"2024",9,14
"13286",111794,"2016",28,44
"13287",111795,"2019",18,32
"13288",111795,"2018",27,39
"13289",111797,"2019",341,628
"13290",111797,"2023",NA,NA
"13291",111797,"2015",44,60
"13292",111797,"2013",NA,NA
"13293",111797,"2015",NA,NA
"13294",111797,"2018",369,675
"13295",111797,"2017",69,135
"13296",111797,"2024",302,506
"13297",111797,"2017",33,55
"13298",111797,"2022",NA,NA
"13299",111797,"2020",36,72
"13300",111797,"2018",NA,NA
"13301",111797,"2019",268,443
"13302",111797,"2021",49,81
"13303",111797,"2024",358,705
"13304",111797,"2021",24,38
"13305",111797,"2016",55,111
"13306",111805,"2016",24,55
"13307",111805,"2024",NA,NA
"13308",111805,"2024",57,105
"13309",111805,"2023",NA,NA
"13310",111805,"2022",NA,NA
"13311",111805,"2018",21,35
"13312",111805,"2015",NA,NA
"13313",111805,"2016",22,39
"13314",111806,"2024",15,25
"13315",111806,"2023",NA,NA
"13316",111815,"2017",38,55
"13317",111815,"2024",NA,NA
"13318",111815,"2017",53,97
"13319",111815,"2018",237,402
"13320",111815,"2019",311,593
"13321",111815,"2019",268,449
"13322",111815,"2024",334,547
"13323",111815,"2023",351,656
"13324",111815,"2021",322,621
"13325",111815,"2020",185,327
"13326",111815,"2020",143,231
"13327",111815,"2018",304,590
"13328",111815,"2023",548,924
"13329",111815,"2022",NA,NA
"13330",111815,"2021",639,1090
"13331",117352,"2016",9,21
"13332",117353,"2019",19,31
"13333",117353,"2017",32,63
"13334",117353,"2019",17,24
"13335",117356,"2022",17,29
"13336",117356,"2024",NA,NA
"13337",117356,"2022",NA,NA
"13338",117356,"2020",17,32
"13339",117356,"2017",32,67
"13340",117356,"2017",86,170
"13341",117356,"2020",33,62
"13342",117356,"2021",39,69
"13343",117356,"2023",11,20
"13344",117356,"2023",NA,NA
"13345",117356,"2018",49,100
"13346",117356,"2019",NA,NA
"13347",117356,"2021",7,12
"13348",117356,"2015",NA,NA
"13349",117356,"2016",43,89
"13350",117356,"2016",30,55
"13351",117357,"2014",15,28
"13352",117357,"2024",21,33
"13353",117357,"2016",19,34
"13354",117357,"2017",9,22
"13355",117357,"2016",10,21
"13356",117358,"2021",12,19
"13357",117358,"2021",16,22
"13358",117360,"2024",28,56
"13359",117360,"2017",39,77
"13360",117360,"2019",44,79
"13361",117360,"2021",27,46
"13362",117360,"2020",79,144
"13363",117360,"2020",39,79
"13364",117360,"2019",8,17
"13365",117360,"2023",5,9
"13366",117360,"2023",6,14
"13367",117360,"2021",92,174
"13368",117361,"2017",19,31
"13369",117361,"2016",26,47
"13370",117361,"2017",87,155
"13371",117365,"2023",NA,NA
"13372",117365,"2014",NA,NA
"13373",117365,"2024",12,24
"13374",117365,"2022",13,26
"13375",117365,"2022",17,33
"13376",117365,"2013",NA,NA
"13377",117365,"2017",61,122
"13378",118053,"2014",NA,NA
"13379",118591,"2015",NA,NA
"13380",118591,"2014",NA,NA
"13381",118808,"2024",12,13
"13382",118808,"2024",19,32
"13383",118808,"2023",NA,NA
"13384",119506,"2013",NA,NA
"13385",119511,"2013",NA,NA
"13386",120270,"2021",7,14
"13387",120401,"2016",18,30
"13388",120401,"2015",NA,NA
"13389",120401,"2016",53,69
"13390",120424,"2020",23,34
"13391",120424,"2017",23,44
"13392",120424,"2017",11,29
"13393",120424,"2019",86,171
"13394",120424,"2018",114,221
"13395",120424,"2016",15,30
"13396",120424,"2019",64,111
"13397",120424,"2018",83,135
"13398",120792,"2015",NA,NA
"13399",120792,"2017",NA,NA
"13400",120792,"2018",16,31
"13401",120798,"2016",34,55
"13402",120798,"2016",9,18
"13403",121331,"2015",NA,NA
"13404",121366,"2016",17,28
"13405",121411,"2024",11,19
"13406",121411,"2023",NA,NA
"13407",121411,"2024",15,34
"13408",121411,"2018",NA,NA
"13409",121531,"2021",14,35
"13410",121531,"2021",21,50
"13411",121531,"2019",18,26
"13412",121648,"2013",NA,NA
"13413",121896,"2019",14,20
"13414",121896,"2015",NA,NA
"13415",121896,"2016",17,35
"13416",121908,"2015",NA,NA
"13417",121908,"2013",NA,NA
"13418",121971,"2015",NA,NA
"13419",122047,"2014",NA,NA
"13420",122047,"2017",5,20
"13421",122047,"2013",NA,NA
"13422",122078,"2018",38,61
"13423",122078,"2017",36,57
"13424",122078,"2024",27,54
"13425",122078,"2021",18,34
"13426",122078,"2022",NA,NA
"13427",122078,"2020",23,44
"13428",122078,"2017",NA,NA
"13429",122078,"2018",12,32
"13430",122082,"2016",4,15
"13431",122109,"2018",35,74
"13432",122109,"2017",75,140
"13433",122109,"2022",18,34
"13434",122109,"2014",NA,NA
"13435",122109,"2021",4,21
"13436",122109,"2016",18,33
"13437",122109,"2022",25,49
"13438",122109,"2020",9,17
"13439",122109,"2019",NA,NA
"13440",122236,"2018",6,14
"13441",122260,"2013",NA,NA
"13442",122261,"2013",NA,NA
"13443",122279,"2013",6,15
"13444",122298,"2019",5,16
"13445",122298,"2021",168,311
"13446",122298,"2022",NA,NA
"13447",122298,"2023",362,612
"13448",122298,"2024",280,470
"13449",122298,"2021",280,488
"13450",122298,"2024",304,652
"13451",122298,"2023",328,666
"13452",122321,"2015",NA,NA
"13453",122330,"2021",NA,NA
"13454",122330,"2020",228,403
"13455",122330,"2016",16,53
"13456",122330,"2022",NA,NA
"13457",122330,"2017",56,92
"13458",122330,"2019",223,391
"13459",122330,"2023",NA,NA
"13460",122330,"2020",217,431
"13461",122330,"2017",31,76
"13462",122330,"2016",26,52
"13463",122330,"2019",322,519
"13464",122330,"2021",570,921
"13465",122330,"2024",NA,NA
"13466",122330,"2018",37,70
"13467",122330,"2024",414,680
"13468",122330,"2018",15,35
"13469",122471,"2016",14,33
"13470",122513,"2015",NA,NA
"13471",122533,"2016",23,53
"13472",122533,"2024",26,47
"13473",122533,"2017",39,57
"13474",122533,"2020",NA,NA
"13475",122533,"2023",NA,NA
"13476",122533,"2016",16,28
"13477",122548,"2021",6,17
"13478",122548,"2021",12,21
"13479",122548,"2015",NA,NA
"13480",122548,"2020",14,18
"13481",122548,"2019",NA,NA
"13482",122548,"2023",NA,NA
"13483",122548,"2022",9,18
"13484",122548,"2017",12,19
"13485",122548,"2018",19,25
"13486",122548,"2016",20,38
"13487",122548,"2022",NA,NA
"13488",122548,"2018",21,41
"13489",122554,"2024",15,28
"13490",122554,"2024",18,38
"13491",122570,"2017",9,24
"13492",122570,"2016",7,24
"13493",122570,"2018",11,25
"13494",122570,"2021",8,23
"13495",122635,"2017",6,16
"13496",122669,"2021",NA,NA
"13497",122669,"2015",NA,NA
"13498",122669,"2016",NA,NA
"13499",122669,"2017",52,90
"13500",122669,"2023",286,599
"13501",122669,"2020",14,26
"13502",122669,"2019",NA,NA
"13503",122669,"2022",NA,NA
"13504",122669,"2022",84,148
"13505",122669,"2024",NA,NA
"13506",122669,"2023",NA,NA
"13507",122669,"2020",49,80
"13508",122669,"2021",70,120
"13509",122669,"2018",16,21
"13510",122669,"2018",40,70
"13511",122669,"2024",42,71
"13512",122687,"2014",NA,NA
"13513",122687,"2013",NA,NA
"13514",123315,"2017",20,32
"13515",123755,"2020",81,128
"13516",123755,"2020",43,103
"13517",123755,"2015",20,39
"13518",123755,"2018",31,56
"13519",123755,"2024",246,528
"13520",123755,"2021",NA,NA
"13521",123755,"2022",167,330
"13522",123755,"2019",57,93
"13523",123755,"2018",45,104
"13524",123755,"2023",NA,NA
"13525",123755,"2015",19,25
"13526",123755,"2019",53,104
"13527",123755,"2022",NA,NA
"13528",123755,"2024",129,240
"13529",123768,"2013",8,28
"13530",123768,"2018",24,45
"13531",123773,"2016",3,7
"13532",123795,"2017",17,26
"13533",123795,"2023",NA,NA
"13534",123795,"2018",17,28
"13535",123795,"2021",44,80
"13536",123795,"2021",48,85
"13537",123795,"2016",14,35
"13538",123795,"2020",14,27
"13539",123795,"2017",21,39
"13540",123795,"2019",16,32
"13541",123795,"2019",NA,NA
"13542",123795,"2022",NA,NA
"13543",123795,"2024",14,22
"13544",123795,"2022",36,65
"13545",123809,"2022",23,41
"13546",123809,"2023",21,39
"13547",123809,"2023",19,31
"13548",123809,"2024",22,49
"13549",123814,"2013",NA,NA
"13550",123828,"2023",43,85
"13551",123828,"2024",69,134
"13552",123828,"2023",24,38
"13553",123828,"2024",12,25
"13554",123828,"2016",6,9
"13555",123896,"2023",11,21
"13556",123896,"2023",16,24
"13557",123915,"2014",NA,NA
"13558",123915,"2017",NA,NA
"13559",123921,"2018",22,36
"13560",123921,"2015",9,18
"13561",123921,"2023",8,15
"13562",123921,"2017",14,27
"13563",123921,"2016",18,35
"13564",123921,"2016",16,28
"13565",123921,"2018",37,83
"13566",123961,"2021",14,19
"13567",123961,"2024",10,14
"13568",123961,"2022",NA,NA
"13569",123961,"2021",6,22
"13570",123961,"2024",6,15
"13571",123965,"2015",NA,NA
"13572",123965,"2017",NA,NA
"13573",123969,"2023",NA,NA
"13574",123969,"2016",31,57
"13575",123983,"2021",12,21
"13576",123983,"2022",NA,NA
"13577",123983,"2019",8,17
"13578",123983,"2023",NA,NA
"13579",123983,"2016",19,26
"13580",123983,"2013",NA,NA
"13581",123983,"2014",NA,NA
"13582",123983,"2015",NA,NA
"13583",123983,"2024",21,31
"13584",123997,"2014",NA,NA
"13585",124013,"2021",16,29
"13586",124013,"2023",20,40
"13587",124014,"2024",61,116
"13588",124014,"2020",22,35
"13589",124014,"2021",37,91
"13590",124014,"2016",45,66
"13591",124014,"2020",30,51
"13592",124014,"2017",307,563
"13593",124014,"2018",140,227
"13594",124014,"2021",53,89
"13595",124014,"2022",29,51
"13596",124014,"2019",42,69
"13597",124014,"2017",208,319
"13598",124014,"2016",65,125
"13599",124014,"2023",NA,NA
"13600",124014,"2018",64,96
"13601",124022,"2018",32,45
"13602",124023,"2017",21,38
"13603",124040,"2023",NA,NA
"13604",124063,"2016",NA,NA
"13605",124063,"2014",NA,NA
"13606",124063,"2015",NA,NA
"13607",124063,"2013",NA,NA
"13608",124079,"2022",361,621
"13609",124079,"2020",118,190
"13610",124079,"2021",249,480
"13611",124079,"2021",276,450
"13612",124079,"2023",154,295
"13613",124079,"2022",305,490
"13614",124079,"2023",68,111
"13615",124079,"2020",90,206
"13616",124079,"2018",21,54
"13617",124079,"2019",17,43
"13618",124079,"2024",225,392
"13619",124079,"2024",256,473
"13620",124116,"2017",54,111
"13621",124116,"2020",17,31
"13622",124116,"2024",434,839
"13623",124116,"2020",27,52
"13624",124116,"2022",29,63
"13625",124116,"2022",22,51
"13626",124116,"2023",NA,NA
"13627",124116,"2021",25,32
"13628",124116,"2023",283,508
"13629",124116,"2019",NA,NA
"13630",124116,"2017",99,163
"13631",124116,"2024",337,586
"13632",124116,"2018",28,55
"13633",124116,"2021",65,125
"13634",124116,"2019",25,35
"13635",124116,"2018",9,14
"13636",124126,"2018",NA,NA
"13637",124154,"2020",13,26
"13638",124154,"2023",NA,NA
"13639",124186,"2017",31,63
"13640",124186,"2023",121,210
"13641",124186,"2021",13,25
"13642",124186,"2024",281,557
"13643",124186,"2021",46,83
"13644",124186,"2019",16,30
"13645",124186,"2023",193,382
"13646",124186,"2024",233,399
"13647",124187,"2019",370,660
"13648",124187,"2018",43,61
"13649",124187,"2018",39,62
"13650",124187,"2020",136,250
"13651",124187,"2022",241,423
"13652",124187,"2019",463,719
"13653",124187,"2017",174,287
"13654",124187,"2016",106,162
"13655",124187,"2024",115,223
"13656",124187,"2020",159,273
"13657",124187,"2021",NA,NA
"13658",124187,"2016",107,154
"13659",124187,"2021",350,520
"13660",124187,"2024",124,190
"13661",124187,"2022",343,511
"13662",124187,"2017",15,23
"13663",125571,"2015",NA,NA
"13664",125571,"2013",NA,NA
"13665",125572,"2013",NA,NA
"13666",125573,"2013",NA,NA
"13667",125574,"2013",NA,NA
"13668",125781,"2013",NA,NA
"13669",125782,"2013",NA,NA
"13670",125783,"2013",NA,NA
"13671",125802,"2020",32,59
"13672",125802,"2018",NA,NA
"13673",125802,"2020",70,139
"13674",125802,"2017",38,84
"13675",125802,"2017",51,86
"13676",125802,"2023",241,511
"13677",125802,"2016",14,37
"13678",125802,"2021",NA,NA
"13679",125802,"2016",104,185
"13680",125802,"2019",NA,NA
"13681",125802,"2018",153,248
"13682",125802,"2023",142,244
"13683",125802,"2022",389,649
"13684",125802,"2022",291,604
"13685",125803,"2016",19,45
"13686",125842,"2019",NA,NA
"13687",125842,"2020",NA,NA
"13688",125842,"2023",NA,NA
"13689",126094,"2024",720,1170
"13690",126094,"2023",370,749
"13691",126094,"2014",NA,NA
"13692",126094,"2017",405,671
"13693",126094,"2018",305,556
"13694",126094,"2016",63,90
"13695",126094,"2018",NA,NA
"13696",126094,"2015",NA,NA
"13697",126094,"2022",258,559
"13698",126094,"2019",278,540
"13699",126094,"2016",56,103
"13700",126094,"2023",954,1669
"13701",126094,"2022",803,1364
"13702",126094,"2019",587,985
"13703",126094,"2020",160,308
"13704",126094,"2020",651,1122
"13705",126094,"2024",NA,NA
"13706",126094,"2021",NA,NA
"13707",126094,"2014",15,26
"13708",126094,"2017",283,581
"13709",126102,"2018",18,28
"13710",126106,"2022",48,93
"13711",126106,"2023",16,20
"13712",126106,"2022",84,144
"13713",126106,"2023",34,75
"13714",126107,"2022",NA,NA
"13715",126107,"2021",19,27
"13716",126116,"2013",NA,NA
"13717",126120,"2016",14,24
"13718",126120,"2021",36,70
"13719",126120,"2019",12,23
"13720",126120,"2021",7,14
"13721",126120,"2019",9,16
"13722",126120,"2018",20,47
"13723",126120,"2020",20,28
"13724",126120,"2023",18,35
"13725",126125,"2019",41,98
"13726",126125,"2024",12,23
"13727",126125,"2020",23,40
"13728",126125,"2018",26,51
"13729",126127,"2017",25,49
"13730",126127,"2022",NA,NA
"13731",126127,"2021",41,71
"13732",126127,"2020",30,65
"13733",126127,"2021",133,273
"13734",126127,"2024",67,110
"13735",126127,"2017",11,28
"13736",126127,"2024",86,176
"13737",126127,"2023",258,442
"13738",126127,"2020",32,65
"13739",126127,"2023",NA,NA
"13740",126127,"2022",314,488
"13741",126127,"2018",24,42
"13742",126128,"2022",NA,NA
"13743",126128,"2017",3,8
"13744",126128,"2024",300,499
"13745",126128,"2023",271,441
"13746",126128,"2021",78,152
"13747",126128,"2023",302,531
"13748",126128,"2022",149,239
"13749",126128,"2021",38,74
"13750",126128,"2024",402,771
"13751",126128,"2020",16,26
"13752",126128,"2020",13,18
"13753",126129,"2023",13,26
"13754",126129,"2024",79,152
"13755",126129,"2023",14,32
"13756",126129,"2024",113,172
"13757",126143,"2016",6,22
"13758",126149,"2021",384,711
"13759",126149,"2021",262,453
"13760",126149,"2020",128,237
"13761",126149,"2022",57,109
"13762",126149,"2017",19,29
"13763",126149,"2019",11,18
"13764",126149,"2020",66,117
"13765",126149,"2022",36,64
"13766",126149,"2019",17,26
"13767",126152,"2015",20,46
"13768",126156,"2018",17,25
"13769",126156,"2019",84,148
"13770",126156,"2021",42,86
"13771",126156,"2019",93,157
"13772",126156,"2020",31,63
"13773",126156,"2021",23,38
"13774",126174,"2018",22,37
"13775",126174,"2018",14,27
"13776",126177,"2023",13,20
"13777",126177,"2024",18,28
"13778",126185,"2017",5,18
"13779",126185,"2021",11,17
"13780",126190,"2018",19,31
"13781",126190,"2016",83,130
"13782",126190,"2022",NA,NA
"13783",126190,"2021",17,34
"13784",126190,"2020",15,26
"13785",126190,"2019",NA,NA
"13786",126190,"2021",9,18
"13787",126197,"2021",10,16
"13788",126197,"2017",17,30
"13789",126203,"2022",NA,NA
"13790",126203,"2024",862,1376
"13791",126203,"2021",647,1079
"13792",126203,"2020",243,427
"13793",126203,"2020",243,469
"13794",126203,"2015",18,35
"13795",126203,"2017",245,445
"13796",126203,"2023",NA,NA
"13797",126203,"2021",372,727
"13798",126203,"2023",870,1384
"13799",126203,"2024",389,734
"13800",126203,"2019",NA,NA
"13801",126203,"2016",264,461
"13802",126203,"2016",366,756
"13803",126203,"2015",14,25
"13804",126203,"2017",241,398
"13805",126203,"2018",341,719
"13806",126203,"2018",402,669
"13807",126204,"2021",NA,NA
"13808",126204,"2020",27,44
"13809",126204,"2018",24,39
"13810",126204,"2020",16,27
"13811",126204,"2018",21,45
"13812",126204,"2021",22,45
"13813",126204,"2022",NA,NA
"13814",126204,"2015",NA,NA
"13815",126204,"2017",36,58
"13816",126204,"2019",9,21
"13817",126205,"2019",73,129
"13818",126205,"2022",NA,NA
"13819",126205,"2015",12,33
"13820",126205,"2018",37,65
"13821",126205,"2021",417,702
"13822",126205,"2020",227,445
"13823",126205,"2020",278,458
"13824",126205,"2018",24,43
"13825",126205,"2016",69,142
"13826",126205,"2017",95,157
"13827",126205,"2019",20,28
"13828",126205,"2017",64,109
"13829",126205,"2016",11,19
"13830",126205,"2021",NA,NA
"13831",126205,"2024",324,654
"13832",126205,"2023",NA,NA
"13833",126205,"2024",740,1172
"13834",126205,"2023",411,782
"13835",126206,"2023",16,23
"13836",126207,"2022",NA,NA
"13837",126207,"2018",502,803
"13838",126207,"2019",353,589
"13839",126207,"2015",83,165
"13840",126207,"2014",13,26
"13841",126207,"2023",668,1091
"13842",126207,"2017",NA,NA
"13843",126207,"2015",20,37
"13844",126207,"2018",NA,NA
"13845",126207,"2019",383,735
"13846",126207,"2017",142,221
"13847",126207,"2016",9,19
"13848",126207,"2020",164,290
"13849",126207,"2023",321,630
"13850",126207,"2021",NA,NA
"13851",126207,"2020",185,371
"13852",126207,"2024",473,852
"13853",126207,"2016",108,181
"13854",126207,"2024",675,1129
"13855",126208,"2017",22,42
"13856",126209,"2013",NA,NA
"13857",126209,"2022",NA,NA
"13858",126209,"2014",NA,NA
"13859",126214,"2021",20,43
"13860",126214,"2021",40,76
"13861",126214,"2020",57,91
"13862",126214,"2023",46,69
"13863",126214,"2023",71,143
"13864",126214,"2020",47,81
"13865",126214,"2024",NA,NA
"13866",126214,"2022",NA,NA
"13867",126214,"2024",372,741
"13868",126223,"2014",NA,NA
"13869",126237,"2022",24,41
"13870",126237,"2019",13,23
"13871",126237,"2019",9,14
"13872",126239,"2022",NA,NA
"13873",126239,"2022",336,581
"13874",126239,"2021",244,509
"13875",126239,"2020",24,50
"13876",126239,"2024",NA,NA
"13877",126239,"2021",236,415
"13878",126239,"2024",310,543
"13879",126239,"2023",170,312
"13880",126239,"2023",318,589
"13881",126283,"2023",9,16
"13882",126283,"2022",16,34
"13883",126328,"2019",NA,NA
"13884",126340,"2024",13,20
"13885",126340,"2017",NA,NA
"13886",126340,"2021",15,30
"13887",126340,"2023",NA,NA
"13888",126340,"2018",5,16
"13889",126340,"2021",23,31
"13890",126340,"2017",21,41
"13891",126340,"2020",28,64
"13892",126340,"2022",54,121
"13893",126340,"2014",NA,NA
"13894",126340,"2019",NA,NA
"13895",126340,"2016",26,50
"13896",126340,"2022",NA,NA
"13897",126340,"2020",10,15
"13898",126340,"2016",9,26
"13899",126409,"2021",8,15
"13900",126409,"2022",76,166
"13901",126409,"2024",36,69
"13902",126409,"2022",47,79
"13903",126409,"2021",NA,NA
"13904",126409,"2023",52,101
"13905",126409,"2023",38,66
"13906",126409,"2024",92,190
"13907",126473,"2015",NA,NA
"13908",126502,"2018",NA,NA
"13909",126504,"2020",9,19
"13910",126504,"2020",5,13
"13911",126504,"2024",8,21
"13912",126523,"2024",87,170
"13913",126523,"2022",193,385
"13914",126523,"2024",12,19
"13915",126523,"2023",234,422
"13916",126523,"2018",13,29
"13917",126523,"2018",10,23
"13918",126523,"2021",84,140
"13919",126523,"2022",139,229
"13920",126523,"2019",37,66
"13921",126523,"2023",274,610
"13922",126523,"2021",162,303
"13923",126526,"2017",14,17
"13924",126526,"2018",22,48
"13925",126526,"2017",53,96
"13926",126526,"2018",NA,NA
"13927",126530,"2018",18,31
"13928",126530,"2018",5,20
"13929",126533,"2023",5,17
"13930",126535,"2022",45,76
"13931",126535,"2021",133,230
"13932",126535,"2020",30,50
"13933",126535,"2018",21,37
"13934",126535,"2024",8,23
"13935",126535,"2022",148,287
"13936",126535,"2021",95,166
"13937",126535,"2020",18,31
"13938",126535,"2023",1,5
"13939",126535,"2018",21,57
"13940",126555,"2020",24,40
"13941",126555,"2020",10,21
"13942",126555,"2022",21,30
"13943",126555,"2023",24,51
"13944",126555,"2024",NA,NA
"13945",126555,"2022",NA,NA
"13946",126555,"2024",8,22
"13947",126555,"2021",16,30
"13948",126555,"2023",13,19
"13949",126555,"2019",NA,NA
"13950",126573,"2021",15,24
"13951",126591,"2022",1,10
"13952",126609,"2020",14,19
"13953",126609,"2019",NA,NA
"13954",126609,"2021",10,25
"13955",126609,"2017",0,0
"13956",126610,"2020",125,226
"13957",126610,"2024",362,635
"13958",126610,"2022",NA,NA
"13959",126610,"2024",171,330
"13960",126610,"2018",308,573
"13961",126610,"2019",377,680
"13962",126610,"2020",174,264
"13963",126610,"2021",NA,NA
"13964",126610,"2023",174,283
"13965",126610,"2017",11,27
"13966",126610,"2018",304,513
"13967",126610,"2022",178,371
"13968",126610,"2019",734,1219
"13969",126610,"2023",NA,NA
"13970",126612,"2020",31,76
"13971",126613,"2018",8,16
"13972",126623,"2021",14,27
"13973",126623,"2021",19,31
"13974",126627,"2021",6,16
"13975",126627,"2022",20,36
"13976",126627,"2016",12,24
"13977",126627,"2022",12,24
"13978",126646,"2024",10,17
"13979",126646,"2023",NA,NA
"13980",126646,"2016",18,40
"13981",126646,"2022",116,213
"13982",126646,"2022",182,272
"13983",126646,"2015",NA,NA
"13984",126646,"2023",35,54
"13985",126652,"2018",59,106
"13986",126652,"2022",55,99
"13987",126652,"2018",18,26
"13988",126652,"2019",66,113
"13989",126652,"2021",46,75
"13990",126652,"2019",37,59
"13991",126663,"2022",9,22
"13992",126663,"2022",8,11
"13993",126663,"2020",9,23
"13994",126681,"2015",NA,NA
"13995",126689,"2017",42,78
"13996",126689,"2016",29,53
"13997",126762,"2023",NA,NA
"13998",126762,"2022",5,11
"13999",126762,"2024",31,56
"14000",126774,"2020",NA,NA
"14001",126774,"2019",NA,NA
"14002",126774,"2021",NA,NA
"14003",126774,"2019",387,742
"14004",126774,"2018",817,1321
"14005",126774,"2020",249,439
"14006",126774,"2024",355,648
"14007",126774,"2023",NA,NA
"14008",126774,"2017",55,111
"14009",126774,"2018",504,923
"14010",126774,"2022",NA,NA
"14011",126774,"2017",157,313
"14012",126774,"2024",780,1224
"14013",126845,"2022",29,54
"14014",126845,"2024",311,590
"14015",126845,"2022",NA,NA
"14016",126845,"2018",7,15
"14017",126845,"2020",17,32
"14018",126845,"2023",165,258
"14019",126845,"2021",NA,NA
"14020",126845,"2023",312,658
"14021",126845,"2024",297,486
"14022",126846,"2022",93,164
"14023",126846,"2020",16,41
"14024",126846,"2023",212,350
"14025",126846,"2018",24,40
"14026",126846,"2022",132,211
"14027",126846,"2021",26,50
"14028",126846,"2024",388,667
"14029",126846,"2021",76,141
"14030",126846,"2024",379,785
"14031",126846,"2023",261,521
"14032",126939,"2019",NA,NA
"14033",126939,"2023",NA,NA
"14034",126939,"2018",12,18
"14035",126939,"2024",8,19
"14036",126939,"2024",34,46
"14037",126939,"2021",3,10
"14038",126952,"2020",128,237
"14039",126952,"2024",NA,NA
"14040",126952,"2022",NA,NA
"14041",126952,"2021",346,548
"14042",126952,"2019",NA,NA
"14043",126952,"2017",33,57
"14044",126952,"2023",NA,NA
"14045",126952,"2019",109,203
"14046",126952,"2024",140,251
"14047",126952,"2018",42,65
"14048",126952,"2021",NA,NA
"14049",126952,"2020",152,244
"14050",126964,"2020",8,19
"14051",126964,"2023",23,48
"14052",126964,"2021",8,16
"14053",126964,"2024",NA,NA
"14054",126964,"2022",17,27
"14055",127123,"2023",9,24
"14056",127143,"2018",12,24
"14057",127143,"2018",7,12
"14058",127143,"2020",12,21
"14059",127143,"2017",46,76
"14060",127157,"2017",47,88
"14061",127157,"2024",344,680
"14062",127157,"2019",6,15
"14063",127157,"2021",98,184
"14064",127157,"2022",278,589
"14065",127157,"2023",NA,NA
"14066",127157,"2017",29,60
"14067",127157,"2024",195,340
"14068",127157,"2020",47,100
"14069",127157,"2021",132,264
"14070",127157,"2020",72,125
"14071",127157,"2022",90,148
"14072",127195,"2024",9,16
"14073",127300,"2019",NA,NA
"14074",127300,"2018",25,39
"14075",127300,"2016",26,48
"14076",127326,"2015",NA,NA
"14077",127326,"2020",17,32
"14078",127339,"2024",29,51
"14079",127339,"2024",NA,NA
"14080",127339,"2020",15,33
"14081",127339,"2023",NA,NA
"14082",127339,"2021",55,84
"14083",127339,"2023",146,270
"14084",127339,"2018",11,17
"14085",127339,"2022",NA,NA
"14086",127339,"2019",20,46
"14087",127339,"2021",39,67
"14088",127570,"2016",NA,NA
"14089",127570,"2015",NA,NA
"14090",127570,"2018",12,15
"14091",127760,"2023",NA,NA
"14092",127760,"2024",142,217
"14093",127760,"2021",NA,NA
"14094",127760,"2021",27,46
"14095",127760,"2024",169,320
"14096",127760,"2022",29,40
"14097",128034,"2020",220,456
"14098",128034,"2024",332,626
"14099",128034,"2016",23,44
"14100",128034,"2021",NA,NA
"14101",128034,"2022",386,729
"14102",128034,"2023",380,770
"14103",128034,"2017",32,66
"14104",128034,"2019",332,590
"14105",128034,"2024",711,1186
"14106",128034,"2019",357,596
"14107",128034,"2023",757,1335
"14108",128034,"2018",NA,NA
"14109",128034,"2016",57,107
"14110",128034,"2018",200,372
"14111",128034,"2022",629,1022
"14112",128034,"2020",240,429
"14113",131905,"2022",68,144
"14114",131905,"2024",10,24
"14115",131905,"2022",63,115
"14116",131934,"2022",21,37
"14117",131934,"2024",56,88
"14118",131934,"2024",64,125
"14119",131934,"2021",8,19
"14120",131934,"2023",96,169
"14121",131934,"2023",65,128
"14122",131934,"2021",11,18
"14123",131951,"2019",NA,NA
"14124",131951,"2021",15,28
"14125",131951,"2022",NA,NA
"14126",131951,"2023",NA,NA
"14127",131951,"2024",10,21
"14128",131951,"2020",14,25
"14129",131951,"2024",NA,NA
"14130",131951,"2017",5,11
"14131",132028,"2017",6,22
"14132",132040,"2017",31,78
"14133",132283,"2022",402,783
"14134",132283,"2019",315,503
"14135",132283,"2019",324,646
"14136",132283,"2016",24,46
