"","player_id","year","second_won","second_serve"
"20933",201590,"2013",123,203
"20934",201590,"2020",113,201
"20935",201590,"2021",196,347
"20936",201590,"2022",NA,NA
"20937",201590,"2016",232,443
"20938",201590,"2010",58,93
"20939",201590,"2011",34,60
"20940",201590,"2015",NA,NA
"20941",201590,"2011",78,150
"20942",201590,"2020",67,110
"20943",201590,"2023",84,177
"20944",201590,"2014",NA,NA
"20945",201590,"2021",NA,NA
"20946",201590,"2012",44,85
"20947",201590,"2013",100,186
"20948",201590,"2019",248,483
"20949",201590,"2018",236,435
"20950",201590,"2018",230,384
"20951",201590,"2019",301,528
"20952",201590,"2017",196,440
"20953",201590,"2017",233,402
"20954",201590,"2016",265,445
"20955",201591,"2010",NA,NA
"20956",201591,"2000",NA,NA
"20957",201591,"2008",NA,NA
"20958",201591,"1998",NA,NA
"20959",201591,"1999",NA,NA
"20960",201591,"2002",NA,NA
"20961",201591,"2007",NA,NA
"20962",201591,"2006",NA,NA
"20963",201591,"2005",NA,NA
"20964",201591,"2003",NA,NA
"20965",201591,"2001",NA,NA
"20966",201591,"2009",NA,NA
"20967",201591,"2013",NA,NA
"20968",201592,"2010",23,45
"20969",201592,"2010",14,36
"20970",201592,"2013",7,16
"20971",201592,"2014",NA,NA
"20972",201592,"2011",24,45
"20973",201592,"2013",25,43
"20974",201592,"2011",NA,NA
"20975",201593,"2020",70,127
"20976",201593,"2011",NA,NA
"20977",201593,"2013",NA,NA
"20978",201593,"2012",NA,NA
"20979",201593,"2019",192,349
"20980",201593,"2020",62,107
"20981",201593,"2024",63,142
"20982",201593,"2022",300,504
"20983",201593,"2014",NA,NA
"20984",201593,"2023",132,266
"20985",201593,"2021",159,327
"20986",201593,"2021",206,394
"20987",201593,"2019",127,203
"20988",201593,"2023",137,236
"20989",201593,"2017",286,465
"20990",201593,"2022",NA,NA
"20991",201593,"2010",NA,NA
"20992",201593,"2016",381,648
"20993",201593,"2015",NA,NA
"20994",201593,"2018",271,550
"20995",201593,"2013",135,244
"20996",201593,"2017",268,540
"20997",201593,"2018",267,481
"20998",201593,"2009",17,33
"20999",201593,"2010",2,9
"21000",201593,"2016",224,462
"21001",201593,"2024",103,165
"21002",201594,"2020",22,53
"21003",201594,"2018",92,217
"21004",201594,"2013",NA,NA
"21005",201594,"2021",273,495
"21006",201594,"2017",509,869
"21007",201594,"2018",536,936
"21008",201594,"2021",NA,NA
"21009",201594,"2022",NA,NA
"21010",201594,"2010",NA,NA
"21011",201594,"2019",149,306
"21012",201594,"2019",NA,NA
"21013",201594,"2012",NA,NA
"21014",201594,"2015",NA,NA
"21015",201594,"2014",NA,NA
"21016",201594,"2024",22,49
"21017",201594,"2016",504,837
"21018",201594,"2011",NA,NA
"21019",201594,"2016",NA,NA
"21020",201594,"2017",149,358
"21021",201594,"2020",207,394
"21022",201595,"2016",280,496
"21023",201595,"2018",44,91
"21024",201595,"2019",146,246
"21025",201595,"2013",NA,NA
"21026",201595,"2023",11,16
"21027",201595,"2012",128,247
"21028",201595,"2020",18,28
"21029",201595,"2018",12,25
"21030",201595,"2010",29,60
"21031",201595,"2020",114,248
"21032",201595,"2014",73,127
"21033",201595,"2022",82,157
"21034",201595,"2014",NA,NA
"21035",201595,"2012",134,228
"21036",201595,"2022",NA,NA
"21037",201595,"2023",21,42
"21038",201595,"2015",NA,NA
"21039",201595,"2017",207,452
"21040",201595,"2021",NA,NA
"21041",201595,"2016",349,736
"21042",201595,"2019",184,391
"21043",201595,"2017",160,287
"21044",201595,"2011",NA,NA
"21045",201596,"2013",NA,NA
"21046",201596,"2009",NA,NA
"21047",201596,"2017",213,447
"21048",201596,"2020",4,9
"21049",201596,"2005",NA,NA
"21050",201596,"2015",NA,NA
"21051",201596,"2017",197,331
"21052",201596,"2019",133,273
"21053",201596,"2014",NA,NA
"21054",201596,"2020",30,53
"21055",201596,"2007",NA,NA
"21056",201596,"2012",NA,NA
"21057",201596,"2016",342,621
"21058",201596,"2010",NA,NA
"21059",201596,"2019",60,98
"21060",201596,"2016",290,562
"21061",201596,"2018",223,398
"21062",201596,"2011",NA,NA
"21063",201596,"2018",213,419
"21064",201596,"2006",NA,NA
"21065",201596,"2008",NA,NA
"21066",201597,"2010",NA,NA
"21067",201597,"2018",167,341
"21068",201597,"2019",20,40
"21069",201597,"2015",NA,NA
"21070",201597,"2011",10,17
"21071",201597,"2014",NA,NA
"21072",201597,"2011",31,71
"21073",201597,"2018",37,65
"21074",201597,"2013",64,106
"21075",201597,"2021",32,55
"21076",201597,"2016",NA,NA
"21077",201597,"2019",44,90
"21078",201597,"2009",9,22
"21079",201597,"2020",8,25
"21080",201597,"2017",123,223
"21081",201597,"2012",NA,NA
"21082",201597,"2021",18,38
"21083",201597,"2009",4,14
"21084",201597,"2013",63,131
"21085",201597,"2017",149,332
"21086",201598,"2012",NA,NA
"21087",201598,"2007",NA,NA
"21088",201598,"2010",37,62
"21089",201598,"2011",NA,NA
"21090",201598,"2009",3,9
"21091",201598,"2009",NA,NA
"21092",201598,"2013",NA,NA
"21093",201598,"2010",11,20
"21094",201598,"2008",NA,NA
"21095",201598,"2014",NA,NA
"21096",201599,"2017",14,21
"21097",201599,"2013",NA,NA
"21098",201599,"2007",7,11
"21099",201599,"2015",NA,NA
"21100",201599,"2005",NA,NA
"21101",201599,"2012",NA,NA
"21102",201599,"2014",NA,NA
"21103",201599,"2018",15,21
"21104",201599,"2007",NA,NA
"21105",201599,"2011",NA,NA
"21106",201599,"2010",24,48
"21107",201599,"2017",32,55
"21108",201599,"2010",8,12
"21109",201599,"2016",26,51
"21110",201599,"2016",22,38
"21111",201600,"2013",NA,NA
"21112",201600,"2011",NA,NA
"21113",201600,"2012",NA,NA
"21114",201600,"2011",19,38
"21115",201600,"2010",32,73
"21116",201600,"2012",154,319
"21117",201601,"2010",8,17
"21118",201602,"2011",7,20
"21119",201602,"2010",3,15
"21120",201602,"2013",5,16
"21121",201602,"2010",28,51
"21122",201603,"2016",213,361
"21123",201603,"2019",171,338
"21124",201603,"2010",26,54
"21125",201603,"2011",15,25
"21126",201603,"2018",41,74
"21127",201603,"2021",330,652
"21128",201603,"2015",NA,NA
"21129",201603,"2023",165,363
"21130",201603,"2023",143,245
"21131",201603,"2024",78,183
"21132",201603,"2016",199,384
"21133",201603,"2014",176,317
"21134",201603,"2014",NA,NA
"21135",201603,"2022",NA,NA
"21136",201603,"2013",NA,NA
"21137",201603,"2017",246,533
"21138",201603,"2022",291,571
"21139",201603,"2021",356,630
"21140",201603,"2019",30,48
"21141",201603,"2017",364,619
"21142",201603,"2020",52,116
"21143",201603,"2020",139,242
"21144",201603,"2024",52,74
"21145",201604,"2010",13,34
"21146",201604,"2016",175,309
"21147",201604,"2018",9,27
"21148",201604,"2015",NA,NA
"21149",201604,"2012",130,286
"21150",201604,"2012",48,103
"21151",201604,"2011",NA,NA
"21152",201604,"2018",35,83
"21153",201604,"2017",35,65
"21154",201604,"2014",32,65
"21155",201604,"2016",123,257
"21156",201604,"2017",79,189
"21157",201604,"2014",NA,NA
"21158",201604,"2013",10,25
"21159",201605,"2014",NA,NA
"21160",201605,"2003",NA,NA
"21161",201605,"2008",NA,NA
"21162",201605,"2007",NA,NA
"21163",201605,"2014",16,22
"21164",201605,"2001",NA,NA
"21165",201605,"2021",141,339
"21166",201605,"2020",13,34
"21167",201605,"2015",17,26
"21168",201605,"2011",NA,NA
"21169",201605,"2019",71,128
"21170",201605,"2022",32,57
"21171",201605,"2009",NA,NA
"21172",201605,"2006",NA,NA
"21173",201605,"2022",0,0
"21174",201605,"2015",NA,NA
"21175",201605,"2021",21,48
"21176",201605,"2018",116,208
"21177",201605,"2016",91,191
"21178",201605,"2008",8,20
"21179",201605,"2017",152,282
"21180",201605,"2018",87,198
"21181",201605,"2013",NA,NA
"21182",201605,"2019",127,250
"21183",201605,"2017",141,334
"21184",201605,"2012",NA,NA
"21185",201605,"2010",NA,NA
"21186",201605,"2010",21,45
"21187",201605,"2012",194,346
"21188",201605,"2005",NA,NA
"21189",201605,"2016",105,184
"21190",201606,"2023",105,191
"21191",201606,"2018",11,27
"21192",201606,"2013",5,15
"21193",201606,"2023",NA,NA
"21194",201606,"2022",237,457
"21195",201606,"2010",26,60
"21196",201606,"2021",73,132
"21197",201606,"2018",43,63
"21198",201606,"2022",196,321
"21199",201606,"2009",9,21
"21200",201606,"2012",35,75
"21201",201606,"2009",16,28
"21202",201606,"2021",96,201
"21203",201606,"2024",13,21
"21204",201606,"2010",55,95
"21205",201606,"2008",NA,NA
"21206",201606,"2024",NA,NA
"21207",201606,"2011",NA,NA
"21208",201606,"2019",24,50
"21209",201607,"2009",5,16
"21210",201607,"2010",1,11
"21211",201607,"2010",8,13
"21212",201607,"2011",23,52
"21213",201607,"2011",14,25
"21214",201608,"2010",19,42
"21215",201608,"2005",NA,NA
"21216",201608,"2011",NA,NA
"21217",201608,"2006",NA,NA
"21218",201608,"2007",NA,NA
"21219",201609,"2010",12,28
"21220",201609,"2012",NA,NA
"21221",201609,"2008",9,15
"21222",201609,"2013",NA,NA
"21223",201610,"2014",131,267
"21224",201610,"2017",57,113
"21225",201610,"2012",20,54
"21226",201610,"2019",130,262
"21227",201610,"2020",59,101
"21228",201610,"2021",NA,NA
"21229",201610,"2024",NA,NA
"21230",201610,"2016",NA,NA
"21231",201610,"2014",NA,NA
"21232",201610,"2020",92,182
"21233",201610,"2017",84,160
"21234",201610,"2013",13,23
"21235",201610,"2009",24,53
"21236",201610,"2013",17,25
"21237",201610,"2010",35,58
"21238",201610,"2010",50,111
"21239",201610,"2019",86,153
"21240",201610,"2018",218,447
"21241",201610,"2009",NA,NA
"21242",201610,"2018",173,285
"21243",201610,"2024",11,32
"21244",201610,"2011",51,102
"21245",201610,"2022",21,30
"21246",201610,"2011",NA,NA
"21247",201610,"2016",103,229
"21248",201610,"2015",NA,NA
"21249",201610,"2021",150,268
"21250",201611,"2022",NA,NA
"21251",201611,"2019",132,265
"21252",201611,"2014",11,28
"21253",201611,"2010",12,27
"21254",201611,"2015",NA,NA
"21255",201611,"2022",130,270
"21256",201611,"2016",343,572
"21257",201611,"2020",21,29
"21258",201611,"2014",17,31
"21259",201611,"2017",309,625
"21260",201611,"2013",44,92
"21261",201611,"2017",430,756
"21262",201611,"2019",87,150
"21263",201611,"2016",230,478
"21264",201611,"2018",NA,NA
"21265",201611,"2023",63,118
"21266",201611,"2020",15,31
"21267",201611,"2021",19,43
"21268",201611,"2012",7,14
"21269",201611,"2024",135,233
"21270",201611,"2018",227,489
"21271",201611,"2013",60,136
"21272",201611,"2024",162,315
"21273",201611,"2023",78,177
"21274",201611,"2021",38,63
"21275",201611,"2012",14,24
"21276",201612,"2009",11,23
"21277",201612,"2018",14,38
"21278",201612,"2008",9,20
"21279",201612,"2019",17,36
"21280",201612,"2016",24,45
"21281",201612,"2011",29,75
"21282",201612,"2015",11,19
"21283",201612,"2010",28,60
"21284",201612,"2006",NA,NA
"21285",201612,"2005",NA,NA
"21286",201612,"2010",10,21
"21287",201612,"2011",NA,NA
"21288",201612,"2007",16,26
"21289",201613,"2020",21,37
"21290",201613,"2008",5,11
"21291",201613,"2008",NA,NA
"21292",201613,"2024",67,127
"21293",201613,"2022",6,16
"21294",201613,"2017",73,124
"21295",201613,"2017",87,169
"21296",201613,"2010",12,23
"21297",201613,"2018",46,98
"21298",201613,"2021",18,32
"21299",201613,"2011",13,35
"21300",201613,"2019",30,46
"21301",201613,"2015",16,30
"21302",201613,"2020",23,65
"21303",201613,"2018",7,9
"21304",201613,"2021",39,94
"21305",201613,"2011",21,36
"21306",201613,"2024",74,171
"21307",201613,"2012",2,9
"21308",201613,"2009",12,20
"21309",201613,"2016",21,40
"21310",201614,"2021",NA,NA
"21311",201614,"2022",NA,NA
"21312",201614,"2014",NA,NA
"21313",201614,"2017",665,1125
"21314",201614,"2019",260,528
"21315",201614,"2017",236,473
"21316",201614,"2021",293,490
"21317",201614,"2023",NA,NA
"21318",201614,"2011",66,131
"21319",201614,"2016",534,901
"21320",201614,"2022",227,453
"21321",201614,"2012",12,22
"21322",201614,"2016",335,654
"21323",201614,"2020",123,243
"21324",201614,"2015",NA,NA
"21325",201614,"2023",406,781
"21326",201614,"2019",372,610
"21327",201614,"2011",32,58
"21328",201614,"2024",NA,NA
"21329",201614,"2018",259,523
"21330",201614,"2024",196,428
"21331",201614,"2012",90,174
"21332",201614,"2018",503,834
"21333",201614,"2013",NA,NA
"21334",201614,"2020",178,306
"21335",201615,"2023",237,431
"21336",201615,"2012",NA,NA
"21337",201615,"2023",NA,NA
"21338",201615,"2019",93,208
"21339",201615,"2021",69,110
"21340",201615,"2019",96,166
"21341",201615,"2010",24,61
"21342",201615,"2011",NA,NA
"21343",201615,"2015",NA,NA
"21344",201615,"2013",NA,NA
"21345",201615,"2020",12,18
"21346",201615,"2013",89,164
"21347",201615,"2022",152,264
"21348",201615,"2018",341,565
"21349",201615,"2016",NA,NA
"21350",201615,"2021",86,195
"21351",201615,"2014",57,91
"21352",201615,"2017",262,514
"21353",201615,"2018",NA,NA
"21354",201615,"2020",15,37
"21355",201615,"2022",NA,NA
"21356",201615,"2010",21,29
"21357",201615,"2017",236,414
"21358",201615,"2014",99,181
"21359",201615,"2024",NA,NA
"21360",201615,"2016",190,346
"21361",201615,"2009",7,17
"21362",201616,"2015",NA,NA
"21363",201616,"2020",92,195
"21364",201616,"2014",NA,NA
"21365",201616,"2019",139,266
"21366",201616,"2023",191,375
"21367",201616,"2015",176,296
"21368",201616,"2012",63,115
"21369",201616,"2023",185,337
"21370",201616,"2019",105,190
"21371",201616,"2018",56,80
"21372",201616,"2011",30,64
"21373",201616,"2012",41,73
"21374",201616,"2017",238,512
"21375",201616,"2018",70,163
"21376",201616,"2016",100,251
"21377",201616,"2016",234,414
"21378",201616,"2020",55,104
"21379",201616,"2024",50,110
"21380",201616,"2017",266,466
"21381",201616,"2022",197,370
"21382",201616,"2022",210,468
"21383",201616,"2021",168,371
"21384",201616,"2021",189,334
"21385",201616,"2013",NA,NA
"21386",201617,"2011",11,26
"21387",201617,"2016",5,10
"21388",201617,"2007",12,24
"21389",201617,"2014",10,19
"21390",201617,"2010",33,68
"21391",201617,"2005",NA,NA
"21392",201617,"2008",NA,NA
"21393",201617,"2010",0,5
"21394",201617,"2007",NA,NA
"21395",201618,"2011",NA,NA
"21396",201618,"2018",23,50
"21397",201618,"2012",NA,NA
"21398",201618,"2016",6,17
"21399",201618,"2018",30,43
"21400",201618,"2019",15,39
"21401",201618,"2017",9,23
"21402",201618,"2014",7,13
"21403",201618,"2013",10,17
"21404",201619,"2012",23,38
"21405",201619,"2021",133,238
"21406",201619,"2016",638,1078
"21407",201619,"2021",141,326
"21408",201619,"2011",13,21
"21409",201619,"2016",221,467
"21410",201619,"2020",74,135
"21411",201619,"2017",220,362
"21412",201619,"2023",NA,NA
"21413",201619,"2015",NA,NA
"21414",201619,"2019",198,419
"21415",201619,"2013",NA,NA
"21416",201619,"2014",NA,NA
"21417",201619,"2020",57,111
"21418",201619,"2011",42,78
"21419",201619,"2018",345,620
"21420",201619,"2022",NA,NA
"21421",201619,"2018",143,334
"21422",201619,"2019",358,685
"21423",201619,"2009",19,27
"21424",201619,"2012",36,71
"21425",201619,"2017",119,265
"21426",201619,"2009",15,31
"21427",201619,"2024",NA,NA
"21428",201619,"2024",121,256
"21429",201620,"2017",332,542
"21430",201620,"2013",NA,NA
"21431",201620,"2008",NA,NA
"21432",201620,"2013",185,302
"21433",201620,"2009",NA,NA
"21434",201620,"2018",NA,NA
"21435",201620,"2018",246,434
"21436",201620,"2020",15,36
"21437",201620,"2017",230,486
"21438",201620,"2014",NA,NA
"21439",201620,"2019",284,474
"21440",201620,"2010",NA,NA
"21441",201620,"2015",NA,NA
"21442",201620,"2019",217,427
"21443",201620,"2012",NA,NA
"21444",201620,"2022",9,22
"21445",201620,"2016",NA,NA
"21446",201620,"2011",21,44
"21447",201621,"2013",NA,NA
"21448",201621,"2011",62,145
"21449",201621,"2011",53,117
"21450",201621,"2018",250,425
"21451",201621,"2021",NA,NA
"21452",201621,"2024",33,55
"21453",201621,"2017",203,436
"21454",201621,"2021",52,92
"21455",201621,"2010",13,23
"21456",201621,"2018",269,548
"21457",201621,"2015",NA,NA
"21458",201621,"2017",NA,NA
"21459",201621,"2016",88,147
"21460",201621,"2014",NA,NA
"21461",201621,"2012",NA,NA
"21462",201621,"2019",156,302
"21463",201621,"2019",95,188
"21464",201621,"2016",146,277
"21465",201622,"2012",NA,NA
"21466",201622,"2007",NA,NA
"21467",201622,"2011",NA,NA
"21468",201631,"2017",8,19
"21469",201631,"2014",6,14
"21470",201631,"2012",4,14
"21471",201631,"2014",12,22
"21472",201631,"2016",8,14
"21473",201631,"2016",8,11
"21474",201631,"2015",6,11
"21475",201631,"2009",9,24
"21476",201631,"2018",15,38
"21477",201631,"2011",NA,NA
"21478",201632,"2010",10,17
"21479",201632,"2006",NA,NA
"21480",201632,"2008",4,14
"21481",201632,"2009",25,48
"21482",201632,"2011",6,16
"21483",201632,"2004",NA,NA
"21484",201632,"2005",NA,NA
"21485",201632,"2010",9,23
"21486",201632,"2008",18,28
"21487",201632,"2003",NA,NA
"21488",201633,"2005",NA,NA
"21489",201633,"2009",6,12
"21490",201633,"2007",NA,NA
"21491",201633,"2010",11,25
"21492",201634,"2009",NA,NA
"21493",201634,"2007",NA,NA
"21494",201634,"2006",NA,NA
"21495",201634,"2009",9,20
"21496",201634,"2008",NA,NA
"21497",201635,"2008",NA,NA
"21498",201635,"2009",NA,NA
"21499",201635,"2009",23,38
"21500",201636,"2008",5,17
"21501",201636,"2009",NA,NA
"21502",201637,"2003",NA,NA
"21503",201637,"2006",NA,NA
"21504",201637,"2002",NA,NA
"21505",201637,"2001",NA,NA
"21506",201637,"2008",NA,NA
"21507",201637,"2009",NA,NA
"21508",201637,"2007",NA,NA
"21509",201637,"2008",21,34
"21510",201637,"2005",NA,NA
"21511",201637,"1999",NA,NA
"21512",201637,"2004",NA,NA
"21513",201638,"2015",13,21
"21514",201638,"2010",14,26
"21515",201638,"2014",NA,NA
"21516",201638,"2011",29,63
"21517",201638,"2013",NA,NA
"21518",201638,"2012",NA,NA
"21519",201638,"2012",52,115
"21520",201638,"2009",11,24
"21521",201638,"2007",NA,NA
"21522",201638,"2010",5,15
"21523",201638,"2011",38,77
"21524",201639,"2009",10,25
"21525",201640,"2011",10,31
"21526",201640,"2015",29,43
"21527",201640,"2012",NA,NA
"21528",201640,"2016",27,52
"21529",201640,"2015",85,174
"21530",201640,"2009",7,16
"21531",201640,"2014",NA,NA
"21532",201640,"2013",NA,NA
"21533",201641,"2007",NA,NA
"21534",201641,"2010",16,27
"21535",201641,"2009",NA,NA
"21536",201641,"2008",NA,NA
"21537",201641,"2010",NA,NA
"21538",201641,"2011",NA,NA
"21539",201641,"2012",NA,NA
"21540",201642,"2008",NA,NA
"21541",201642,"2013",5,14
"21542",201642,"2009",NA,NA
"21543",201642,"2012",NA,NA
"21544",201642,"2011",NA,NA
"21545",201642,"2010",NA,NA
"21546",201642,"2007",NA,NA
"21547",201642,"2010",6,18
"21548",201642,"2012",1,4
"21549",201643,"2009",11,27
"21550",201643,"2009",11,23
"21551",201644,"2009",NA,NA
"21552",201645,"2008",7,17
"21553",201645,"2003",NA,NA
"21554",201645,"2006",NA,NA
"21555",201645,"2002",NA,NA
"21556",201645,"2001",NA,NA
"21557",201645,"2007",5,12
"21558",201645,"2009",6,17
"21559",201645,"2006",12,31
"21560",201645,"2005",NA,NA
"21561",201645,"2007",NA,NA
"21562",201646,"2010",NA,NA
"21563",201646,"2012",NA,NA
"21564",201646,"2013",105,236
"21565",201646,"2016",NA,NA
"21566",201646,"2011",NA,NA
"21567",201646,"2014",NA,NA
"21568",201646,"2018",8,21
"21569",201646,"2013",13,26
"21570",201646,"2015",NA,NA
"21571",201646,"2009",10,23
"21572",201647,"1998",NA,NA
"21573",201647,"2009",24,35
"21574",201648,"2010",10,28
"21575",201648,"2014",21,33
"21576",201648,"2016",172,379
"21577",201648,"2011",28,43
"21578",201648,"2016",170,319
"21579",201648,"2014",38,84
"21580",201648,"2018",24,33
"21581",201648,"2012",NA,NA
"21582",201648,"2018",41,79
"21583",201648,"2017",94,161
"21584",201648,"2015",NA,NA
"21585",201648,"2009",21,47
"21586",201648,"2011",31,64
"21587",201648,"2017",145,318
"21588",201649,"2011",4,13
"21589",201649,"2009",20,45
"21590",201650,"2009",8,22
"21591",201651,"2009",2,8
"21592",201651,"2007",NA,NA
"21593",201652,"2008",NA,NA
"21594",201652,"2007",NA,NA
"21595",201652,"2018",23,42
"21596",201652,"2011",7,20
"21597",201652,"2009",8,16
"21598",201652,"2010",NA,NA
"21599",201652,"2018",7,22
"21600",201653,"2010",5,11
"21601",201653,"2011",NA,NA
"21602",201653,"2012",NA,NA
"21603",201653,"2013",NA,NA
"21604",201653,"2015",NA,NA
"21605",201653,"2009",7,17
"21606",201653,"2009",4,16
"21607",201654,"2008",9,23
"21608",201654,"2009",10,20
"21609",201654,"2012",10,18
"21610",201655,"2009",NA,NA
"21611",201655,"2011",3,12
"21612",201655,"2010",26,48
"21613",201656,"2007",NA,NA
"21614",201656,"2013",NA,NA
"21615",201656,"2013",25,46
"21616",201656,"2009",8,14
"21617",201656,"2006",NA,NA
"21618",201656,"2014",24,37
"21619",201656,"2014",43,116
"21620",201656,"2015",NA,NA
"21621",201657,"2012",NA,NA
"21622",201657,"2011",17,36
"21623",201657,"2014",NA,NA
"21624",201657,"2011",8,15
"21625",201657,"2015",13,27
"21626",201657,"2009",3,18
"21627",201658,"2009",7,12
"21628",201659,"2007",NA,NA
"21629",201659,"2011",NA,NA
"21630",201659,"2018",10,20
"21631",201659,"2013",13,25
"21632",201659,"2008",NA,NA
"21633",201659,"2010",11,23
"21634",201659,"2013",NA,NA
"21635",201659,"2019",28,36
"21636",201659,"2018",5,9
"21637",201659,"2020",11,20
"21638",201659,"2009",NA,NA
"21639",201659,"2006",NA,NA
"21640",201660,"2009",10,23
"21641",201660,"2008",46,58
"21642",201660,"2009",7,18
"21643",201660,"2008",6,23
"21644",201661,"2003",NA,NA
"21645",201661,"2007",4,14
"21646",201661,"2009",11,20
"21647",201662,"2012",48,101
"21648",201662,"2018",234,525
"21649",201662,"2009",NA,NA
"21650",201662,"2018",681,1248
"21651",201662,"2010",9,21
"21652",201662,"2020",88,200
"21653",201662,"2007",22,42
"21654",201662,"2021",NA,NA
"21655",201662,"2017",281,572
"21656",201662,"2022",NA,NA
"21657",201662,"2022",299,550
"21658",201662,"2023",NA,NA
"21659",201662,"2017",669,1204
"21660",201662,"2019",208,470
"21661",201662,"2014",NA,NA
"21662",201662,"2020",201,326
"21663",201662,"2024",NA,NA
"21664",201662,"2015",NA,NA
"21665",201662,"2019",NA,NA
"21666",201662,"2012",10,19
"21667",201662,"2024",243,420
"21668",201662,"2013",NA,NA
"21669",201662,"2011",26,69
"21670",201662,"2008",7,19
"21671",201662,"2023",187,336
"21672",201662,"2016",637,1168
"21673",201662,"2016",296,681
"21674",201662,"2008",NA,NA
"21675",201663,"2005",NA,NA
"21676",201663,"2007",NA,NA
"21677",201663,"2010",NA,NA
"21678",201663,"2010",15,28
"21679",201663,"2006",NA,NA
"21680",201663,"2009",NA,NA
"21681",201663,"2008",NA,NA
"21682",201664,"2011",NA,NA
"21683",201664,"2008",NA,NA
"21684",201664,"2014",NA,NA
"21685",201664,"2006",NA,NA
"21686",201664,"2004",NA,NA
"21687",201664,"2020",29,53
"21688",201664,"2010",NA,NA
"21689",201664,"2002",NA,NA
"21690",201664,"2003",NA,NA
"21691",201664,"2010",12,27
"21692",201664,"2012",NA,NA
"21693",201664,"2009",NA,NA
"21694",201664,"2022",25,45
"21695",201664,"2022",3,4
"21696",201664,"2019",38,79
"21697",201664,"2013",NA,NA
"21698",201664,"2005",NA,NA
"21699",201664,"2019",12,21
"21700",201664,"2007",NA,NA
"21701",201664,"2020",9,25
"21702",201664,"2009",16,24
"21703",201665,"2006",NA,NA
"21704",201665,"2005",NA,NA
"21705",201665,"2009",3,12
"21706",201665,"2007",11,22
"21707",201665,"1996",NA,NA
"21708",201665,"2003",NA,NA
"21709",201665,"2007",NA,NA
"21710",201665,"2008",6,15
"21711",201665,"2002",NA,NA
"21712",201666,"2014",NA,NA
"21713",201666,"2021",32,69
"21714",201666,"2020",14,38
"21715",201666,"2015",79,160
"21716",201666,"2016",NA,NA
"21717",201666,"2015",23,47
"21718",201666,"2010",8,23
"21719",201666,"2023",NA,NA
"21720",201666,"2013",NA,NA
"21721",201666,"2018",15,38
"21722",201666,"2018",21,44
"21723",201666,"2017",50,69
"21724",201666,"2012",NA,NA
"21725",201666,"2019",21,36
"21726",201666,"2009",NA,NA
"21727",201666,"2006",NA,NA
"21728",201666,"2008",NA,NA
"21729",201666,"2010",NA,NA
"21730",201666,"2005",NA,NA
"21731",201666,"2017",118,235
"21732",201666,"2007",NA,NA
"21733",201666,"2019",27,55
"21734",201666,"2011",NA,NA
"21735",201667,"2014",NA,NA
"21736",201667,"2007",NA,NA
"21737",201667,"2015",NA,NA
"21738",201667,"2010",NA,NA
"21739",201667,"2012",NA,NA
"21740",201667,"2011",NA,NA
"21741",201667,"2017",50,90
"21742",201667,"2008",NA,NA
"21743",201667,"2017",7,15
"21744",201667,"2018",14,23
"21745",201667,"2016",17,24
"21746",201667,"2016",24,45
"21747",201667,"2018",NA,NA
"21748",201667,"2009",NA,NA
"21749",201668,"2014",47,79
"21750",201668,"2015",55,92
"21751",201668,"2011",NA,NA
"21752",201668,"2014",NA,NA
"21753",201668,"2016",27,59
"21754",201668,"2017",7,16
"21755",201668,"2009",NA,NA
"21756",201668,"2012",NA,NA
"21757",201668,"2016",37,68
"21758",201668,"2008",NA,NA
"21759",201668,"2013",12,22
"21760",201668,"2010",50,118
"21761",201668,"2013",89,182
"21762",201668,"2015",NA,NA
"21763",201668,"2010",36,81
"21764",201669,"2009",8,18
"21765",201669,"2005",NA,NA
"21766",201669,"2006",NA,NA
"21767",201669,"2008",4,11
"21768",201670,"2017",52,80
"21769",201670,"2016",50,97
"21770",201670,"2013",NA,NA
"21771",201670,"2009",10,22
"21772",201670,"2012",NA,NA
"21773",201670,"2016",49,88
"21774",201670,"2010",NA,NA
"21775",201670,"2009",NA,NA
"21776",201671,"2007",7,13
"21777",201671,"2009",7,14
"21778",201672,"2009",18,39
"21779",201672,"2019",14,28
"21780",201672,"2023",18,39
"21781",201672,"2014",NA,NA
"21782",201672,"2018",10,22
"21783",201672,"2008",NA,NA
"21784",201672,"2012",NA,NA
"21785",201672,"2016",NA,NA
"21786",201672,"2017",17,42
"21787",201672,"2009",18,32
"21788",201672,"2010",NA,NA
"21789",201672,"2015",NA,NA
"21790",201672,"2018",11,22
"21791",201672,"2020",7,18
"21792",201672,"2011",NA,NA
"21793",201672,"2017",33,44
"21794",201672,"2013",NA,NA
"21795",201673,"2009",NA,NA
"21796",201674,"2018",64,113
"21797",201674,"2018",38,55
"21798",201674,"2012",NA,NA
"21799",201674,"2009",13,28
"21800",201674,"2019",6,19
"21801",201674,"2017",86,129
"21802",201674,"2012",14,28
"21803",201674,"2017",49,90
"21804",201674,"2020",14,26
"21805",201674,"2016",NA,NA
"21806",201674,"2014",NA,NA
"21807",201674,"2011",NA,NA
"21808",201674,"2013",NA,NA
"21809",201674,"2013",4,14
"21810",201674,"2010",NA,NA
"21811",201674,"2015",NA,NA
"21812",201674,"2020",25,54
"21813",201675,"2010",NA,NA
"21814",201675,"2004",NA,NA
"21815",201675,"2007",10,28
"21816",201675,"2011",17,41
"21817",201675,"2009",7,17
"21818",201675,"2006",NA,NA
"21819",201675,"2005",NA,NA
