"","player_id","year","bp_faced","bp_saved"
"23500",202611,"2014",NA,NA
"23501",202611,"2008",NA,NA
"23502",202611,"2021",7,2
"23503",202611,"2010",NA,NA
"23504",202614,"2018",9,4
"23505",202614,"2017",7,3
"23506",202614,"2017",10,5
"23507",202615,"2014",NA,NA
"23508",202619,"2010",NA,NA
"23509",202619,"2016",22,15
"23510",202619,"2016",23,18
"23511",202619,"2011",NA,NA
"23512",202622,"2010",NA,NA
"23513",202622,"2013",25,15
"23514",202622,"2014",NA,NA
"23515",202622,"2016",13,6
"23516",202622,"2018",8,4
"23517",202622,"2015",NA,NA
"23518",202622,"2016",25,10
"23519",202626,"2015",NA,NA
"23520",202626,"2006",NA,NA
"23521",202626,"2016",7,3
"23522",202626,"2016",39,15
"23523",202626,"2012",9,4
"23524",202626,"2014",NA,NA
"23525",202626,"2007",NA,NA
"23526",202626,"2010",NA,NA
"23527",202628,"2016",53,31
"23528",202628,"2023",42,33
"23529",202628,"2014",2,0
"23530",202628,"2021",14,4
"23531",202628,"2013",11,5
"23532",202628,"2023",109,47
"23533",202628,"2021",52,31
"23534",202628,"2022",70,40
"23535",202628,"2015",46,21
"23536",202628,"2013",46,30
"23537",202628,"2015",21,11
"23538",202628,"2018",3,0
"23539",202628,"2017",103,56
"23540",202628,"2022",NA,NA
"23541",202628,"2018",20,9
"23542",202628,"2014",45,15
"23543",202629,"2012",NA,NA
"23544",202633,"2014",NA,NA
"23545",202635,"2009",NA,NA
"23546",202635,"2008",NA,NA
"23547",202635,"2010",NA,NA
"23548",202635,"2007",NA,NA
"23549",202639,"2017",8,4
"23550",202640,"2015",NA,NA
"23551",202642,"2014",8,4
"23552",202644,"2011",NA,NA
"23553",202644,"2014",NA,NA
"23554",202645,"2012",NA,NA
"23555",202645,"2009",NA,NA
"23556",202645,"2016",9,6
"23557",202646,"2010",NA,NA
"23558",202646,"2011",NA,NA
"23559",202647,"2016",NA,NA
"23560",202647,"2019",12,6
"23561",202647,"2013",NA,NA
"23562",202647,"2014",NA,NA
"23563",202649,"2013",NA,NA
"23564",202653,"2016",106,70
"23565",202653,"2017",98,42
"23566",202653,"2014",24,13
"23567",202653,"2015",NA,NA
"23568",202653,"2018",24,15
"23569",202653,"2014",6,1
"23570",202653,"2016",134,57
"23571",202653,"2018",53,28
"23572",202653,"2017",20,6
"23573",202653,"2019",37,22
"23574",202653,"2019",6,4
"23575",202659,"2019",18,4
"23576",202659,"2016",11,5
"23577",202659,"2015",NA,NA
"23578",202659,"2013",NA,NA
"23579",202659,"2017",0,0
"23580",202659,"2017",16,7
"23581",202659,"2013",22,14
"23582",202659,"2014",NA,NA
"23583",202659,"2018",10,4
"23584",202659,"2016",21,11
"23585",202659,"2012",NA,NA
"23586",202659,"2021",48,21
"23587",202662,"2018",36,24
"23588",202662,"2023",27,8
"23589",202662,"2024",2,0
"23590",202662,"2023",4,3
"23591",202662,"2024",16,9
"23592",202663,"2017",93,51
"23593",202663,"2019",147,100
"23594",202663,"2024",NA,NA
"23595",202663,"2020",92,41
"23596",202663,"2018",123,67
"23597",202663,"2018",210,113
"23598",202663,"2015",NA,NA
"23599",202663,"2019",NA,NA
"23600",202663,"2021",70,41
"23601",202663,"2022",200,101
"23602",202663,"2022",NA,NA
"23603",202663,"2023",NA,NA
"23604",202663,"2021",NA,NA
"23605",202663,"2017",206,100
"23606",202663,"2023",142,79
"23607",202663,"2016",164,77
"23608",202663,"2013",NA,NA
"23609",202663,"2020",84,53
"23610",202663,"2011",NA,NA
"23611",202663,"2016",75,42
"23612",202663,"2014",NA,NA
"23613",202664,"2012",NA,NA
"23614",202664,"2011",NA,NA
"23615",202664,"2009",NA,NA
"23616",202669,"2016",7,3
"23617",202669,"2015",19,13
"23618",202669,"2014",NA,NA
"23619",202669,"2013",NA,NA
"23620",202671,"2016",74,35
"23621",202671,"2014",NA,NA
"23622",202671,"2015",NA,NA
"23623",202671,"2016",14,10
"23624",202671,"2024",18,13
"23625",202672,"2021",5,0
"23626",202676,"2016",NA,NA
"23627",202676,"2012",NA,NA
"23628",202681,"2014",9,5
"23629",202681,"2015",NA,NA
"23630",202681,"2014",32,18
"23631",202681,"2021",9,4
"23632",202681,"2017",22,10
"23633",202681,"2018",31,19
"23634",202681,"2020",19,9
"23635",202681,"2017",2,2
"23636",202684,"2021",62,32
"23637",202684,"2018",32,16
"23638",202684,"2015",57,27
"23639",202684,"2015",38,20
"23640",202684,"2017",79,47
"23641",202684,"2023",247,129
"23642",202684,"2022",124,63
"23643",202684,"2023",203,127
"23644",202684,"2021",34,22
"23645",202684,"2014",27,17
"23646",202684,"2014",NA,NA
"23647",202684,"2020",53,28
"23648",202684,"2018",80,39
"23649",202684,"2024",53,30
"23650",202684,"2020",36,20
"23651",202684,"2022",53,30
"23652",202684,"2019",35,20
"23653",202684,"2016",45,22
"23654",202684,"2024",138,57
"23655",202684,"2016",31,21
"23656",202684,"2019",114,45
"23657",202684,"2017",98,55
"23658",202685,"2014",23,20
"23659",202685,"2015",35,18
"23660",202685,"2017",44,13
"23661",202685,"2015",7,2
"23662",202685,"2016",15,6
"23663",202685,"2018",12,6
"23664",202685,"2016",7,3
"23665",202685,"2014",33,15
"23666",202687,"2011",NA,NA
"23667",202688,"2022",30,10
