"","player_id","year","bp_faced","bp_saved"
"7113",104586,"2008",4,2
"7114",104586,"2013",NA,NA
"7115",104586,"2020",6,3
"7116",104586,"2010",30,23
"7117",104586,"2008",17,6
"7118",104586,"2015",NA,NA
"7119",104586,"2022",19,9
"7120",104586,"2018",34,26
"7121",104586,"2012",NA,NA
"7122",104586,"2017",32,21
"7123",104586,"2011",NA,NA
"7124",104586,"2016",222,139
"7125",104586,"2017",19,13
"7126",104586,"2007",9,6
"7127",104586,"2012",144,83
"7128",104586,"2009",12,8
"7129",104586,"2016",102,80
"7130",104586,"2020",4,3
"7131",104586,"2011",124,72
"7132",104586,"2014",NA,NA
"7133",104589,"2014",3,2
"7134",104589,"2011",30,24
"7135",104589,"2012",NA,NA
"7136",104589,"2004",11,6
"7137",104589,"2008",NA,NA
"7138",104589,"2009",53,30
"7139",104589,"2003",13,11
"7140",104589,"2006",NA,NA
"7141",104589,"2004",8,7
"7142",104589,"2011",3,3
"7143",104589,"2007",32,26
"7144",104589,"2013",4,2
"7145",104589,"2010",7,5
"7146",104589,"2005",NA,NA
"7147",104589,"2009",NA,NA
"7148",104589,"2005",28,16
"7149",104589,"2012",5,1
"7150",104589,"2013",0,0
"7151",104589,"2003",11,7
"7152",104589,"2007",NA,NA
"7153",104591,"2005",NA,NA
"7154",104591,"2004",NA,NA
"7155",104591,"2017",11,7
"7156",104591,"2007",NA,NA
"7157",104591,"2015",NA,NA
"7158",104591,"2014",NA,NA
"7159",104591,"2008",NA,NA
"7160",104591,"2009",NA,NA
"7161",104592,"2009",NA,NA
"7162",104592,"2007",37,17
"7163",104592,"2008",11,10
"7164",104592,"2006",8,7
"7165",104592,"2007",NA,NA
"7166",104592,"2009",11,8
"7167",104592,"2006",NA,NA
"7168",104592,"2014",NA,NA
"7169",104592,"2011",9,6
"7170",104592,"2013",32,20
"7171",104592,"2003",NA,NA
"7172",104592,"2011",0,0
"7173",104592,"2005",6,5
"7174",104592,"2005",8,2
"7175",104592,"2008",5,4
"7176",104592,"2010",4,2
"7177",104592,"2010",40,33
"7178",104593,"2014",42,30
"7179",104593,"2013",88,62
"7180",104593,"2004",24,18
"7181",104593,"2012",106,62
"7182",104593,"2015",66,42
"7183",104593,"2018",13,7
"7184",104593,"2008",17,12
"7185",104593,"2015",137,74
"7186",104593,"2016",84,43
"7187",104593,"2009",60,41
"7188",104593,"2009",144,71
"7189",104593,"2006",28,15
"7190",104593,"2011",208,107
"7191",104593,"2005",19,10
"7192",104593,"2013",236,129
"7193",104593,"2006",19,12
"7194",104593,"2016",72,48
"7195",104593,"2012",42,28
"7196",104593,"2017",2,1
"7197",104593,"2008",56,32
"7198",104593,"2014",152,71
"7199",104593,"2011",55,32
"7200",104593,"2010",199,117
"7201",104593,"2010",80,63
"7202",104594,"2011",NA,NA
"7203",104594,"2012",199,125
"7204",104594,"2015",136,70
"7205",104594,"2010",31,16
"7206",104594,"2014",106,73
"7207",104594,"2012",NA,NA
"7208",104594,"2014",208,124
"7209",104594,"2015",18,12
"7210",104594,"2013",NA,NA
"7211",104594,"2011",10,4
"7212",104594,"2010",2,0
"7213",104595,"2009",10,8
"7214",104597,"2005",201,126
"7215",104597,"2013",154,115
"7216",104597,"2006",155,90
"7217",104597,"2008",NA,NA
"7218",104597,"2007",219,130
"7219",104597,"2007",NA,NA
"7220",104597,"2018",6,5
"7221",104597,"2016",104,73
"7222",104597,"2017",68,32
"7223",104597,"2008",139,77
"7224",104597,"2014",NA,NA
"7225",104597,"2011",197,130
"7226",104597,"2006",129,104
"7227",104597,"2016",169,87
"7228",104597,"2015",73,53
"7229",104597,"2005",85,64
"7230",104597,"2011",177,90
"7231",104597,"2013",187,106
"7232",104597,"2017",36,20
"7233",104597,"2004",67,37
"7234",104597,"2003",0,0
"7235",104597,"2010",NA,NA
"7236",104597,"2015",145,74
"7237",104597,"2004",14,8
"7238",104597,"2009",167,86
"7239",104597,"2012",NA,NA
"7240",104597,"2009",NA,NA
"7241",104597,"2003",NA,NA
"7242",104600,"2015",NA,NA
"7243",104600,"2013",NA,NA
"7244",104600,"2012",NA,NA
"7245",104600,"2011",NA,NA
"7246",104600,"2010",NA,NA
"7247",104600,"2014",NA,NA
"7248",104600,"2009",NA,NA
"7249",104603,"2015",NA,NA
"7250",104603,"2009",NA,NA
"7251",104604,"2010",NA,NA
"7252",104604,"2014",NA,NA
"7253",104604,"2016",11,4
"7254",104604,"2017",9,7
"7255",104604,"2013",NA,NA
"7256",104604,"2015",NA,NA
"7257",104604,"2016",17,12
"7258",104604,"2011",NA,NA
"7259",104607,"2018",60,41
"7260",104607,"2014",NA,NA
"7261",104607,"2019",48,32
"7262",104607,"2006",191,93
"7263",104607,"2003",NA,NA
"7264",104607,"2008",NA,NA
"7265",104607,"2017",121,87
"7266",104607,"2006",NA,NA
"7267",104607,"2013",NA,NA
"7268",104607,"2015",209,147
"7269",104607,"2005",NA,NA
"7270",104607,"2004",NA,NA
"7271",104607,"2010",NA,NA
"7272",104607,"2007",NA,NA
"7273",104607,"2018",NA,NA
"7274",104607,"2019",69,38
"7275",104607,"2012",NA,NA
"7276",104607,"2015",171,91
"7277",104607,"2016",NA,NA
"7278",104607,"2009",NA,NA
"7279",104607,"2011",NA,NA
"7280",104607,"2017",NA,NA
"7281",104607,"2016",132,72
"7282",104607,"2003",18,10
"7283",104609,"2004",NA,NA
"7284",104609,"2009",NA,NA
"7285",104613,"2007",NA,NA
"7286",104615,"2013",NA,NA
"7287",104618,"2002",NA,NA
"7288",104618,"2009",NA,NA
"7289",104618,"2008",NA,NA
"7290",104618,"2003",NA,NA
"7291",104618,"2005",NA,NA
"7292",104619,"2008",NA,NA
"7293",104619,"2013",21,6
"7294",104619,"2006",NA,NA
"7295",104619,"2007",7,2
"7296",104619,"2015",NA,NA
"7297",104619,"2010",7,4
"7298",104619,"2009",NA,NA
"7299",104619,"2012",NA,NA
"7300",104619,"2011",17,12
"7301",104619,"2014",0,0
"7302",104619,"2013",NA,NA
"7303",104619,"2014",34,19
"7304",104619,"2011",NA,NA
"7305",104619,"2012",26,18
"7306",104619,"2007",NA,NA
"7307",104620,"2014",30,15
"7308",104620,"2006",30,17
"7309",104620,"2010",NA,NA
"7310",104620,"2019",11,5
"7311",104620,"2016",11,8
"7312",104620,"2007",NA,NA
"7313",104620,"2013",13,7
"7314",104620,"2008",NA,NA
"7315",104620,"2013",48,21
"7316",104620,"2017",7,2
"7317",104620,"2018",54,30
"7318",104620,"2014",NA,NA
"7319",104620,"2016",NA,NA
"7320",104620,"2009",NA,NA
"7321",104620,"2017",62,47
"7322",104620,"2011",NA,NA
"7323",104620,"2012",NA,NA
"7324",104620,"2015",NA,NA
"7325",104620,"2015",94,72
"7326",104620,"2018",34,24
"7327",104623,"2006",22,14
"7328",104623,"2009",1,0
"7329",104623,"2008",2,0
"7330",104623,"2009",NA,NA
"7331",104623,"2007",13,4
"7332",104623,"2012",NA,NA
"7333",104623,"2005",12,7
"7334",104627,"2013",9,4
"7335",104628,"2011",5,3
"7336",104628,"2011",1,0
"7337",104628,"2015",31,22
"7338",104628,"2016",15,8
"7339",104628,"2012",13,7
"7340",104628,"2013",1,0
"7341",104628,"2013",4,2
"7342",104628,"2007",6,3
"7343",104628,"2014",9,5
"7344",104628,"2008",3,3
"7345",104628,"2010",4,1
"7346",104628,"2014",6,3
"7347",104628,"2007",5,1
"7348",104628,"2008",22,9
"7349",104629,"2018",43,27
"7350",104629,"2019",5,3
"7351",104629,"2017",26,9
"7352",104629,"2018",17,12
"7353",104629,"2015",28,14
"7354",104629,"2013",22,12
"7355",104629,"2012",10,5
"7356",104629,"2017",10,7
"7357",104629,"2019",21,8
"7358",104629,"2015",14,11
"7359",104631,"2012",NA,NA
"7360",104631,"2013",NA,NA
"7361",104631,"2016",5,4
"7362",104631,"2010",NA,NA
"7363",104631,"2014",NA,NA
"7364",104631,"2015",NA,NA
"7365",104631,"2016",17,13
"7366",104633,"2011",12,9
"7367",104633,"2011",10,6
"7368",104635,"2007",44,31
"7369",104635,"2007",6,5
"7370",104635,"2005",7,6
"7371",104635,"2008",38,18
"7372",104639,"2009",71,42
"7373",104639,"2008",NA,NA
"7374",104639,"2005",9,5
"7375",104639,"2010",50,40
"7376",104639,"2008",98,67
"7377",104639,"2007",26,17
"7378",104639,"2004",31,17
"7379",104639,"2011",7,2
"7380",104639,"2012",46,30
"7381",104639,"2013",45,27
"7382",104639,"2009",122,68
"7383",104639,"2013",10,6
"7384",104639,"2010",NA,NA
"7385",104639,"2012",59,32
"7386",104639,"2014",61,35
"7387",104639,"2006",12,7
"7388",104639,"2007",27,16
"7389",104640,"2011",5,1
"7390",104644,"2009",6,1
"7391",104644,"2013",13,9
"7392",104644,"2012",9,5
"7393",104646,"2007",11,7
"7394",104651,"2013",47,34
"7395",104651,"2014",15,10
"7396",104651,"2013",92,52
"7397",104651,"2014",5,5
"7398",104654,"2010",NA,NA
"7399",104654,"2012",NA,NA
"7400",104655,"2007",17,10
"7401",104655,"2008",NA,NA
"7402",104655,"2006",NA,NA
"7403",104655,"2009",130,71
"7404",104655,"2018",98,60
"7405",104655,"2014",NA,NA
"7406",104655,"2019",NA,NA
"7407",104655,"2021",30,20
"7408",104655,"2021",101,56
"7409",104655,"2009",NA,NA
"7410",104655,"2020",53,40
"7411",104655,"2013",19,13
"7412",104655,"2022",45,27
"7413",104655,"2016",163,121
"7414",104655,"2011",NA,NA
"7415",104655,"2020",120,69
"7416",104655,"2011",123,74
"7417",104655,"2015",NA,NA
"7418",104655,"2005",NA,NA
"7419",104655,"2010",NA,NA
"7420",104655,"2018",67,41
"7421",104655,"2010",188,97
"7422",104655,"2013",49,30
"7423",104655,"2007",NA,NA
"7424",104655,"2004",NA,NA
"7425",104655,"2016",179,106
"7426",104655,"2019",181,104
"7427",104655,"2017",174,97
"7428",104655,"2017",86,58
"7429",104655,"2022",14,9
"7430",104655,"2014",101,57
"7431",104656,"2017",NA,NA
"7432",104656,"2017",23,15
"7433",104656,"2020",9,5
"7434",104656,"2019",NA,NA
"7435",104656,"2015",NA,NA
"7436",104656,"2012",NA,NA
"7437",104656,"2014",NA,NA
"7438",104656,"2018",5,1
"7439",104658,"2003",NA,NA
"7440",104658,"2007",NA,NA
"7441",104658,"2010",NA,NA
"7442",104658,"2008",NA,NA
"7443",104658,"2014",NA,NA
"7444",104658,"2005",NA,NA
"7445",104660,"2010",NA,NA
"7446",104660,"2008",NA,NA
"7447",104660,"2016",43,26
"7448",104660,"2008",30,20
"7449",104660,"2018",55,33
"7450",104660,"2009",NA,NA
"7451",104660,"2021",8,6
"7452",104660,"2015",NA,NA
"7453",104660,"2007",NA,NA
"7454",104660,"2012",NA,NA
"7455",104660,"2005",21,11
"7456",104660,"2021",36,22
"7457",104660,"2017",61,38
"7458",104660,"2013",NA,NA
"7459",104660,"2004",8,3
"7460",104660,"2015",122,94
"7461",104660,"2005",11,7
"7462",104660,"2006",NA,NA
"7463",104660,"2019",38,24
"7464",104660,"2011",NA,NA
"7465",104660,"2020",7,5
"7466",104660,"2016",111,59
"7467",104660,"2006",8,6
"7468",104660,"2020",19,11
"7469",104660,"2018",36,28
"7470",104660,"2017",16,10
"7471",104660,"2014",NA,NA
"7472",104660,"2019",NA,NA
"7473",104661,"2011",11,7
"7474",104661,"2011",6,4
"7475",104661,"2012",9,6
"7476",104661,"2010",5,3
"7477",104665,"2022",53,32
"7478",104665,"2020",110,58
"7479",104665,"2011",148,106
"7480",104665,"2008",66,38
"7481",104665,"2014",NA,NA
"7482",104665,"2023",29,12
"7483",104665,"2011",245,122
"7484",104665,"2020",19,14
"7485",104665,"2008",21,13
"7486",104665,"2007",12,10
"7487",104665,"2007",38,22
"7488",104665,"2021",NA,NA
"7489",104665,"2010",70,32
"7490",104665,"2016",56,29
"7491",104665,"2009",11,8
"7492",104665,"2009",103,48
"7493",104665,"2021",113,73
"7494",104665,"2022",144,79
"7495",104665,"2018",43,26
"7496",104665,"2012",276,135
"7497",104665,"2016",8,4
"7498",104665,"2013",326,181
"7499",104665,"2015",NA,NA
"7500",104665,"2012",140,86
"7501",104665,"2010",47,29
"7502",104665,"2019",NA,NA
"7503",104665,"2019",143,66
"7504",104665,"2018",58,26
"7505",104665,"2013",121,95
"7506",104667,"2012",14,10
"7507",104667,"2008",7,3
"7508",104667,"2014",5,1
"7509",104667,"2012",3,2
"7510",104672,"2016",21,16
"7511",104672,"2012",4,3
"7512",104672,"2018",3,3
"7513",104672,"2014",20,13
"7514",104672,"2015",28,17
"7515",104672,"2014",21,11
"7516",104672,"2018",8,4
"7517",104672,"2017",18,14
"7518",104672,"2016",34,20
"7519",104672,"2009",13,6
"7520",104672,"2017",66,40
"7521",104672,"2012",9,4
"7522",104672,"2011",55,28
"7523",104673,"2006",NA,NA
"7524",104673,"2010",NA,NA
"7525",104673,"2009",NA,NA
"7526",104673,"2013",NA,NA
"7527",104673,"2014",NA,NA
"7528",104673,"2008",NA,NA
"7529",104673,"2011",NA,NA
"7530",104673,"2012",NA,NA
"7531",104673,"2007",NA,NA
"7532",104676,"2008",24,20
"7533",104676,"2005",14,10
"7534",104676,"2009",110,72
"7535",104676,"2004",4,0
"7536",104676,"2004",2,0
"7537",104676,"2007",11,5
"7538",104676,"2013",25,16
"7539",104676,"2009",NA,NA
"7540",104676,"2014",39,21
"7541",104676,"2008",60,41
"7542",104676,"2016",9,4
"7543",104676,"2015",3,0
"7544",104676,"2012",NA,NA
"7545",104676,"2011",27,15
"7546",104676,"2005",1,0
"7547",104676,"2010",NA,NA
"7548",104676,"2006",22,12
"7549",104676,"2010",135,75
"7550",104676,"2012",15,11
"7551",104677,"2012",NA,NA
"7552",104677,"2011",NA,NA
"7553",104677,"2013",NA,NA
"7554",104677,"2017",6,3
"7555",104678,"2007",64,31
"7556",104678,"2016",210,144
"7557",104678,"2012",NA,NA
"7558",104678,"2020",10,9
"7559",104678,"2013",NA,NA
"7560",104678,"2019",37,25
"7561",104678,"2006",3,2
"7562",104678,"2020",NA,NA
"7563",104678,"2010",NA,NA
"7564",104678,"2007",36,19
"7565",104678,"2011",NA,NA
"7566",104678,"2014",28,15
"7567",104678,"2018",111,65
"7568",104678,"2018",31,19
"7569",104678,"2016",241,131
"7570",104678,"2006",5,1
"7571",104678,"2021",1,1
"7572",104678,"2017",NA,NA
"7573",104678,"2014",36,26
"7574",104678,"2015",NA,NA
"7575",104678,"2009",NA,NA
"7576",104678,"2021",19,7
"7577",104678,"2008",NA,NA
"7578",104678,"2019",24,14
"7579",104679,"2007",NA,NA
"7580",104681,"2011",6,2
"7581",104681,"2011",4,3
"7582",104681,"2004",7,3
"7583",104681,"2006",7,1
"7584",104684,"2007",5,3
"7585",104689,"2005",NA,NA
"7586",104692,"2008",5,2
"7587",104692,"2011",6,4
"7588",104693,"2012",12,9
"7589",104693,"2013",8,6
"7590",104695,"2010",4,2
"7591",104695,"2011",7,5
"7592",104695,"2011",2,1
"7593",104695,"2006",NA,NA
"7594",104695,"2015",NA,NA
"7595",104700,"2004",NA,NA
"7596",104700,"2009",NA,NA
"7597",104700,"2005",NA,NA
"7598",104700,"2006",NA,NA
"7599",104700,"2007",NA,NA
"7600",104702,"2011",NA,NA
"7601",104702,"2007",NA,NA
"7602",104702,"2005",NA,NA
"7603",104702,"2006",NA,NA
"7604",104702,"2008",NA,NA
"7605",104702,"2010",NA,NA
"7606",104702,"2012",NA,NA
"7607",104707,"2007",3,2
"7608",104707,"2007",21,14
"7609",104707,"2008",8,3
"7610",104712,"2006",NA,NA
"7611",104714,"2011",54,27
"7612",104714,"2015",18,12
"7613",104714,"2011",13,10
"7614",104714,"2014",28,24
"7615",104714,"2013",84,51
"7616",104714,"2013",26,19
"7617",104714,"2014",101,58
"7618",104714,"2010",23,15
"7619",104714,"2015",13,10
"7620",104714,"2006",6,2
"7621",104714,"2007",9,4
"7622",104714,"2010",48,27
"7623",104714,"2012",0,0
"7624",104714,"2012",13,7
"7625",104717,"2009",42,22
"7626",104717,"2008",34,23
"7627",104717,"2010",1,0
"7628",104717,"2004",3,0
"7629",104717,"2010",19,9
"7630",104717,"2008",20,14
"7631",104717,"2009",11,8
"7632",104717,"2005",32,20
"7633",104718,"2011",NA,NA
"7634",104719,"2011",131,81
"7635",104719,"2009",119,75
"7636",104719,"2006",22,11
"7637",104719,"2016",211,127
"7638",104719,"2013",NA,NA
"7639",104719,"2007",9,4
"7640",104719,"2010",113,68
"7641",104719,"2015",157,76
"7642",104719,"2011",180,88
"7643",104719,"2009",215,117
"7644",104719,"2010",201,111
"7645",104719,"2014",96,60
"7646",104719,"2017",17,13
"7647",104719,"2013",167,102
"7648",104719,"2017",143,72
"7649",104719,"2012",182,88
"7650",104719,"2019",22,19
"7651",104719,"2008",84,62
"7652",104719,"2018",9,7
"7653",104719,"2008",206,120
"7654",104719,"2016",NA,NA
"7655",104719,"2007",17,9
"7656",104719,"2018",44,23
"7657",104719,"2014",229,115
"7658",104719,"2015",74,58
"7659",104719,"2019",77,35
"7660",104719,"2012",NA,NA
"7661",104721,"2009",41,18
"7662",104721,"2010",41,26
"7663",104721,"2013",15,8
"7664",104721,"2009",32,21
"7665",104721,"2010",16,12
"7666",104721,"2008",25,10
"7667",104721,"2008",8,4
"7668",104724,"2009",135,72
"7669",104724,"2009",21,11
"7670",104724,"2007",9,4
"7671",104724,"2011",54,33
"7672",104724,"2008",138,87
"7673",104724,"2012",NA,NA
"7674",104724,"2008",74,58
"7675",104724,"2011",NA,NA
"7676",104724,"2010",NA,NA
"7677",104724,"2012",29,20
"7678",104729,"2011",5,0
"7679",104729,"2012",8,5
"7680",104731,"2011",NA,NA
"7681",104731,"2022",0,0
"7682",104731,"2022",30,20
"7683",104731,"2009",8,6
"7684",104731,"2007",6,3
"7685",104731,"2009",38,20
"7686",104731,"2011",211,132
"7687",104731,"2023",8,7
"7688",104731,"2019",47,31
"7689",104731,"2017",121,79
"7690",104731,"2015",163,95
"7691",104731,"2015",167,128
"7692",104731,"2012",NA,NA
"7693",104731,"2021",44,30
"7694",104731,"2023",25,17
"7695",104731,"2020",59,39
"7696",104731,"2021",83,55
"7697",104731,"2020",72,46
"7698",104731,"2014",NA,NA
"7699",104731,"2010",38,26
"7700",104731,"2010",124,63
"7701",104731,"2016",168,113
"7702",104731,"2016",40,25
"7703",104731,"2014",214,145
"7704",104731,"2013",177,109
"7705",104731,"2018",NA,NA
"7706",104731,"2019",27,21
"7707",104731,"2008",NA,NA
"7708",104731,"2017",106,79
"7709",104731,"2013",150,106
"7710",104731,"2012",167,99
"7711",104732,"2011",5,2
"7712",104732,"2006",12,6
"7713",104732,"2005",9,5
"7714",104735,"2008",8,2
"7715",104735,"2012",201,105
"7716",104735,"2017",6,3
"7717",104735,"2011",68,47
"7718",104735,"2015",40,16
"7719",104735,"2012",30,13
"7720",104735,"2016",29,19
"7721",104735,"2019",15,9
"7722",104735,"2013",95,66
"7723",104735,"2007",6,1
"7724",104735,"2011",199,102
"7725",104735,"2015",10,4
"7726",104735,"2010",79,43
"7727",104735,"2017",24,18
"7728",104735,"2010",60,43
"7729",104735,"2016",33,10
"7730",104735,"2014",NA,NA
"7731",104735,"2013",NA,NA
"7732",104736,"2011",NA,NA
"7733",104736,"2009",NA,NA
"7734",104736,"2005",NA,NA
"7735",104736,"2008",NA,NA
"7736",104736,"2006",NA,NA
"7737",104736,"2016",15,11
"7738",104736,"2010",NA,NA
"7739",104736,"2014",NA,NA
"7740",104736,"2016",14,5
"7741",104736,"2012",NA,NA
"7742",104736,"2013",NA,NA
"7743",104736,"2015",NA,NA
"7744",104736,"2007",NA,NA
"7745",104738,"2009",6,2
"7746",104738,"2011",12,6
"7747",104738,"2011",7,5
"7748",104738,"2004",NA,NA
"7749",104739,"2010",7,4
"7750",104743,"2005",NA,NA
"7751",104745,"2019",NA,NA
"7752",104745,"2009",114,60
"7753",104745,"2002",9,5
"7754",104745,"2018",231,162
"7755",104745,"2015",NA,NA
"7756",104745,"2007",112,56
"7757",104745,"2018",62,44
"7758",104745,"2013",NA,NA
"7759",104745,"2021",51,29
"7760",104745,"2007",NA,NA
"7761",104745,"2002",9,6
"7762",104745,"2008",83,47
"7763",104745,"2010",258,187
"7764",104745,"2011",NA,NA
"7765",104745,"2010",64,36
"7766",104745,"2020",97,66
"7767",104745,"2015",158,83
"7768",104745,"2003",NA,NA
"7769",104745,"2008",NA,NA
"7770",104745,"2021",130,90
"7771",104745,"2014",91,51
"7772",104745,"2011",142,73
"7773",104745,"2023",11,7
"7774",104745,"2006",NA,NA
"7775",104745,"2009",NA,NA
"7776",104745,"2004",NA,NA
"7777",104745,"2005",NA,NA
"7778",104745,"2024",72,40
"7779",104745,"2014",NA,NA
"7780",104745,"2006",96,57
"7781",104745,"2020",63,42
"7782",104745,"2003",74,58
"7783",104745,"2012",179,137
"7784",104745,"2022",NA,NA
"7785",104745,"2017",NA,NA
"7786",104745,"2005",104,59
"7787",104745,"2024",64,39
"7788",104745,"2023",32,19
"7789",104745,"2012",NA,NA
"7790",104745,"2016",NA,NA
"7791",104745,"2013",64,43
"7792",104753,"2008",NA,NA
"7793",104753,"2004",NA,NA
"7794",104753,"2006",NA,NA
"7795",104753,"2005",NA,NA
"7796",104753,"2007",NA,NA
"7797",104755,"2018",NA,NA
"7798",104755,"2008",NA,NA
"7799",104755,"2024",88,51
"7800",104755,"2010",NA,NA
"7801",104755,"2023",NA,NA
"7802",104755,"2005",NA,NA
"7803",104755,"2018",140,87
"7804",104755,"2015",139,82
"7805",104755,"2007",NA,NA
"7806",104755,"2019",NA,NA
"7807",104755,"2024",8,4
"7808",104755,"2012",206,151
"7809",104755,"2021",NA,NA
"7810",104755,"2004",104,55
"7811",104755,"2002",24,14
"7812",104755,"2020",99,54
"7813",104755,"2010",156,111
"7814",104755,"2012",162,86
"7815",104755,"2011",NA,NA
"7816",104755,"2006",NA,NA
"7817",104755,"2021",60,37
"7818",104755,"2013",NA,NA
"7819",104755,"2014",NA,NA
"7820",104755,"2019",91,64
"7821",104755,"2017",142,82
"7822",104755,"2017",149,104
"7823",104755,"2009",138,75
"7824",104755,"2009",NA,NA
"7825",104755,"2002",52,27
"7826",104755,"2013",188,106
"7827",104755,"2020",48,36
"7828",104755,"2015",155,108
"7829",104755,"2003",58,30
"7830",104755,"2003",4,3
"7831",104755,"2004",78,51
"7832",104755,"2022",NA,NA
"7833",104755,"2016",161,83
"7834",104755,"2022",156,78
"7835",104755,"2016",162,111
"7836",104760,"2005",15,9
"7837",104760,"2007",6,4
"7838",104760,"2006",13,6
"7839",104760,"2006",2,1
"7840",104763,"2012",NA,NA
"7841",104763,"2007",NA,NA
"7842",104763,"2017",9,4
"7843",104763,"2011",NA,NA
"7844",104763,"2014",NA,NA
"7845",104763,"2013",NA,NA
"7846",104763,"2016",11,4
"7847",104763,"2010",NA,NA
"7848",104763,"2015",NA,NA
"7849",104763,"2008",NA,NA
"7850",104768,"2008",NA,NA
"7851",104768,"2006",NA,NA
"7852",104768,"2013",NA,NA
"7853",104768,"2014",NA,NA
"7854",104768,"2007",NA,NA
"7855",104768,"2012",NA,NA
"7856",104770,"2008",24,12
"7857",104770,"2010",NA,NA
"7858",104770,"2013",27,11
"7859",104770,"2012",34,23
"7860",104770,"2015",20,15
"7861",104770,"2010",28,14
"7862",104770,"2006",8,4
"7863",104770,"2014",NA,NA
"7864",104770,"2011",NA,NA
"7865",104770,"2012",3,1
"7866",104770,"2007",8,3
"7867",104775,"2005",NA,NA
"7868",104775,"2011",NA,NA
"7869",104775,"2012",NA,NA
"7870",104775,"2010",NA,NA
"7871",104775,"2009",NA,NA
"7872",104775,"2007",NA,NA
"7873",104778,"2012",6,3
"7874",104778,"2011",8,3
"7875",104779,"2012",21,12
"7876",104779,"2006",NA,NA
"7877",104779,"2011",NA,NA
"7878",104779,"2013",21,12
"7879",104779,"2008",NA,NA
"7880",104779,"2010",NA,NA
"7881",104779,"2010",26,17
"7882",104779,"2007",11,8
"7883",104779,"2012",7,4
"7884",104779,"2007",NA,NA
"7885",104781,"2008",6,2
"7886",104783,"2008",11,4
"7887",104783,"2008",33,20
"7888",104783,"2010",10,7
"7889",104783,"2007",0,0
"7890",104783,"2015",10,4
"7891",104783,"2006",4,4
"7892",104783,"2006",26,16
"7893",104783,"2005",7,3
"7894",104783,"2012",4,0
"7895",104783,"2011",6,4
"7896",104783,"2007",14,7
"7897",104789,"2011",12,5
"7898",104789,"2014",NA,NA
"7899",104789,"2006",NA,NA
"7900",104789,"2010",NA,NA
"7901",104789,"2008",NA,NA
"7902",104789,"2009",NA,NA
"7903",104789,"2012",NA,NA
"7904",104792,"2004",21,13
"7905",104792,"2012",NA,NA
"7906",104792,"2005",184,89
"7907",104792,"2004",18,10
"7908",104792,"2020",59,41
"7909",104792,"2020",69,40
"7910",104792,"2010",NA,NA
"7911",104792,"2015",NA,NA
"7912",104792,"2022",53,40
"7913",104792,"2008",163,111
"7914",104792,"2015",171,112
"7915",104792,"2022",45,20
"7916",104792,"2013",187,102
"7917",104792,"2014",125,65
"7918",104792,"2024",NA,NA
"7919",104792,"2021",NA,NA
"7920",104792,"2005",151,89
"7921",104792,"2006",180,104
"7922",104792,"2014",NA,NA
"7923",104792,"2008",130,69
"7924",104792,"2019",NA,NA
"7925",104792,"2023",NA,NA
"7926",104792,"2024",128,92
"7927",104792,"2018",NA,NA
"7928",104792,"2012",110,63
"7929",104792,"2018",160,82
"7930",104792,"2016",127,80
"7931",104792,"2009",NA,NA
"7932",104792,"2016",NA,NA
"7933",104792,"2007",105,73
"7934",104792,"2011",NA,NA
"7935",104792,"2007",157,82
"7936",104792,"2013",184,135
"7937",104792,"2017",97,61
"7938",104792,"2019",191,132
"7939",104792,"2009",179,128
"7940",104792,"2006",126,80
"7941",104792,"2017",145,90
"7942",104792,"2023",84,56
"7943",104797,"2018",151,92
"7944",104797,"2014",NA,NA
"7945",104797,"2006",NA,NA
"7946",104797,"2005",NA,NA
"7947",104797,"2008",21,11
"7948",104797,"2020",28,15
"7949",104797,"2019",12,8
"7950",104797,"2017",111,83
"7951",104797,"2016",168,85
"7952",104797,"2012",NA,NA
"7953",104797,"2010",NA,NA
"7954",104797,"2008",NA,NA
"7955",104797,"2022",1,1
"7956",104797,"2022",NA,NA
"7957",104797,"2010",243,145
"7958",104797,"2007",NA,NA
"7959",104797,"2019",82,52
"7960",104797,"2015",NA,NA
"7961",104797,"2016",37,22
"7962",104797,"2013",NA,NA
"7963",104797,"2011",NA,NA
"7964",104797,"2009",NA,NA
"7965",104797,"2017",149,83
"7966",104797,"2021",NA,NA
"7967",104797,"2018",62,43
"7968",104800,"2010",NA,NA
"7969",104800,"2008",NA,NA
"7970",104800,"2006",NA,NA
"7971",104802,"2016",8,5
"7972",104802,"2015",4,0
"7973",104803,"2012",NA,NA
"7974",104803,"2014",NA,NA
"7975",104803,"2013",15,9
"7976",104804,"2012",NA,NA
"7977",104804,"2019",11,5
"7978",104804,"2011",NA,NA
"7979",104804,"2014",NA,NA
"7980",104804,"2016",7,1
"7981",104804,"2015",NA,NA
"7982",104804,"2016",26,13
"7983",104804,"2013",NA,NA
"7984",104807,"2004",NA,NA
"7985",104807,"2008",NA,NA
"7986",104807,"2010",9,3
"7987",104807,"2009",6,1
"7988",104807,"2013",5,1
"7989",104807,"2006",NA,NA
"7990",104807,"2012",NA,NA
"7991",104810,"2011",15,7
"7992",104810,"2017",22,13
"7993",104810,"2015",NA,NA
"7994",104810,"2012",10,5
"7995",104810,"2019",3,1
"7996",104810,"2019",NA,NA
"7997",104810,"2018",11,8
"7998",104810,"2016",15,7
"7999",104810,"2023",5,1
"8000",104810,"2008",NA,NA
"8001",104812,"2005",33,21
