"","player_id","year","serves","serves_won"
"15359",208230,"2023",172,94
"15360",208230,"2024",182,128
"15361",208233,"2023",122,82
"15362",208233,"2024",786,486
"15363",208233,"2024",427,308
"15364",208260,"2023",229,133
"15365",208260,"2021",187,109
"15366",208260,"2022",90,53
"15367",208260,"2024",267,178
"15368",208260,"2023",117,75
"15369",208260,"2021",133,95
"15370",208260,"2019",183,103
"15371",208260,"2024",742,436
"15372",208278,"2023",273,172
"15373",208278,"2021",95,40
"15374",208278,"2023",NA,NA
"15375",208278,"2022",NA,NA
"15376",208278,"2024",585,336
"15377",208279,"2024",195,117
"15378",208279,"2024",77,45
"15379",208286,"2024",2395,1567
"15380",208286,"2024",2199,1265
"15381",208286,"2023",1653,1077
"15382",208286,"2023",1480,880
"15383",208286,"2022",317,203
"15384",208293,"2024",NA,NA
"15385",208293,"2023",NA,NA
"15386",208300,"2023",120,66
"15387",208300,"2024",40,17
"15388",208300,"2023",139,96
"15389",208317,"2021",42,13
"15390",208353,"2022",69,42
"15391",208361,"2023",NA,NA
"15392",208361,"2024",432,242
"15393",208361,"2024",219,153
"15394",208363,"2024",1879,1023
"15395",208363,"2024",1332,836
"15396",208364,"2024",82,39
"15397",208364,"2023",NA,NA
"15398",208364,"2020",90,38
"15399",208364,"2024",239,143
"15400",208367,"2021",69,47
"15401",208414,"2022",70,45
"15402",208476,"2019",NA,NA
"15403",208485,"2024",164,101
"15404",208485,"2023",136,71
"15405",208485,"2022",NA,NA
"15406",208485,"2024",54,37
"15407",208502,"2024",441,266
"15408",208502,"2023",863,586
"15409",208502,"2022",388,243
"15410",208502,"2024",283,203
"15411",208502,"2021",238,156
"15412",208502,"2021",364,241
"15413",208502,"2023",846,519
"15414",208502,"2022",570,409
"15415",208518,"2020",NA,NA
"15416",208597,"2024",80,48
"15417",208653,"2022",NA,NA
"15418",208659,"2024",NA,NA
"15419",208659,"2024",1042,676
"15420",208659,"2023",154,107
"15421",208659,"2023",305,199
"15422",208819,"2022",143,78
"15423",208819,"2024",55,29
"15424",208819,"2023",109,63
"15425",208843,"2024",NA,NA
"15426",208843,"2021",50,28
"15427",208843,"2024",109,74
"15428",208852,"2023",86,58
"15429",208852,"2023",121,62
"15430",208852,"2024",104,65
"15431",208859,"2023",130,84
"15432",208859,"2022",304,161
"15433",208859,"2022",195,133
"15434",208859,"2024",212,154
"15435",208859,"2024",237,142
"15436",208859,"2023",248,139
"15437",208882,"2024",241,125
"15438",208882,"2024",99,57
"15439",208937,"2021",58,34
"15440",208937,"2023",NA,NA
"15441",208937,"2021",99,53
"15442",208937,"2019",NA,NA
"15443",208937,"2022",NA,NA
"15444",209070,"2021",209,121
"15445",209070,"2023",329,196
"15446",209070,"2024",1059,631
"15447",209070,"2021",95,68
"15448",209070,"2024",898,639
"15449",209080,"2022",96,54
"15450",209080,"2023",NA,NA
"15451",209080,"2022",63,42
"15452",209080,"2020",NA,NA
"15453",209080,"2024",117,76
"15454",209098,"2024",699,514
"15455",209098,"2024",729,446
"15456",209098,"2022",111,64
"15457",209098,"2021",69,39
"15458",209098,"2023",NA,NA
"15459",209098,"2023",632,375
"15460",209113,"2023",165,129
"15461",209113,"2022",NA,NA
"15462",209113,"2024",680,463
"15463",209113,"2024",862,483
"15464",209113,"2023",460,279
"15465",209119,"2020",NA,NA
"15466",209120,"2024",87,54
"15467",209120,"2024",75,43
"15468",209120,"2023",NA,NA
"15469",209147,"2024",NA,NA
"15470",209147,"2023",NA,NA
"15471",209147,"2021",74,40
"15472",209147,"2024",83,53
"15473",209188,"2019",NA,NA
"15474",209191,"2023",NA,NA
"15475",209191,"2024",NA,NA
"15476",209209,"2024",198,105
"15477",209209,"2023",393,233
"15478",209209,"2022",NA,NA
"15479",209209,"2024",156,91
"15480",209209,"2023",254,171
"15481",209209,"2022",111,60
"15482",209225,"2020",NA,NA
"15483",209225,"2021",81,38
"15484",209225,"2024",39,14
"15485",209226,"2020",NA,NA
"15486",209226,"2021",50,22
"15487",209226,"2019",NA,NA
"15488",209238,"2019",NA,NA
"15489",209259,"2023",101,56
"15490",209259,"2024",167,97
"15491",209260,"2024",NA,NA
"15492",209260,"2024",2071,1223
"15493",209260,"2023",58,41
"15494",209260,"2023",122,68
"15495",209262,"2021",67,39
"15496",209262,"2024",315,197
"15497",209262,"2024",154,103
"15498",209263,"2024",98,44
"15499",209263,"2024",78,50
"15500",209278,"2024",56,32
"15501",209278,"2023",NA,NA
"15502",209279,"2024",731,426
"15503",209279,"2023",70,47
"15504",209279,"2023",189,118
"15505",209279,"2024",171,119
"15506",209280,"2023",NA,NA
"15507",209284,"2023",NA,NA
"15508",209284,"2022",NA,NA
"15509",209284,"2024",NA,NA
"15510",209294,"2023",NA,NA
"15511",209294,"2024",46,32
"15512",209318,"2024",71,44
"15513",209318,"2024",53,22
"15514",209354,"2024",47,28
"15515",209354,"2024",NA,NA
"15516",209362,"2024",NA,NA
"15517",209362,"2024",87,58
"15518",209362,"2022",49,22
"15519",209362,"2022",70,47
"15520",209403,"2024",NA,NA
"15521",209405,"2023",143,79
"15522",209405,"2024",51,29
"15523",209406,"2023",189,116
"15524",209406,"2023",580,331
"15525",209406,"2024",200,113
"15526",209409,"2019",NA,NA
"15527",209409,"2022",NA,NA
"15528",209409,"2024",384,222
"15529",209409,"2024",186,133
"15530",209409,"2023",NA,NA
"15531",209414,"2023",1015,647
"15532",209414,"2023",1718,1001
"15533",209414,"2022",106,59
"15534",209414,"2024",826,553
"15535",209414,"2024",1335,788
"15536",209857,"2023",67,45
"15537",209857,"2023",305,167
"15538",209857,"2024",136,98
"15539",209857,"2024",156,113
"15540",209857,"2021",66,36
"15541",209857,"2022",124,75
"15542",209860,"2024",76,47
"15543",209860,"2024",NA,NA
"15544",209860,"2023",NA,NA
"15545",209863,"2024",132,81
"15546",209863,"2022",95,51
"15547",209863,"2023",386,234
"15548",209863,"2021",52,30
"15549",209863,"2023",65,47
"15550",209863,"2024",NA,NA
"15551",209866,"2020",NA,NA
"15552",209866,"2022",NA,NA
"15553",209866,"2023",NA,NA
"15554",209867,"2021",57,26
"15555",209867,"2021",77,42
"15556",209867,"2020",40,15
"15557",209868,"2022",NA,NA
"15558",209868,"2023",NA,NA
"15559",209868,"2024",84,46
"15560",209868,"2021",75,42
"15561",209868,"2020",43,18
"15562",209868,"2024",160,85
"15563",209869,"2020",NA,NA
"15564",209869,"2024",88,51
"15565",209870,"2020",NA,NA
"15566",209870,"2021",51,22
"15567",209871,"2022",NA,NA
"15568",209871,"2024",52,35
"15569",209871,"2022",63,43
"15570",209871,"2020",NA,NA
"15571",209871,"2024",NA,NA
"15572",209871,"2023",NA,NA
"15573",209872,"2020",NA,NA
"15574",209873,"2020",NA,NA
"15575",209874,"2024",67,42
"15576",209874,"2020",NA,NA
"15577",209874,"2024",NA,NA
"15578",209890,"2022",123,64
"15579",209890,"2024",122,77
"15580",209903,"2024",NA,NA
"15581",209903,"2024",59,37
"15582",209903,"2021",111,70
"15583",209907,"2023",NA,NA
"15584",209907,"2024",59,31
"15585",209907,"2022",NA,NA
"15586",209914,"2023",NA,NA
"15587",209916,"2024",86,46
"15588",209916,"2021",78,38
"15589",209916,"2022",116,66
"15590",209916,"2023",71,37
"15591",209920,"2024",204,130
"15592",209931,"2024",25,15
"15593",209943,"2024",153,66
"15594",209950,"2022",113,67
"15595",209950,"2023",1431,872
"15596",209950,"2024",2849,1966
"15597",209950,"2023",NA,NA
"15598",209950,"2024",2263,1368
"15599",209964,"2024",62,43
"15600",209971,"2024",71,43
"15601",209971,"2022",NA,NA
"15602",209976,"2023",157,115
"15603",209976,"2023",384,215
"15604",209976,"2024",214,118
"15605",209976,"2022",50,21
"15606",209992,"2023",748,434
"15607",209992,"2024",NA,NA
"15608",209992,"2024",2150,1461
"15609",209992,"2022",231,129
"15610",209992,"2023",304,216
"15611",210012,"2024",NA,NA
"15612",210012,"2024",165,87
"15613",210012,"2023",54,29
"15614",210025,"2024",53,28
"15615",210039,"2024",67,42
"15616",210053,"2024",59,33
"15617",210097,"2023",2146,1353
"15618",210097,"2023",2239,1585
"15619",210097,"2024",3527,2557
"15620",210097,"2024",2439,1560
"15621",210097,"2022",339,223
"15622",210097,"2022",199,147
"15623",210105,"2024",NA,NA
"15624",210107,"2021",78,41
"15625",210107,"2022",81,46
"15626",210107,"2023",NA,NA
"15627",210107,"2022",NA,NA
"15628",210119,"2024",98,56
"15629",210119,"2022",NA,NA
"15630",210119,"2023",NA,NA
"15631",210136,"2024",99,66
"15632",210136,"2023",53,41
"15633",210136,"2024",143,79
"15634",210136,"2022",NA,NA
"15635",210136,"2023",75,53
"15636",210142,"2022",NA,NA
"15637",210150,"2024",2143,1423
"15638",210150,"2023",57,22
"15639",210150,"2024",1782,1064
"15640",210150,"2023",277,203
"15641",210178,"2024",47,31
"15642",210178,"2023",NA,NA
"15643",210200,"2024",192,114
"15644",210200,"2024",49,24
"15645",210200,"2023",NA,NA
"15646",210202,"2024",140,105
"15647",210202,"2024",207,117
"15648",210202,"2023",NA,NA
"15649",210202,"2022",46,21
"15650",210202,"2023",116,59
"15651",210220,"2023",NA,NA
"15652",210220,"2022",NA,NA
"15653",210220,"2024",NA,NA
"15654",210249,"2024",46,19
"15655",210250,"2021",56,22
"15656",210262,"2024",NA,NA
"15657",210274,"2023",NA,NA
"15658",210274,"2021",58,28
"15659",210274,"2024",56,44
"15660",210274,"2024",98,64
"15661",210274,"2022",76,48
"15662",210308,"2022",54,33
"15663",210308,"2024",50,35
"15664",210312,"2024",89,68
"15665",210317,"2024",307,177
"15666",210319,"2023",47,34
"15667",210319,"2024",93,57
"15668",210319,"2023",225,126
"15669",210319,"2024",239,143
"15670",210340,"2023",101,64
"15671",210340,"2023",156,88
"15672",210382,"2024",71,34
"15673",210460,"2024",162,99
"15674",210460,"2024",64,44
"15675",210464,"2024",108,50
"15676",210494,"2024",58,27
"15677",210506,"2024",2618,1532
"15678",210506,"2023",566,387
"15679",210506,"2024",2420,1662
"15680",210506,"2023",665,404
"15681",210530,"2024",292,162
"15682",210530,"2023",116,55
"15683",210530,"2022",111,63
"15684",210530,"2024",502,329
"15685",210535,"2024",33,12
"15686",210680,"2023",NA,NA
"15687",210686,"2024",121,77
"15688",210686,"2024",133,77
"15689",210686,"2023",NA,NA
"15690",210696,"2024",141,79
"15691",210696,"2023",69,47
"15692",210721,"2024",42,28
"15693",210740,"2023",80,51
"15694",210753,"2024",127,61
"15695",210753,"2023",NA,NA
"15696",210753,"2022",NA,NA
"15697",211326,"2023",NA,NA
"15698",211346,"2022",52,39
"15699",211346,"2023",64,37
"15700",211346,"2022",59,36
"15701",211346,"2024",35,12
"15702",211415,"2019",NA,NA
"15703",211451,"2024",52,35
"15704",211451,"2022",138,79
"15705",211458,"2022",NA,NA
"15706",211468,"2022",NA,NA
"15707",211514,"2024",74,48
"15708",211514,"2024",73,47
"15709",211570,"2023",NA,NA
"15710",211570,"2024",107,58
"15711",211570,"2022",NA,NA
"15712",211571,"2022",NA,NA
"15713",211571,"2024",161,93
"15714",211571,"2023",NA,NA
"15715",211572,"2022",NA,NA
"15716",211573,"2022",NA,NA
"15717",211638,"2024",75,52
"15718",211663,"2023",49,22
"15719",211663,"2024",829,591
"15720",211663,"2024",557,327
"15721",211768,"2023",59,31
"15722",211776,"2022",63,31
"15723",211902,"2024",176,105
"15724",212021,"2024",98,56
"15725",212021,"2024",200,115
"15726",212021,"2023",121,71
"15727",212037,"2023",NA,NA
"15728",212038,"2023",NA,NA
"15729",212040,"2023",NA,NA
"15730",212041,"2023",NA,NA
"15731",212044,"2024",264,172
"15732",212044,"2023",NA,NA
"15733",212044,"2024",285,179
"15734",212051,"2023",NA,NA
"15735",212051,"2024",36,25
"15736",212051,"2024",116,49
"15737",212063,"2024",70,40
"15738",212063,"2024",NA,NA
"15739",212082,"2024",114,63
"15740",212203,"2024",64,28
"15741",212717,"2024",112,66
"15742",212718,"2024",35,13
"15743",212719,"2024",58,27
"15744",212720,"2024",48,20
"15745",212720,"2024",40,29
"15746",212721,"2024",82,56
"15747",212722,"2024",83,52
"15748",212733,"2024",112,60
"15749",212866,"2024",76,44
"15750",212970,"2024",53,24
"15751",200001,"2000",NA,NA
"15752",200001,"1997",NA,NA
"15753",200001,"2001",NA,NA
"15754",200001,"1996",NA,NA
"15755",200001,"2015",NA,NA
"15756",200001,"2006",NA,NA
"15757",200001,"2002",NA,NA
"15758",200001,"1999",NA,NA
"15759",200001,"1995",NA,NA
"15760",200001,"2005",NA,NA
"15761",200001,"1998",NA,NA
"15762",200001,"2007",NA,NA
"15763",200001,"1994",NA,NA
"15764",200002,"2014",878,556
"15765",200002,"2010",NA,NA
"15766",200002,"1997",NA,NA
"15767",200002,"1999",NA,NA
"15768",200002,"1996",NA,NA
"15769",200002,"2013",NA,NA
"15770",200002,"1998",NA,NA
"15771",200002,"2018",209,119
"15772",200002,"2018",148,71
"15773",200002,"2016",850,506
"15774",200002,"2002",NA,NA
"15775",200002,"2009",NA,NA
"15776",200002,"2007",NA,NA
"15777",200002,"2016",1299,650
"15778",200002,"2003",NA,NA
"15779",200002,"2017",1214,627
"15780",200002,"2011",NA,NA
"15781",200002,"2015",NA,NA
"15782",200002,"2001",NA,NA
"15783",200002,"2012",NA,NA
"15784",200002,"2017",1680,980
"15785",200002,"2000",NA,NA
"15786",200002,"2014",521,261
"15787",200003,"2001",NA,NA
"15788",200003,"2006",507,309
"15789",200003,"2007",334,188
"15790",200003,"2000",NA,NA
"15791",200003,"2011",134,86
"15792",200003,"2008",NA,NA
"15793",200003,"1999",NA,NA
"15794",200003,"2011",79,45
"15795",200003,"2004",NA,NA
"15796",200003,"2010",NA,NA
"15797",200003,"2006",NA,NA
"15798",200003,"2007",NA,NA
"15799",200003,"2005",NA,NA
"15800",200003,"2002",NA,NA
"15801",200003,"2003",NA,NA
"15802",200003,"2008",293,143
"15803",200007,"1997",NA,NA
"15804",200007,"2005",NA,NA
"15805",200007,"1996",NA,NA
"15806",200007,"2000",NA,NA
"15807",200007,"1993",NA,NA
"15808",200007,"2003",NA,NA
"15809",200007,"2001",NA,NA
"15810",200007,"1995",NA,NA
"15811",200007,"1994",NA,NA
"15812",200007,"2002",NA,NA
"15813",200007,"1998",NA,NA
"15814",200007,"1999",NA,NA
"15815",200007,"2004",NA,NA
"15816",200008,"2008",86,57
"15817",200008,"1998",NA,NA
"15818",200008,"2003",NA,NA
"15819",200008,"2006",NA,NA
"15820",200008,"1999",NA,NA
"15821",200008,"2011",170,98
"15822",200008,"2008",NA,NA
"15823",200008,"2000",NA,NA
"15824",200008,"2002",NA,NA
"15825",200008,"2005",NA,NA
"15826",200008,"2001",NA,NA
"15827",200008,"1997",NA,NA
"15828",200008,"2004",NA,NA
"15829",200008,"1996",NA,NA
"15830",200008,"2011",90,41
"15831",200008,"2010",NA,NA
"15832",200008,"2007",NA,NA
"15833",200009,"1996",NA,NA
"15834",200009,"2011",569,273
"15835",200009,"2010",NA,NA
"15836",200009,"2004",NA,NA
"15837",200009,"2003",NA,NA
"15838",200009,"2006",NA,NA
"15839",200009,"2008",NA,NA
"15840",200009,"2009",NA,NA
"15841",200009,"1995",NA,NA
"15842",200009,"2015",NA,NA
"15843",200009,"2012",NA,NA
"15844",200009,"2015",58,27
"15845",200009,"1993",NA,NA
"15846",200009,"1997",NA,NA
"15847",200009,"2000",NA,NA
"15848",200009,"2002",NA,NA
"15849",200009,"2005",NA,NA
"15850",200009,"2001",NA,NA
"15851",200009,"2007",NA,NA
"15852",200009,"1998",NA,NA
"15853",200009,"1999",NA,NA
"15854",200009,"2011",227,147
"15855",200009,"1994",NA,NA
"15856",200010,"2002",NA,NA
"15857",200010,"2005",NA,NA
"15858",200010,"1997",NA,NA
"15859",200010,"1999",NA,NA
"15860",200010,"2004",NA,NA
"15861",200010,"1995",NA,NA
"15862",200010,"1993",NA,NA
"15863",200010,"1991",NA,NA
"15864",200010,"2003",NA,NA
"15865",200010,"2001",NA,NA
"15866",200010,"1996",NA,NA
"15867",200010,"2000",NA,NA
"15868",200010,"1998",NA,NA
"15869",200010,"1994",NA,NA
"15870",200011,"2002",NA,NA
"15871",200011,"2010",NA,NA
"15872",200011,"2005",NA,NA
"15873",200011,"2003",NA,NA
"15874",200011,"2000",NA,NA
"15875",200011,"2009",168,96
"15876",200011,"2007",NA,NA
"15877",200011,"2006",NA,NA
"15878",200011,"2001",NA,NA
"15879",200011,"2008",NA,NA
"15880",200011,"2004",NA,NA
"15881",200011,"1999",NA,NA
"15882",200011,"2009",362,180
"15883",200014,"2002",NA,NA
"15884",200014,"1998",NA,NA
"15885",200014,"2007",NA,NA
"15886",200014,"2006",NA,NA
"15887",200014,"2004",NA,NA
"15888",200014,"2009",NA,NA
"15889",200014,"2005",NA,NA
"15890",200014,"1999",NA,NA
"15891",200014,"1995",NA,NA
"15892",200014,"2008",NA,NA
"15893",200014,"2003",NA,NA
"15894",200014,"2000",NA,NA
"15895",200014,"2001",NA,NA
"15896",200015,"2004",NA,NA
"15897",200015,"2005",78,47
"15898",200015,"2002",NA,NA
"15899",200015,"2005",NA,NA
"15900",200015,"2003",NA,NA
"15901",200015,"1995",NA,NA
"15902",200015,"2001",NA,NA
"15903",200015,"2000",NA,NA
"15904",200015,"1999",NA,NA
"15905",200020,"2003",NA,NA
"15906",200020,"2007",80,41
"15907",200020,"1999",NA,NA
"15908",200020,"1996",NA,NA
"15909",200020,"1993",NA,NA
"15910",200020,"2004",NA,NA
"15911",200020,"1998",NA,NA
"15912",200020,"1997",NA,NA
"15913",200020,"2005",NA,NA
"15914",200020,"2002",NA,NA
"15915",200020,"1994",NA,NA
"15916",200020,"2001",NA,NA
"15917",200020,"2000",NA,NA
"15918",200020,"2006",NA,NA
"15919",200020,"1992",NA,NA
"15920",200020,"1991",NA,NA
"15921",200020,"1995",NA,NA
"15922",200020,"1990",NA,NA
"15923",200020,"1989",NA,NA
"15924",200022,"2006",NA,NA
"15925",200022,"2000",NA,NA
"15926",200022,"1997",NA,NA
"15927",200022,"2004",NA,NA
"15928",200022,"1999",NA,NA
"15929",200022,"2002",NA,NA
"15930",200022,"2001",NA,NA
"15931",200022,"1996",NA,NA
"15932",200022,"2007",NA,NA
"15933",200022,"2003",NA,NA
"15934",200022,"1995",NA,NA
"15935",200022,"2008",NA,NA
"15936",200022,"1998",NA,NA
"15937",200022,"2005",NA,NA
"15938",200024,"1999",NA,NA
"15939",200024,"2004",NA,NA
"15940",200024,"2002",NA,NA
"15941",200024,"1990",NA,NA
"15942",200024,"1995",NA,NA
"15943",200024,"1996",NA,NA
"15944",200024,"1997",NA,NA
"15945",200024,"1998",NA,NA
"15946",200024,"2006",NA,NA
"15947",200024,"1992",NA,NA
"15948",200024,"2000",NA,NA
"15949",200024,"2001",NA,NA
"15950",200024,"1994",NA,NA
"15951",200024,"2005",NA,NA
"15952",200024,"2003",NA,NA
"15953",200025,"1999",NA,NA
"15954",200025,"2003",NA,NA
"15955",200025,"1998",NA,NA
"15956",200025,"2005",NA,NA
"15957",200025,"2006",NA,NA
"15958",200025,"2001",NA,NA
"15959",200025,"2002",NA,NA
"15960",200025,"2000",NA,NA
"15961",200025,"2004",NA,NA
"15962",200027,"1999",NA,NA
"15963",200027,"2004",NA,NA
"15964",200027,"2003",NA,NA
"15965",200027,"2001",NA,NA
"15966",200027,"1998",NA,NA
"15967",200027,"2000",NA,NA
"15968",200027,"1997",NA,NA
"15969",200027,"1996",NA,NA
"15970",200027,"2002",NA,NA
"15971",200027,"2005",NA,NA
"15972",200028,"1993",NA,NA
"15973",200028,"1988",NA,NA
"15974",200028,"2004",NA,NA
"15975",200028,"1992",NA,NA
"15976",200028,"2001",NA,NA
"15977",200028,"2003",NA,NA
"15978",200028,"2005",NA,NA
"15979",200028,"1999",NA,NA
"15980",200028,"1996",NA,NA
"15981",200028,"1989",NA,NA
"15982",200028,"1998",NA,NA
"15983",200028,"1991",NA,NA
"15984",200028,"2000",NA,NA
"15985",200028,"1990",NA,NA
"15986",200028,"1995",NA,NA
"15987",200028,"1994",NA,NA
"15988",200028,"1997",NA,NA
"15989",200028,"2002",NA,NA
"15990",200031,"1996",NA,NA
"15991",200031,"2005",NA,NA
"15992",200031,"1995",NA,NA
"15993",200031,"2006",NA,NA
"15994",200031,"2007",NA,NA
"15995",200031,"1998",NA,NA
"15996",200031,"1999",NA,NA
"15997",200031,"2002",NA,NA
"15998",200031,"2004",NA,NA
"15999",200031,"1994",NA,NA
"16000",200031,"1997",NA,NA
"16001",200031,"2003",NA,NA
"16002",200031,"2008",NA,NA
"16003",200031,"2000",NA,NA
"16004",200031,"2008",83,50
"16005",200031,"2001",NA,NA
"16006",200032,"1999",NA,NA
"16007",200032,"1995",NA,NA
"16008",200032,"2000",NA,NA
"16009",200032,"1993",NA,NA
"16010",200032,"2004",NA,NA
"16011",200032,"1992",NA,NA
"16012",200032,"2003",NA,NA
"16013",200032,"2002",NA,NA
"16014",200032,"2001",NA,NA
"16015",200032,"1997",NA,NA
"16016",200032,"1998",NA,NA
"16017",200032,"2005",102,49
"16018",200032,"1996",NA,NA
"16019",200032,"1994",NA,NA
"16020",200032,"2005",74,44
"16021",200032,"1991",NA,NA
"16022",200033,"2016",454,255
"16023",200033,"2007",624,325
"16024",200033,"2020",1251,805
"16025",200033,"2000",NA,NA
"16026",200033,"2014",NA,NA
"16027",200033,"2010",1630,1077
"16028",200033,"2016",2220,1485
"16029",200033,"2001",NA,NA
"16030",200033,"2015",NA,NA
"16031",200033,"2019",1468,986
"16032",200033,"1999",NA,NA
"16033",200033,"2008",NA,NA
"16034",200033,"2020",NA,NA
"16035",200033,"2002",NA,NA
"16036",200033,"2013",NA,NA
"16037",200033,"2017",95,61
"16038",200033,"1998",NA,NA
"16039",200033,"2021",724,472
"16040",200033,"2006",NA,NA
"16041",200033,"2007",NA,NA
"16042",200033,"2012",NA,NA
"16043",200033,"2010",363,200
"16044",200033,"2018",1129,759
"16045",200033,"2018",NA,NA
"16046",200033,"1997",NA,NA
"16047",200033,"2021",267,141
"16048",200033,"2019",NA,NA
"16049",200033,"2006",267,143
"16050",200033,"2004",NA,NA
"16051",200033,"2011",1321,913
"16052",200033,"2003",NA,NA
"16053",200033,"2017",457,299
"16054",200033,"2022",318,173
"16055",200033,"2022",259,156
"16056",200033,"2005",NA,NA
"16057",200033,"2011",NA,NA
"16058",200033,"2009",NA,NA
"16059",200035,"2001",NA,NA
"16060",200035,"2005",NA,NA
"16061",200035,"2003",NA,NA
"16062",200035,"1994",NA,NA
"16063",200035,"1998",NA,NA
"16064",200035,"1999",NA,NA
"16065",200035,"2000",NA,NA
"16066",200035,"1995",NA,NA
"16067",200035,"2004",NA,NA
"16068",200035,"1996",NA,NA
"16069",200035,"2002",NA,NA
"16070",200035,"2006",NA,NA
"16071",200035,"1997",NA,NA
"16072",200036,"1997",NA,NA
"16073",200036,"1996",NA,NA
"16074",200036,"2008",97,42
"16075",200036,"2002",NA,NA
"16076",200036,"2000",NA,NA
"16077",200036,"1998",NA,NA
"16078",200036,"1990",NA,NA
"16079",200036,"2006",NA,NA
"16080",200036,"2004",NA,NA
"16081",200036,"1994",NA,NA
"16082",200036,"1995",NA,NA
"16083",200036,"1993",NA,NA
"16084",200036,"1992",NA,NA
"16085",200036,"2001",NA,NA
"16086",200036,"2007",NA,NA
"16087",200036,"2003",NA,NA
"16088",200036,"2005",NA,NA
"16089",200036,"1999",NA,NA
"16090",200036,"1991",NA,NA
"16091",200039,"1990",NA,NA
"16092",200039,"1998",NA,NA
"16093",200039,"1991",NA,NA
"16094",200039,"2006",45,30
"16095",200039,"2002",NA,NA
"16096",200039,"1996",NA,NA
"16097",200039,"1997",NA,NA
"16098",200039,"2000",NA,NA
"16099",200039,"2003",NA,NA
"16100",200039,"1992",NA,NA
"16101",200039,"2006",NA,NA
"16102",200039,"2005",NA,NA
"16103",200039,"1995",NA,NA
"16104",200039,"1994",NA,NA
"16105",200039,"2004",NA,NA
"16106",200039,"1993",NA,NA
"16107",200039,"1999",NA,NA
"16108",200039,"2001",NA,NA
"16109",200040,"1996",NA,NA
"16110",200040,"1994",NA,NA
"16111",200040,"2000",NA,NA
"16112",200040,"1995",NA,NA
"16113",200040,"2003",NA,NA
"16114",200040,"1993",NA,NA
"16115",200040,"2002",NA,NA
"16116",200040,"2001",NA,NA
"16117",200040,"2007",NA,NA
"16118",200040,"1997",NA,NA
"16119",200040,"2006",NA,NA
"16120",200040,"2005",NA,NA
"16121",200040,"1992",NA,NA
"16122",200040,"1998",NA,NA
"16123",200040,"2004",NA,NA
"16124",200040,"1991",NA,NA
"16125",200040,"1999",NA,NA
"16126",200041,"1990",NA,NA
"16127",200041,"1989",NA,NA
"16128",200041,"2000",NA,NA
"16129",200041,"1995",NA,NA
"16130",200041,"1992",NA,NA
"16131",200041,"1993",NA,NA
"16132",200041,"1996",NA,NA
"16133",200041,"1994",NA,NA
"16134",200041,"1997",NA,NA
"16135",200041,"1998",NA,NA
"16136",200041,"2003",NA,NA
"16137",200041,"2004",NA,NA
"16138",200041,"1988",NA,NA
"16139",200041,"2005",NA,NA
"16140",200041,"2002",NA,NA
"16141",200041,"2001",NA,NA
"16142",200041,"1987",NA,NA
"16143",200041,"2006",NA,NA
"16144",200041,"1991",NA,NA
"16145",200041,"1999",NA,NA
"16146",200042,"2000",NA,NA
"16147",200042,"2004",NA,NA
"16148",200042,"1994",NA,NA
"16149",200042,"1998",NA,NA
"16150",200042,"1995",NA,NA
"16151",200042,"2005",NA,NA
"16152",200042,"1991",NA,NA
"16153",200042,"1993",NA,NA
"16154",200042,"2001",NA,NA
"16155",200042,"1997",NA,NA
"16156",200042,"2002",NA,NA
"16157",200042,"1999",NA,NA
"16158",200042,"1992",NA,NA
"16159",200042,"2003",NA,NA
"16160",200042,"1996",NA,NA
"16161",200043,"2010",1103,560
"16162",200043,"2016",386,220
"16163",200043,"2011",NA,NA
"16164",200043,"2016",333,167
"16165",200043,"2013",NA,NA
"16166",200043,"2010",NA,NA
"16167",200043,"2004",NA,NA
"16168",200043,"1999",NA,NA
"16169",200043,"2012",NA,NA
"16170",200043,"2000",NA,NA
"16171",200043,"2003",NA,NA
"16172",200043,"2014",NA,NA
"16173",200043,"2015",61,32
"16174",200043,"2007",NA,NA
"16175",200043,"2001",NA,NA
"16176",200043,"2014",294,185
"16177",200043,"2002",NA,NA
"16178",200043,"2008",NA,NA
"16179",200043,"2015",249,150
"16180",200043,"2006",NA,NA
"16181",200043,"2005",NA,NA
"16182",200043,"2009",NA,NA
"16183",200044,"2000",NA,NA
"16184",200044,"2001",NA,NA
"16185",200044,"1997",NA,NA
"16186",200044,"1996",NA,NA
"16187",200044,"1995",NA,NA
"16188",200044,"2003",NA,NA
"16189",200044,"2002",NA,NA
"16190",200044,"1999",NA,NA
"16191",200044,"1998",NA,NA
"16192",200044,"2005",NA,NA
"16193",200044,"2004",NA,NA
"16194",200046,"2000",NA,NA
"16195",200046,"2009",572,304
"16196",200046,"2007",NA,NA
"16197",200046,"1997",NA,NA
"16198",200046,"2008",249,121
"16199",200046,"2002",NA,NA
"16200",200046,"1999",NA,NA
"16201",200046,"1998",NA,NA
"16202",200046,"2003",NA,NA
"16203",200046,"2001",NA,NA
"16204",200046,"2004",NA,NA
"16205",200046,"2009",61,41
"16206",200046,"2006",NA,NA
"16207",200046,"1996",NA,NA
"16208",200046,"2005",NA,NA
"16209",200048,"2002",NA,NA
"16210",200048,"1994",NA,NA
"16211",200048,"1997",NA,NA
"16212",200048,"2007",NA,NA
"16213",200048,"1995",NA,NA
"16214",200048,"1993",NA,NA
"16215",200048,"2008",180,94
"16216",200048,"2001",NA,NA
"16217",200048,"2006",NA,NA
