"","player_id","year","aces","serves"
"26208",211901,"2020",5,253
"26209",211901,"2019",16,404
"26210",211903,"2020",1,163
"26211",211903,"2022",2,73
"26212",211903,"2020",0,81
"26213",211903,"2017",1,268
"26214",211903,"2022",1,108
"26215",211920,"2023",NA,NA
"26216",211920,"2024",0,76
"26217",211920,"2016",0,76
"26218",211941,"2022",0,71
"26219",211941,"2023",2,63
"26220",211941,"2019",9,267
"26221",211941,"2019",9,193
"26222",211951,"2022",NA,NA
"26223",211951,"2022",41,628
"26224",211951,"2013",NA,NA
"26225",211951,"2015",NA,NA
"26226",211951,"2019",8,145
"26227",211951,"2017",111,1735
"26228",211951,"2014",53,593
"26229",211951,"2013",8,92
"26230",211951,"2014",11,333
"26231",211951,"2017",46,1307
"26232",211951,"2019",4,66
"26233",211951,"2016",NA,NA
"26234",211951,"2021",78,1228
"26235",211951,"2018",7,64
"26236",211951,"2018",8,178
"26237",211951,"2023",8,147
"26238",211951,"2021",43,1037
"26239",211966,"2014",0,44
"26240",211967,"2018",1,54
"26241",211967,"2022",NA,NA
"26242",211977,"2023",NA,NA
"26243",212001,"2019",14,878
"26244",212001,"2021",4,203
"26245",212001,"2017",42,1208
"26246",212001,"2015",8,84
"26247",212001,"2016",5,146
"26248",212001,"2016",5,45
"26249",212001,"2018",16,368
"26250",212001,"2019",27,793
"26251",212001,"2018",53,1551
"26252",212001,"2015",6,153
"26253",212001,"2017",56,1026
"26254",212001,"2021",9,347
"26255",212001,"2022",2,37
"26256",212001,"2020",1,71
"26257",212026,"2016",0,45
"26258",212026,"2018",2,40
"26259",212034,"2017",3,59
"26260",212034,"2017",9,109
"26261",212034,"2019",9,145
"26262",212034,"2018",9,191
"26263",212034,"2016",3,67
"26264",212034,"2018",15,128
"26265",212043,"2016",6,63
"26266",212044,"2021",5,70
"26267",212044,"2016",0,59
"26268",212044,"2017",0,61
"26269",212045,"2011",NA,NA
"26270",212045,"2012",NA,NA
"26271",212045,"2023",NA,NA
"26272",212082,"1994",NA,NA
"26273",212082,"2004",NA,NA
"26274",212082,"2000",NA,NA
"26275",212082,"1996",NA,NA
"26276",212082,"1995",NA,NA
"26277",212082,"2005",NA,NA
"26278",212082,"2001",NA,NA
"26279",212082,"2003",NA,NA
"26280",212082,"1999",NA,NA
"26281",212082,"1997",NA,NA
"26282",212082,"1998",NA,NA
"26283",212097,"2001",NA,NA
"26284",212097,"2000",NA,NA
"26285",212097,"2002",NA,NA
"26286",212097,"2005",NA,NA
"26287",212097,"1999",NA,NA
"26288",212097,"1998",NA,NA
"26289",212115,"2010",NA,NA
"26290",212115,"1999",NA,NA
"26291",212115,"2001",NA,NA
"26292",212129,"2004",NA,NA
"26293",212129,"2001",NA,NA
"26294",212129,"2012",NA,NA
"26295",212130,"2001",NA,NA
"26296",212130,"2000",NA,NA
"26297",212130,"2004",NA,NA
"26298",212130,"1999",NA,NA
"26299",212130,"2005",NA,NA
"26300",212135,"2005",NA,NA
"26301",212135,"2001",NA,NA
"26302",212147,"2002",NA,NA
"26303",212147,"2004",NA,NA
"26304",212147,"2012",NA,NA
"26305",212151,"2002",NA,NA
"26306",212151,"2005",NA,NA
"26307",212151,"2003",NA,NA
"26308",212151,"2004",NA,NA
"26309",212157,"1997",NA,NA
"26310",212157,"2009",NA,NA
"26311",212157,"2002",NA,NA
"26312",212157,"1998",NA,NA
"26313",212157,"1999",NA,NA
"26314",212158,"2010",NA,NA
"26315",212158,"2002",NA,NA
"26316",212159,"2002",NA,NA
"26317",212159,"2010",NA,NA
"26318",212165,"2012",NA,NA
"26319",212165,"1996",NA,NA
"26320",212165,"1998",NA,NA
"26321",212165,"1997",NA,NA
"26322",212165,"2017",0,77
"26323",212165,"2002",NA,NA
"26324",212165,"2000",NA,NA
"26325",212165,"2019",NA,NA
"26326",212165,"1999",NA,NA
"26327",212165,"2014",NA,NA
"26328",212176,"2014",NA,NA
"26329",212176,"2003",NA,NA
"26330",212176,"2011",NA,NA
"26331",212178,"2007",NA,NA
"26332",212178,"2008",NA,NA
"26333",212178,"2018",0,138
"26334",212178,"2003",NA,NA
"26335",212178,"2006",NA,NA
"26336",212180,"2003",NA,NA
"26337",212180,"2005",NA,NA
"26338",212182,"2000",NA,NA
"26339",212182,"2004",NA,NA
"26340",212182,"2005",NA,NA
"26341",212183,"2008",NA,NA
"26342",212183,"2012",NA,NA
"26343",212183,"2005",NA,NA
"26344",212183,"2004",NA,NA
"26345",212184,"2008",NA,NA
"26346",212184,"2012",NA,NA
"26347",212184,"2004",NA,NA
"26348",212184,"2011",NA,NA
"26349",212186,"2005",NA,NA
"26350",212186,"2007",NA,NA
"26351",212186,"2006",NA,NA
"26352",212186,"2004",NA,NA
"26353",212188,"2004",NA,NA
"26354",212188,"2006",NA,NA
"26355",212188,"2005",NA,NA
"26356",212189,"2005",NA,NA
"26357",212189,"2004",NA,NA
"26358",212189,"2000",NA,NA
"26359",212190,"2004",NA,NA
"26360",212190,"2005",NA,NA
"26361",212193,"2005",NA,NA
"26362",212193,"2004",NA,NA
"26363",212194,"2005",NA,NA
"26364",212194,"2004",NA,NA
"26365",212194,"2006",NA,NA
"26366",212196,"2004",NA,NA
"26367",212196,"2005",NA,NA
"26368",212197,"2005",NA,NA
"26369",212197,"2006",NA,NA
"26370",212197,"2004",NA,NA
"26371",212198,"2005",NA,NA
"26372",212198,"2004",NA,NA
"26373",212199,"2005",NA,NA
"26374",212200,"2005",NA,NA
"26375",212201,"2005",NA,NA
"26376",212201,"2008",NA,NA
"26377",212201,"2006",NA,NA
"26378",212201,"2007",NA,NA
"26379",212202,"2005",NA,NA
"26380",212203,"2005",NA,NA
"26381",212204,"2009",NA,NA
"26382",212204,"2005",NA,NA
"26383",212204,"2007",NA,NA
"26384",212205,"2009",NA,NA
"26385",212205,"2008",NA,NA
"26386",212205,"2005",NA,NA
"26387",212206,"2005",NA,NA
"26388",212206,"2000",NA,NA
"26389",212206,"2006",NA,NA
"26390",212207,"2005",NA,NA
"26391",212207,"2006",NA,NA
"26392",212208,"2005",NA,NA
"26393",212208,"2008",NA,NA
"26394",212209,"2005",NA,NA
"26395",212209,"2006",NA,NA
"26396",212210,"2005",NA,NA
"26397",212211,"2005",NA,NA
"26398",212212,"2005",NA,NA
"26399",212212,"2000",NA,NA
"26400",212212,"2006",NA,NA
"26401",212213,"2008",NA,NA
"26402",212213,"2007",NA,NA
"26403",212213,"2014",NA,NA
"26404",212213,"2010",NA,NA
"26405",212213,"2006",NA,NA
"26406",212214,"2006",NA,NA
"26407",212215,"2006",NA,NA
"26408",212216,"2006",NA,NA
"26409",212217,"2006",NA,NA
"26410",212218,"2006",NA,NA
"26411",212218,"2008",NA,NA
"26412",212219,"2006",NA,NA
"26413",212220,"2010",NA,NA
"26414",212220,"2008",NA,NA
"26415",212220,"2006",NA,NA
"26416",212221,"2006",NA,NA
"26417",212222,"2006",NA,NA
"26418",212223,"2006",NA,NA
"26419",212224,"2006",NA,NA
"26420",212224,"1998",NA,NA
"26421",212225,"2007",NA,NA
"26422",212226,"2008",NA,NA
"26423",212226,"2007",NA,NA
"26424",212227,"2007",NA,NA
"26425",212228,"2008",NA,NA
"26426",212228,"2007",NA,NA
"26427",212228,"2009",NA,NA
"26428",212229,"2008",NA,NA
"26429",212229,"2007",NA,NA
"26430",212230,"2007",NA,NA
"26431",212230,"2014",NA,NA
"26432",212230,"2010",NA,NA
"26433",212231,"2008",NA,NA
"26434",212231,"2007",NA,NA
"26435",212232,"2008",NA,NA
"26436",212232,"2009",NA,NA
"26437",212232,"2018",0,118
"26438",212232,"2007",NA,NA
"26439",212232,"2011",NA,NA
"26440",212233,"2007",NA,NA
"26441",212233,"2017",0,36
"26442",212233,"2014",NA,NA
"26443",212234,"2007",NA,NA
"26444",212235,"2007",NA,NA
"26445",212236,"2007",NA,NA
"26446",212237,"2009",NA,NA
"26447",212237,"2007",NA,NA
"26448",212238,"2007",NA,NA
"26449",212239,"2007",NA,NA
"26450",212240,"2008",NA,NA
"26451",212240,"2007",NA,NA
"26452",212241,"2007",NA,NA
"26453",212242,"2007",NA,NA
"26454",212243,"2008",NA,NA
"26455",212244,"2008",NA,NA
"26456",212244,"2016",1,97
"26457",212244,"2014",NA,NA
"26458",212244,"2016",0,110
"26459",212245,"2008",NA,NA
"26460",212246,"2008",NA,NA
"26461",212247,"2008",NA,NA
"26462",212248,"2008",NA,NA
"26463",212249,"2008",NA,NA
"26464",212250,"2008",NA,NA
"26465",212251,"2008",NA,NA
"26466",212252,"2008",NA,NA
"26467",212252,"2011",NA,NA
"26468",212252,"2010",NA,NA
"26469",212252,"2009",NA,NA
"26470",212253,"2009",NA,NA
"26471",212254,"2009",NA,NA
"26472",212255,"2013",NA,NA
"26473",212255,"2014",NA,NA
"26474",212255,"2012",NA,NA
"26475",212255,"2009",NA,NA
"26476",212256,"2012",NA,NA
"26477",212256,"2009",NA,NA
"26478",212257,"2009",NA,NA
"26479",212258,"2009",NA,NA
"26480",212259,"2010",NA,NA
"26481",212259,"2009",NA,NA
"26482",212260,"2017",1,47
"26483",212260,"2010",NA,NA
"26484",212260,"2011",NA,NA
"26485",212260,"2017",1,158
"26486",212260,"2009",NA,NA
"26487",212261,"2009",NA,NA
"26488",212262,"2009",NA,NA
"26489",212262,"2010",NA,NA
"26490",212263,"2010",NA,NA
"26491",212264,"2010",NA,NA
"26492",212265,"2010",NA,NA
"26493",212266,"2015",NA,NA
"26494",212266,"2010",NA,NA
"26495",212266,"2013",NA,NA
"26496",212267,"2010",NA,NA
"26497",212268,"2011",NA,NA
"26498",212268,"2010",NA,NA
"26499",212268,"2016",NA,NA
"26500",212269,"2010",NA,NA
"26501",212270,"2010",NA,NA
"26502",212271,"2010",NA,NA
"26503",212272,"2010",NA,NA
"26504",212272,"2018",1,86
"26505",212272,"2018",1,134
"26506",212272,"2011",NA,NA
"26507",212272,"2019",NA,NA
"26508",212272,"2017",0,147
"26509",212272,"2017",0,53
"26510",212273,"2010",NA,NA
"26511",212274,"2011",NA,NA
"26512",212275,"2011",NA,NA
"26513",212276,"2011",NA,NA
"26514",212277,"2011",NA,NA
"26515",212278,"2018",1,154
"26516",212278,"2011",NA,NA
"26517",212278,"2012",NA,NA
"26518",212279,"2012",NA,NA
"26519",212279,"2011",NA,NA
"26520",212280,"2011",NA,NA
"26521",212280,"2012",NA,NA
"26522",212280,"2016",NA,NA
"26523",212281,"2011",NA,NA
"26524",212281,"2017",3,189
"26525",212282,"2014",NA,NA
"26526",212282,"2017",0,62
"26527",212282,"2011",NA,NA
"26528",212282,"2012",NA,NA
"26529",212282,"2017",2,52
"26530",212283,"2012",NA,NA
"26531",212283,"2011",NA,NA
"26532",212284,"2011",NA,NA
"26533",212285,"2011",NA,NA
"26534",212285,"2016",NA,NA
"26535",212286,"2014",NA,NA
"26536",212286,"2011",NA,NA
"26537",212287,"2011",NA,NA
"26538",212288,"2012",NA,NA
"26539",212289,"2012",NA,NA
"26540",212290,"2012",NA,NA
"26541",212291,"2012",NA,NA
"26542",212291,"2014",NA,NA
"26543",212291,"2013",NA,NA
"26544",212292,"2012",NA,NA
"26545",212293,"2017",0,36
"26546",212293,"2012",NA,NA
"26547",212294,"2017",1,58
"26548",212294,"2017",2,107
"26549",212294,"2012",NA,NA
"26550",212295,"2012",NA,NA
"26551",212295,"2013",NA,NA
"26552",212296,"2012",NA,NA
"26553",212297,"2012",NA,NA
"26554",212298,"2012",NA,NA
"26555",212299,"2012",NA,NA
"26556",212300,"2012",NA,NA
"26557",212301,"2012",NA,NA
"26558",212302,"2014",NA,NA
"26559",212302,"2012",NA,NA
"26560",212302,"2015",NA,NA
"26561",212303,"2022",3,107
"26562",212303,"2013",NA,NA
"26563",212303,"2023",NA,NA
"26564",212303,"2012",NA,NA
"26565",212303,"2022",1,51
"26566",212304,"2012",NA,NA
"26567",212304,"2015",NA,NA
"26568",212304,"2014",NA,NA
"26569",212305,"2012",NA,NA
"26570",212306,"2012",NA,NA
"26571",212307,"2016",NA,NA
"26572",212307,"2012",NA,NA
"26573",212308,"2012",NA,NA
"26574",212308,"2017",2,46
"26575",212309,"2012",NA,NA
"26576",212310,"2012",NA,NA
"26577",212311,"2012",NA,NA
"26578",212312,"2012",NA,NA
"26579",212312,"2014",NA,NA
"26580",212313,"2012",NA,NA
"26581",212314,"2017",0,124
"26582",212314,"2013",NA,NA
"26583",212314,"2015",NA,NA
"26584",212314,"2014",NA,NA
"26585",212315,"2013",NA,NA
"26586",212315,"2014",NA,NA
"26587",212316,"2013",NA,NA
"26588",212316,"2014",NA,NA
"26589",212317,"2013",NA,NA
"26590",212318,"2017",2,162
"26591",212318,"2014",NA,NA
"26592",212318,"2013",NA,NA
"26593",212318,"2017",0,57
"26594",212319,"2013",NA,NA
"26595",212320,"2013",NA,NA
"26596",212783,"2008",NA,NA
"26597",212805,"2022",2,147
"26598",212805,"2017",7,80
"26599",212805,"2020",11,136
"26600",212805,"2017",5,112
"26601",212805,"2020",0,36
"26602",212903,"2020",2,43
"26603",212903,"2013",NA,NA
"26604",213019,"2013",NA,NA
"26605",213020,"2013",NA,NA
"26606",213021,"2013",NA,NA
"26607",213021,"2014",NA,NA
"26608",213022,"2013",NA,NA
"26609",213023,"2013",NA,NA
"26610",213023,"2015",NA,NA
"26611",213525,"2020",31,657
"26612",213525,"2018",17,463
"26613",213525,"2024",2,132
"26614",213525,"2023",33,1360
"26615",213525,"2024",NA,NA
"26616",213525,"2023",36,741
"26617",213525,"2016",3,89
"26618",213525,"2020",28,855
"26619",213525,"2017",3,139
"26620",213525,"2021",NA,NA
"26621",213525,"2022",40,1578
"26622",213525,"2019",25,956
"26623",213525,"2016",4,75
"26624",213525,"2018",11,154
"26625",213525,"2022",NA,NA
"26626",213525,"2017",5,89
"26627",213525,"2019",21,848
"26628",213530,"2022",0,49
"26629",213530,"2014",5,136
"26630",213530,"2017",1,40
"26631",213530,"2019",4,189
"26632",213530,"2014",2,56
"26633",213530,"2019",1,94
"26634",213530,"2020",1,71
"26635",213530,"2013",0,88
"26636",213530,"2018",3,153
"26637",213530,"2018",1,148
"26638",213537,"2016",1,99
"26639",213544,"2022",18,252
"26640",213544,"2024",12,510
"26641",213544,"2021",3,162
"26642",213544,"2020",12,288
"26643",213544,"2020",4,34
"26644",213544,"2024",NA,NA
"26645",213544,"2018",23,660
"26646",213544,"2017",21,560
"26647",213544,"2021",0,56
"26648",213544,"2023",6,258
"26649",213544,"2019",9,198
"26650",213544,"2019",10,396
"26651",213544,"2017",24,551
"26652",213544,"2018",5,240
"26653",213544,"2023",2,50
"26654",213550,"2024",30,1003
"26655",213550,"2020",55,1815
"26656",213550,"2019",NA,NA
"26657",213550,"2021",29,920
"26658",213550,"2017",5,170
"26659",213550,"2022",10,299
"26660",213550,"2017",3,303
"26661",213550,"2022",16,962
"26662",213550,"2019",34,1842
"26663",213550,"2023",46,1707
"26664",213550,"2018",23,1285
"26665",213550,"2020",13,620
"26666",213550,"2016",0,70
"26667",213550,"2024",28,1771
"26668",213550,"2023",18,1244
"26669",213550,"2018",38,1230
"26670",213550,"2015",1,45
"26671",213550,"2021",10,716
"26672",213576,"2023",4,181
"26673",213576,"2022",1,41
"26674",213576,"2023",0,164
"26675",213576,"2021",2,60
"26676",213576,"2024",0,167
"26677",213583,"2024",67,1089
"26678",213583,"2006",NA,NA
"26679",213583,"2014",14,187
"26680",213583,"2020",17,290
"26681",213583,"2007",NA,NA
"26682",213583,"2008",NA,NA
"26683",213583,"2022",NA,NA
"26684",213583,"2016",35,966
"26685",213583,"2011",NA,NA
"26686",213583,"2010",NA,NA
"26687",213583,"2023",89,1842
"26688",213583,"2020",10,266
"26689",213583,"2017",60,679
"26690",213583,"2018",81,1619
"26691",213583,"2019",79,1464
"26692",213583,"2009",NA,NA
"26693",213583,"2015",NA,NA
"26694",213583,"2024",69,1718
"26695",213583,"2018",76,1041
"26696",213583,"2013",NA,NA
"26697",213583,"2012",NA,NA
"26698",213583,"2019",47,821
"26699",213583,"2022",69,1200
"26700",213583,"2023",NA,NA
"26701",213583,"2016",23,267
"26702",213583,"2017",41,1218
"26703",213583,"2014",18,166
"26704",213602,"2018",3,203
"26705",213604,"2017",5,104
"26706",213604,"2015",1,51
"26707",213620,"2019",0,64
"26708",213620,"2021",0,53
"26709",213628,"2014",NA,NA
"26710",213628,"2015",NA,NA
"26711",213631,"2020",30,587
"26712",213631,"2022",NA,NA
"26713",213631,"2018",3,261
"26714",213631,"2017",0,122
"26715",213631,"2020",12,793
"26716",213631,"2019",11,610
"26717",213631,"2015",1,60
"26718",213631,"2022",59,1766
"26719",213631,"2021",27,1011
"26720",213631,"2024",NA,NA
"26721",213631,"2021",34,1588
"26722",213631,"2018",7,125
"26723",213631,"2023",31,1620
"26724",213631,"2023",53,1569
"26725",213631,"2019",12,443
"26726",213634,"2015",0,35
"26727",213634,"2014",0,52
"26728",213646,"2022",27,385
"26729",213646,"2018",0,91
"26730",213646,"2024",26,392
"26731",213646,"2024",17,381
"26732",213646,"2021",7,221
"26733",213646,"2021",2,140
"26734",213646,"2022",NA,NA
"26735",213646,"2019",15,105
"26736",213646,"2017",5,102
"26737",213646,"2018",6,168
"26738",213646,"2017",6,90
"26739",213646,"2016",NA,NA
"26740",213646,"2019",8,103
"26741",213646,"2023",NA,NA
"26742",213657,"2022",3,92
"26743",213657,"2023",1,114
"26744",213666,"2021",8,327
"26745",213666,"2022",15,382
"26746",213666,"2022",6,200
"26747",213666,"2020",1,153
"26748",213666,"2023",2,113
"26749",213666,"2021",16,448
"26750",213666,"2016",2,109
"26751",213672,"2018",1,99
"26752",213672,"2020",1,230
"26753",213672,"2016",0,95
"26754",213672,"2016",1,82
"26755",213672,"2021",0,101
"26756",213674,"2018",2,83
"26757",213674,"2017",0,72
"26758",213674,"2018",5,137
"26759",213706,"2023",0,105
"26760",213706,"2024",0,56
"26761",213706,"2022",0,44
"26762",213706,"2023",1,117
"26763",213710,"2022",6,633
"26764",213710,"2021",0,89
"26765",213710,"2023",14,1215
"26766",213710,"2022",1,348
"26767",213710,"2023",18,831
"26768",213710,"2024",NA,NA
"26769",213710,"2024",20,1075
"26770",213710,"2021",3,425
"26771",213721,"2023",NA,NA
"26772",213721,"2020",1,70
"26773",213721,"2017",1,54
"26774",213721,"2018",0,31
"26775",213721,"2017",3,178
"26776",213731,"2014",NA,NA
"26777",213734,"2019",2,240
"26778",213734,"2015",NA,NA
"26779",213734,"2022",4,326
"26780",213734,"2019",2,100
"26781",213734,"2020",0,59
"26782",213734,"2020",3,197
"26783",213767,"2017",1,60
"26784",213767,"2016",1,60
"26785",213767,"2018",4,182
"26786",213767,"2017",2,74
"26787",213767,"2022",0,58
"26788",213779,"2022",1,84
"26789",213779,"2023",1,82
"26790",213779,"2024",2,68
"26791",213780,"2018",0,86
"26792",213795,"2014",NA,NA
"26793",213821,"2017",2,86
"26794",213821,"2023",NA,NA
"26795",213821,"2016",3,63
"26796",213821,"2024",0,63
"26797",213821,"2018",1,54
"26798",213827,"2015",NA,NA
"26799",213828,"2020",1,34
"26800",213828,"2020",0,81
"26801",213837,"2023",2,216
"26802",213837,"2022",4,354
"26803",213837,"2019",5,175
"26804",213841,"2020",5,26
"26805",213849,"2024",0,68
"26806",213873,"2023",3,114
"26807",213878,"2016",0,68
"26808",213887,"2020",0,280
"26809",213887,"2024",NA,NA
"26810",213887,"2019",1,198
"26811",213887,"2018",1,149
"26812",213887,"2024",5,769
"26813",213887,"2017",2,46
"26814",213887,"2021",0,151
"26815",213887,"2019",2,314
"26816",213887,"2023",NA,NA
"26817",213887,"2017",3,465
"26818",213887,"2022",2,226
"26819",213887,"2022",NA,NA
"26820",213887,"2018",1,148
"26821",213887,"2016",NA,NA
"26822",213887,"2020",0,125
"26823",213887,"2021",NA,NA
"26824",213889,"2020",7,173
"26825",213889,"2020",29,633
"26826",213889,"2021",29,998
"26827",213889,"2024",63,1429
"26828",213889,"2023",13,355
"26829",213889,"2022",27,993
"26830",213889,"2022",9,109
"26831",213889,"2021",84,1466
"26832",213889,"2024",30,801
"26833",213889,"2019",42,585
"26834",213889,"2019",19,559
"26835",213889,"2023",NA,NA
"26836",213892,"2014",0,27
"26837",213892,"2013",0,30
"26838",213899,"2016",0,61
"26839",213908,"2023",2,67
"26840",213908,"2022",0,89
"26841",213908,"2022",8,318
"26842",213908,"2024",4,216
"26843",213908,"2024",0,124
"26844",213908,"2023",2,57
"26845",213926,"2021",0,48
"26846",213926,"2021",0,62
"26847",213947,"2016",3,54
"26848",213947,"2016",2,60
"26849",213948,"2023",NA,NA
"26850",213948,"2022",0,68
"26851",213972,"2015",NA,NA
"26852",213974,"2016",0,110
"26853",213974,"2023",NA,NA
"26854",213974,"2018",1,114
"26855",213980,"2014",NA,NA
"26856",213994,"2014",NA,NA
"26857",213998,"2023",NA,NA
"26858",213998,"2018",1,99
"26859",213998,"2022",3,266
"26860",213998,"2022",3,291
"26861",214006,"2018",2,59
"26862",214020,"2023",0,52
"26863",214020,"2021",1,64
"26864",214020,"2021",0,60
"26865",214020,"2023",1,100
"26866",214030,"2014",NA,NA
"26867",214032,"2024",0,38
"26868",214032,"2020",2,145
"26869",214032,"2019",0,138
"26870",214032,"2020",0,54
"26871",214032,"2019",0,67
"26872",214040,"2019",10,167
"26873",214040,"2016",5,157
"26874",214040,"2024",18,507
"26875",214040,"2019",2,101
"26876",214040,"2023",17,722
"26877",214040,"2021",9,201
"26878",214040,"2021",4,134
"26879",214040,"2016",3,57
"26880",214040,"2023",14,498
"26881",214040,"2022",0,42
"26882",214040,"2022",3,120
"26883",214040,"2018",0,54
"26884",214040,"2018",2,114
"26885",214040,"2024",NA,NA
"26886",214058,"2018",0,54
"26887",214060,"2024",0,65
"26888",214060,"2022",0,53
"26889",214060,"2023",NA,NA
"26890",214081,"2018",0,59
"26891",214081,"2016",0,54
"26892",214081,"2017",0,48
"26893",214081,"2022",0,54
"26894",214082,"2016",80,2216
"26895",214082,"2023",NA,NA
"26896",214082,"2017",28,1456
"26897",214082,"2022",NA,NA
"26898",214082,"2020",10,549
"26899",214082,"2023",26,1855
"26900",214082,"2018",NA,NA
"26901",214082,"2020",9,806
"26902",214082,"2016",28,1675
"26903",214082,"2024",NA,NA
"26904",214082,"2019",16,1318
"26905",214082,"2019",10,977
"26906",214082,"2014",1,45
"26907",214082,"2017",45,2303
"26908",214082,"2015",NA,NA
"26909",214082,"2018",34,1783
"26910",214082,"2021",79,2590
"26911",214082,"2021",31,1313
"26912",214082,"2024",35,1650
"26913",214096,"2024",NA,NA
"26914",214096,"2019",45,1040
"26915",214096,"2023",NA,NA
"26916",214096,"2019",NA,NA
"26917",214096,"2024",82,1245
"26918",214096,"2018",11,156
"26919",214096,"2017",3,87
"26920",214096,"2021",26,678
"26921",214096,"2022",NA,NA
"26922",214096,"2018",3,78
"26923",214096,"2020",30,466
"26924",214096,"2021",79,1316
"26925",214096,"2020",25,590
"26926",214096,"2023",120,2435
"26927",214119,"2024",37,980
