"surface","tourney_level","tourney_date","winner1_id","winner2_id","winner_seed","winner_entry","loser1_id","loser2_id","loser_seed","loser_entry","score","round","winner1_hand","winner2_hand","loser1_hand","loser2_hand","minutes","w_ace","w_df","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_SvGms","w_bpSaved","w_bpFaced","l_ace","l_df","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_SvGms","l_bpSaved","l_bpFaced"
"Clay","M",20010416,102562,101866,2,"",101565,101327,NA,"","6-4 6-1","R16","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010416,101515,101932,5,"",101235,102854,NA,"","W/O","R16","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010416,102215,101817,6,"",102450,102796,NA,"WC","4-6 7-5 6-3","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010416,101682,102984,7,"",101341,101366,NA,"","7-6 6-7 6-4","R16","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010416,102405,102233,NA,"",103096,103206,NA,"WC","7-5 0-6 6-2","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010416,101761,101490,NA,"",102422,101543,NA,"","6-4 1-6 6-4","R16","R","L","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010416,102664,101779,NA,"",102795,101249,NA,"","6-4 6-2","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010416,102035,101889,1,"",101890,102061,NA,"","7-6 6-1","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010416,102562,101866,2,"",102247,102106,NA,"WC","6-2 6-2","R32","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010416,102795,101249,NA,"",101965,102338,3,"","7-5 6-3","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010416,103096,103206,NA,"WC",103018,102184,4,"","6-2 6-1","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010416,101515,101932,5,"",101956,102053,NA,"","7-5 4-6 6-2","R32","L","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010416,102215,101817,6,"",101826,103252,NA,"Q","6-3 3-6 6-3","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010416,101682,102984,7,"",102388,102411,NA,"","6-1 6-0","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010416,102422,101543,NA,"",102187,101704,8,"","7-6 6-7 7-6","R32","R","L","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010416,101341,101366,NA,"",102463,101507,NA,"","6-4 6-2","R32","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010416,101565,101327,NA,"",102369,102148,NA,"WC","6-7 6-4 6-4","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010416,102405,102233,NA,"",102501,102092,NA,"","7-5 6-0","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010416,103819,103103,NA,"",102271,103017,NA,"WC","7-6 1-6 6-2","R32","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010416,101235,102854,NA,"",102607,102374,NA,"WC","6-3 6-4","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010416,102450,102796,NA,"WC",103115,102904,NA,"","6-7 6-1 6-2","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010416,101761,101490,NA,"",101983,102800,NA,"","6-3 6-3","R32","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010416,102664,101779,NA,"",101841,101937,NA,"Q","6-4 6-4","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010514,102035,101889,1,"",102110,101776,2,"","7-6 3-6 6-3","F","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010514,102035,101889,1,"",102664,101779,NA,"","6-3 6-4","SF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010514,102110,101776,2,"",101956,102053,NA,"","6-3 4-6 7-6","SF","L","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010514,102035,101889,1,"",101704,101932,6,"","6-3 7-6","QF","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010514,102110,101776,2,"",102388,101983,NA,"Q","6-7 6-4 6-4","QF","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010514,101956,102053,NA,"",103163,103018,NA,"WC","2-6 6-4 6-1","QF","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010514,102664,101779,NA,"",101761,101490,NA,"","6-3 6-2","QF","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010514,102035,101889,1,"",101249,102148,NA,"","6-3 7-6","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010514,102110,101776,2,"",103184,103185,NA,"","6-7 6-4 6-4","R16","L","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010514,101704,101932,6,"",102286,102061,NA,"","6-3 4-6 6-3","R16","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010514,103163,103018,NA,"WC",101885,102800,7,"","7-6 7-6","R16","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010514,102388,101983,NA,"Q",101682,102984,8,"","7-6 6-3","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010514,101956,102053,NA,"",102998,102795,NA,"","6-2 6-3","R16","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010514,101761,101490,NA,"",103017,102839,NA,"WC","6-1 7-5","R16","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010514,102664,101779,NA,"",102287,102153,NA,"Q","6-2 6-3","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010514,102035,101889,1,"",101904,102092,NA,"","6-4 7-6","R32","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010514,102110,101776,2,"",101341,101366,NA,"","7-6 6-3","R32","L","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010514,102998,102795,NA,"",102562,101866,3,"","3-2 RET","R32","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010514,101761,101490,NA,"",102215,101817,4,"","6-2 7-6","R32","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010514,102153,102287,NA,"Q",101965,102338,5,"","3-4 DEF","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010514,101704,101932,6,"",102450,101774,NA,"WC","6-3 6-2","R32","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010514,101885,102800,7,"",102306,102783,NA,"WC","3-6 6-3 7-6","R32","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010514,101682,102984,8,"",101373,102694,NA,"WC","6-3 6-2","R32","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010514,102388,101983,NA,"Q",101820,103498,NA,"WC","6-0 7-5","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010514,102286,102061,NA,"",102463,101327,NA,"","4-6 6-1 6-3","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010514,103184,103185,NA,"",103819,101711,NA,"","7-5 6-3","R32","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010514,103163,103018,NA,"WC",103103,101543,NA,"","7-5 6-3","R32","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010514,103017,102839,NA,"WC",102405,102233,NA,"","7-6 6-3","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010514,101956,102053,NA,"",102529,102411,NA,"","6-3 6-3","R32","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010514,101249,102148,NA,"",101507,102422,NA,"","7-5 7-5","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010514,102664,101779,NA,"",102533,102184,NA,"","7-5 3-6 6-2","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010507,101965,102338,5,"",102110,101776,1,"","6-4 7-6","F","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010507,102110,101776,1,"",102664,101779,NA,"","6-2 6-3","SF","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010507,101965,102338,5,"",102463,101327,NA,"","7-6 6-3","SF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010507,102110,101776,1,"",103184,103185,NA,"","6-2 7-6","QF","L","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010507,102463,101327,NA,"",101704,101515,4,"","6-4 6-4","QF","R","R","L","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010507,101965,102338,5,"",101736,103720,NA,"WC","3-6 7-6 6-1","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010507,102664,101779,NA,"",102477,101249,NA,"","7-5 6-4","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010507,102110,101776,1,"",102529,102411,NA,"","7-6 6-4","R16","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010507,101736,103720,NA,"WC",102562,101866,2,"","6-4 6-7 6-4","R16","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010507,101704,101515,4,"",101761,101490,NA,"","6-2 4-6 7-5","R16","L","L","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010507,101965,102338,5,"",102433,101947,NA,"WC","6-3 2-6 6-1","R16","R","R","L","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010507,102463,101327,NA,"",102388,101806,NA,"Q","6-2 7-6","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010507,103184,103185,NA,"",101341,101366,NA,"","6-3 4-6 6-1","R16","L","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010507,102477,101249,NA,"",103096,103206,NA,"WC","6-3 7-5","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010507,102664,101779,NA,"",102251,102585,NA,"LL","4-6 6-4 6-3","R16","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010507,102110,101776,1,"",102998,102795,NA,"","6-3 6-2","R32","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010507,102562,101866,2,"",101983,102148,NA,"","6-4 6-4","R32","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010507,103096,103206,NA,"WC",102215,101817,3,"","6-4 6-7 6-2","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010507,101704,101515,4,"",101904,102092,NA,"","6-3 7-5","R32","L","L","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010507,101965,102338,5,"",101682,102984,NA,"","6-2 6-4","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010507,102388,101806,NA,"Q",101885,102800,7,"","6-7 6-3 7-6","R32","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010507,103184,103185,NA,"",102035,103819,8,"","2-6 6-3 6-0","R32","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","M",20010507,101736,103720,NA,"WC",102405,102233,NA,"","2-6 7-6 7-5","R32","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
