"surface","tourney_level","tourney_date","winner1_id","winner2_id","winner_seed","winner_entry","loser1_id","loser2_id","loser_seed","loser_entry","score","round","winner1_hand","winner2_hand","loser1_hand","loser2_hand","minutes","w_ace","w_df","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_SvGms","w_bpSaved","w_bpFaced","l_ace","l_df","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_SvGms","l_bpSaved","l_bpFaced"
"Hard","A",20091019,104655,104719,3,"",102886,103455,1,"","4-6 7-5 10-8","F","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20091019,102886,103455,1,"",103523,104386,NA,"","6-7 7-6 10-6","SF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20091019,104655,104719,3,"",103780,104330,2,"","6-4 6-3","SF","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20091019,102886,103455,1,"",104214,104230,NA,"","6-0 6-3","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20091019,103780,104330,2,"",103506,104547,NA,"","6-4 7-5","QF","L","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20091019,104655,104719,3,"",103971,104583,NA,"","6-4 6-2","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20091019,103523,104386,NA,"",104979,105095,NA,"","7-6 7-5","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20091019,102886,103455,1,"",102148,104022,NA,"","7-6 7-5","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20091019,103780,104330,2,"",103857,103498,NA,"","6-2 6-4","R16","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20091019,104655,104719,3,"",102904,103711,NA,"","6-3 3-6 10-6","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20091019,104979,105095,NA,"",104504,104486,4,"","7-6 2-6 10-8","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20091019,104214,104230,NA,"",104559,105496,NA,"WC","4-6 6-2 10-3","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20091019,103971,104583,NA,"",103822,102836,NA,"","1-6 6-4 10-6","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20091019,103523,104386,NA,"",103859,103812,NA,"","7-6 6-2","R16","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20091019,103506,104547,NA,"",105609,106053,NA,"WC","6-1 6-3","R16","R","L","R","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20090727,102886,103455,1,"",103540,103828,2,"","6-4 6-4","F","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20090727,102886,103455,1,"",104655,104216,NA,"","6-3 3-6 10-8","SF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20090727,103540,103828,2,"",104593,104719,NA,"","6-3 6-3","SF","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20090727,102886,103455,1,"",104314,103373,NA,"","6-1 4-6 12-10","QF","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20090727,103540,103828,2,"",104926,103808,NA,"","7-6 7-6","QF","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20090727,104655,104216,NA,"",102382,103781,4,"","6-4 6-1","QF","R","R","L","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20090727,104593,104719,NA,"",103859,104224,NA,"","6-4 6-3","QF","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20090727,102886,103455,1,"",104660,103735,NA,"","4-6 7-5 10-5","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20090727,103540,103828,2,"",104620,104312,NA,"","6-3 6-4","R16","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20090727,103859,104224,NA,"",102881,103938,3,"","7-5 4-6 12-10","R16","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20090727,102382,103781,4,"",104230,103294,NA,"","3-6 6-4 10-2","R16","L","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20090727,104655,104216,NA,"",104471,103344,NA,"WC","6-4 6-2","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20090727,104314,103373,NA,"",102965,104679,NA,"","6-1 7-6","R16","L","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20090727,104926,103808,NA,"",104925,105831,NA,"WC","6-0 7-5","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20090727,104593,104719,NA,"",103428,103105,NA,"","6-3 6-3","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20090614,103325,101868,1,"",103540,103828,NA,"","7-6 6-7 10-5","F","R","L","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20090614,103325,101868,1,"",103780,103822,NA,"","6-4 3-6 12-10","SF","R","L","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20090614,103540,103828,NA,"",103594,102881,NA,"","6-3 7-6","SF","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20090614,103325,101868,1,"",103096,102967,NA,"","6-3 6-4","QF","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20090614,103540,103828,NA,"",103577,104332,3,"","2-6 6-2 12-10","QF","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20090614,103780,103822,NA,"",103857,104534,NA,"","6-3 3-6 10-8","QF","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20090614,103594,102881,NA,"",103171,103193,NA,"WC","7-6 6-7 11-9","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20090614,103325,101868,1,"",105217,104619,NA,"WC","6-4 7-6","R16","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20090614,103171,103193,NA,"WC",102886,103455,2,"","7-6 6-7 10-4","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20090614,103577,104332,3,"",103169,104269,NA,"","6-7 6-3 10-8","R16","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20090614,103857,104534,NA,"",102093,102963,4,"","6-4 2-6 10-7","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20090614,103540,103828,NA,"",102811,104999,NA,"","7-6 6-2","R16","L","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20090614,103780,103822,NA,"",102318,104486,NA,"","6-4 7-6","R16","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20090614,103096,102967,NA,"",102836,103938,NA,"","6-4 6-2","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20090614,103594,102881,NA,"",104665,103970,NA,"","6-2 6-3","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090105,104043,104745,NA,"WC",102110,102800,1,"","4-6 6-4 10-8","F","R","L","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090105,102110,102800,1,"",103859,103812,NA,"","6-1 6-7 10-3","SF","L","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090105,104043,104745,NA,"WC",102148,104022,NA,"","1-6 7-6 11-9","SF","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090105,102110,102800,1,"",103997,104098,NA,"","7-5 6-4","QF","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090105,102148,104022,NA,"",102979,103325,2,"","7-5 7-6","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090105,104043,104745,NA,"WC",103577,104259,4,"","6-7 6-4 10-3","QF","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090105,103859,103812,NA,"",103580,104332,NA,"","6-4 7-6","QF","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090105,102110,102800,1,"",103096,103534,NA,"","6-3 6-1","R16","L","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090105,102979,103325,2,"",104214,103711,NA,"","6-4 2-6 10-1","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090105,103580,104332,NA,"",103586,103690,3,"","6-1 7-6","R16","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090105,103577,104259,4,"",104504,104918,NA,"","7-5 6-4","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090105,103859,103812,NA,"",104312,104678,NA,"","6-4 6-4","R16","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090105,103997,104098,NA,"",103455,103808,NA,"","6-2 6-3","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090105,104043,104745,NA,"WC",103169,103656,NA,"","6-3 6-3","R16","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090105,102148,104022,NA,"",108993,104467,NA,"WC","6-0 6-2","R16","R","R","U","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20090503,103780,103822,NA,"",102093,102963,4,"","6-3 6-2","F","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20090503,103780,103822,NA,"",102886,103455,3,"","6-3 6-3","SF","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20090503,102093,102963,4,"",103325,101868,NA,"","6-4 4-6 10-7","SF","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20090503,103325,101868,NA,"",104655,102811,2,"","6-7 6-4 14-12","QF","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20090503,102886,103455,3,"",103484,103470,NA,"","6-4 6-2","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20090503,102093,102963,4,"",102904,102881,NA,"","7-6 6-2","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20090503,103780,103822,NA,"",103888,103718,NA,"","3-6 7-5 10-5","QF","L","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20090503,103780,103822,NA,"",103946,102061,1,"","7-5 6-3","R16","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20090503,104655,102811,2,"",104216,104338,NA,"","6-3 6-4","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20090503,102886,103455,3,"",104154,103868,NA,"","6-3 6-2","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20090503,102093,102963,4,"",103169,103656,NA,"","6-1 3-6 10-4","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20090503,103484,103470,NA,"",104559,103675,NA,"","6-3 3-6 11-9","R16","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20090503,103888,103718,NA,"",104523,104349,NA,"WC","6-3 7-5","R16","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20090503,102904,102881,NA,"",105155,105311,NA,"WC","6-0 6-0","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","A",20090503,103325,101868,NA,"",102967,103722,NA,"","6-2 6-2","R16","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090223,103573,104098,NA,"",102093,102963,NA,"","4-6 6-3 10-5","F","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090223,102093,102963,NA,"",103690,102783,NA,"","6-4 6-4","SF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090223,103573,104098,NA,"",103970,103498,NA,"","5-7 6-3 10-5","SF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090223,103573,104098,NA,"",102405,101956,2,"","7-6 6-2","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090223,102093,102963,NA,"",104620,103333,NA,"","6-2 7-6","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090223,103970,103498,NA,"",102979,103325,NA,"","5-7 6-4 12-10","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090223,103690,102783,NA,"",102382,103781,NA,"","4-6 6-4 12-10","QF","R","R","L","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090223,102382,103781,NA,"",102110,102800,1,"","6-4 6-4","R16","L","L","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090223,102405,101956,2,"",202044,108996,NA,"WC","6-3 6-1","R16","R","R","U","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090223,104620,103333,NA,"",104160,102233,3,"","6-4 2-6 10-8","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090223,103970,103498,NA,"",103544,102061,4,"","6-3 3-6 10-8","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090223,102979,103325,NA,"",104386,104678,NA,"","6-3 6-4","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090223,102093,102963,NA,"",104250,103529,NA,"WC","7-6 7-5","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090223,103573,104098,NA,"",104214,104022,NA,"","6-3 6-2","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090223,103690,102783,NA,"",103577,104259,NA,"","6-3 6-2","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090216,103096,103566,NA,"",102382,103544,1,"","3-6 6-3 10-8","F","R","L","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090216,102382,103544,1,"",104607,103401,NA,"","7-6 6-2","SF","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090216,103096,103566,NA,"",102697,104504,4,"","6-2 7-6","SF","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090216,102382,103544,1,"",104022,104999,NA,"","6-3 6-4","QF","L","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090216,102697,104504,4,"",103577,102783,NA,"","6-1 7-6","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090216,104607,103401,NA,"",103898,102148,NA,"WC","6-3 6-3","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090216,103096,103566,NA,"",103325,101868,NA,"","6-4 7-6","QF","R","L","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090216,102382,103544,1,"",103573,102836,NA,"","7-6 7-6","R16","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090216,103096,103566,NA,"",102093,102963,2,"","7-6 6-7 10-3","R16","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090216,103898,102148,NA,"WC",102388,101779,3,"","6-4 7-5","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090216,102697,104504,4,"",104620,104312,NA,"","6-3 6-4","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090216,104607,103401,NA,"",103063,104095,NA,"WC","6-2 7-5","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090216,103577,102783,NA,"",103917,104468,NA,"","6-7 7-6 12-10","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090216,103325,101868,NA,"",103540,103828,NA,"","7-6 6-2","R16","R","L","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090216,104022,104999,NA,"",102967,103908,NA,"","6-4 6-2","R16","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090223,103184,103185,1,"",104249,102987,2,"","6-4 6-4","F","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090223,103184,103185,1,"",103780,103946,4,"","1-6 6-2 12-10","SF","L","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090223,104249,102987,2,"",104035,104330,NA,"","7-6 2-6 10-5","SF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090223,103184,103185,1,"",103822,103718,NA,"","7-6 3-6 12-10","QF","L","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090223,104249,102987,2,"",103580,104332,NA,"","W/O","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090223,104035,104330,NA,"",104679,102811,3,"","6-4 6-2","QF","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090223,103780,103946,4,"",103523,103813,NA,"","4-6 6-3 10-8","QF","L","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090223,103184,103185,1,"",102659,103018,NA,"","7-5 6-3","R16","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090223,104249,102987,2,"",104327,103294,NA,"","6-3 6-4","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090223,104679,102811,3,"",103163,103056,NA,"WC","6-3 3-6 12-10","R16","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090223,103780,103946,4,"",103823,102905,NA,"AL","6-4 6-4","R16","L","R","L","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090223,103523,103813,NA,"",104154,105095,NA,"AL","6-4 7-5","R16","R","L","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090223,103822,103718,NA,"",104871,104180,NA,"","6-0 6-4","R16","R","L","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090223,103580,104332,NA,"",103857,104999,NA,"","7-6 6-4","R16","R","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hard","A",20090223,104035,104330,NA,"",103598,102434,NA,"WC","6-2 7-5","R16","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20090608,103577,104259,NA,"",104676,103843,NA,"WC","6-3 6-4","F","R","R","L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20090608,104676,103843,NA,"WC",103017,104999,NA,"","W/O","SF","L","R","R","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20090608,103577,104259,NA,"",103163,102306,NA,"WC","7-6 6-1","SF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20090608,104676,103843,NA,"WC",102967,104542,NA,"","6-4 1-6 10-8","QF","L","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grass","A",20090608,103163,102306,NA,"WC",104607,102811,NA,"","6-7 6-4 10-4","QF","R","R","R","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
